time,open,high,low,close,volume,volumeRaw,changePercent
2014-09-01,4592.42,4610.57,4464.44,4493.39,10140000000,10.14B,-1.9
2014-10-01,4486.65,4641.51,4116.6,4630.74,12870000000,12.87B,3.06
2014-11-01,4633.71,4810.86,4594.91,4791.63,8480000000,8.48B,3.47
2014-12-01,4777.73,4814.95,4547.31,4736.05,10630000000,10.63B,-1.16
2015-01-01,4760.24,4777.01,4563.11,4635.24,10020000000,10.02B,-2.13
2015-02-01,4650.6,4989.25,4580.46,4963.53,8770000000,8.77B,7.08
2015-03-01,4973.43,5042.14,4825.93,4900.88,10390000000,10.39B,-1.26
2015-04-01,4894.36,5119.83,4844.39,4941.42,8960000000,8.96B,0.83
2015-05-01,4966.32,5111.54,4888.17,5070.02,8570000000,8.57B,2.6
2015-06-01,5094.94,5164.36,4956.23,4986.87,10530000000,10.53B,-1.64
2015-07-01,5029.05,5231.94,4901.51,5128.28,9460000000,9.46B,2.84
2015-08-01,5134.34,5175.26,4292.14,4776.51,10460000000,10.46B,-6.86
2015-09-01,4673.61,4960.87,4487.06,4620.16,10530000000,10.53B,-3.27
2015-10-01,4624.46,5095.69,4552.34,5053.75,9910000000,9.91B,9.38
2015-11-01,5065.64,5163.47,4908.66,5108.67,8400000000,8.40B,1.09
2015-12-01,5129.64,5176.77,4871.59,5007.41,9860000000,9.86B,-1.98
2016-01-01,4897.65,4926.73,4313.39,4613.95,10700000000,10.70B,-7.86
2016-02-01,4587.59,4636.93,4209.76,4557.95,10510000000,10.51B,-1.21
2016-03-01,4596.01,4899.14,4581.75,4869.85,10060000000,10.06B,6.84
2016-04-01,4842.55,4969.32,4740.84,4775.36,8820000000,8.82B,-1.94
2016-05-01,4786.55,4951.45,4678.38,4948.06,9210000000,9.21B,3.62
2016-06-01,4928.97,4980.14,4574.25,4842.67,10960000000,10.96B,-2.13
2016-07-01,4837.18,5175.81,4786.01,5162.13,8010000000,8.01B,6.6
2016-08-01,5167.42,5275.74,5109.8,5213.22,8790000000,8.79B,0.99
2016-09-01,5218.28,5342.88,5097.8,5312,9630000000,9.63B,1.89
2016-10-01,5300.29,5340.52,5169.76,5189.14,7970000000,7.97B,-2.31
2016-11-01,5199.77,5403.86,5034.41,5323.68,9910000000,9.91B,2.59
2016-12-01,5323.88,5512.37,5238.21,5383.12,9320000000,9.32B,1.12
2017-01-01,5425.62,5669.61,5397.99,5614.79,8380000000.000001,8.38B,4.3
2017-02-01,5654.51,5867.89,5616.4,5825.44,8560000000.000001,8.56B,3.75
2017-03-01,5874.86,5928.06,5769.39,5911.74,11000000000,11.00B,1.48
2017-04-01,5917.31,6074.04,5805.15,6047.61,8300000000.000001,8.30B,2.3
2017-05-01,6067.56,6221.99,5996.81,6198.52,10240000000,10.24B,2.5
2017-06-01,6215.91,6341.7,6087.81,6140.42,12500000000,12.50B,-0.94
2017-07-01,6173.29,6460.84,6081.96,6348.12,8580000000,8.58B,3.38
2017-08-01,6372.16,6435.27,6177.19,6428.66,9580000000,9.58B,1.27
2017-09-01,6442.17,6497.98,6334.59,6495.96,9410000000,9.41B,1.05
2017-10-01,6506.08,6737.75,6484.14,6727.67,9640000000,9.64B,3.57
2017-11-01,6758.64,6914.19,6667.31,6873.97,10200000000,10.20B,2.17
2017-12-01,6844.04,7003.89,6734.13,6903.39,10000000000,10.00B,0.43
2018-01-01,6937.65,7505.77,6924.08,7411.48,10400000000,10.40B,7.36
2018-02-01,7377.17,7441.09,6630.67,7273.01,10810000000,10.81B,-1.87
2018-03-01,7274.75,7637.27,6901.07,7063.44,12330000000,12.33B,-2.88
2018-04-01,7016.17,7319.58,6805.96,7066.27,10160000000,10.16B,0.04
2018-05-01,7053.65,7492.42,6991.14,7442.12,10640000000,10.64B,5.32
2018-06-01,7487.66,7806.6,7419.56,7510.3,12840000000,12.84B,0.92
2018-07-01,7451.9,7933.31,7443.1,7671.79,9420000000,9.42B,2.15
2018-08-01,7701.82,8133.3,7659.52,8109.54,10700000000,10.70B,5.71
2018-09-01,8087.95,8104.07,7873.93,8046.35,11150000000,11.15B,-0.78
2018-10-01,8091.5,8107.38,6922.83,7305.9,14830000000,14.83B,-9.2
2018-11-01,7327.82,7572.93,6830.76,7330.54,12570000000,12.57B,0.34
2018-12-01,7486.13,7486.51,6190.17,6635.28,13120000000,13.12B,-9.48
2019-01-01,6506.91,7303.12,6457.13,7281.74,12230000000,12.23B,9.74
2019-02-01,7256.37,7602.69,7225.14,7532.53,10640000000,10.64B,3.44
2019-03-01,7587.45,7850.1,7332.92,7729.32,13040000000,13.04B,2.61
2019-04-01,7800.24,8176.08,7777.1,8095.39,10750000000,10.75B,4.74
2019-05-01,8132.93,8164.71,7448.23,7453.15,12280000000,12.28B,-7.93
2019-06-01,7441.22,8088.88,7292.22,8006.24,12570000000,12.57B,7.42
2019-07-01,8145.85,8339.64,8059.29,8175.42,11140000000,11.14B,2.11
2019-08-01,8190.56,8311.04,7662.9,7962.88,11990000000,11.99B,-2.6
2019-09-01,7906.44,8243.8,7847.32,7999.33,11510000000,11.51B,0.46
2019-10-01,8026.83,8335.56,7700,8292.36,11230000000,11.23B,3.66
2019-11-01,8335.05,8705.91,8326.56,8665.47,10750000000,10.75B,4.5
2019-12-01,8672.84,9052,8435.4,8972.6,12250000000,12.25B,3.54
2020-01-01,9039.46,9451.43,8943.5,9150.94,12890000000,12.89B,1.99
2020-02-01,9190.72,9838.37,8264.16,8567.37,13390000000,13.39B,-6.38
2020-03-01,8667.14,9070.32,6631.42,7700.1,25110000000,25.11B,-10.12
2020-04-01,7459.5,8957.26,7288.11,8889.55,18760000000,18.76B,15.45
2020-05-01,8681.29,9523.64,8537.83,9489.87,18170000000,18.17B,6.75
2020-06-01,9471.42,10221.85,9403,10058.76,27300000000,27.30B,5.99
2020-07-01,10063.67,10839.93,10048.04,10745.27,20680000000,20.68B,6.82
2020-08-01,10848.64,11829.84,10762.71,11775.46,17240000000,17.24B,9.59
2020-09-01,11850.96,12074.07,10519.49,11167.68,20520000000,20.52B,-5.16
2020-10-01,11291.99,11965.54,10822.57,10911.59,16770000000,16.77B,-2.29
2020-11-01,11010.45,12244.65,10830.94,12198.74,19470000000,19.47B,11.8
2020-12-01,12313.36,12973.33,12214.74,12888.28,23500000000,23.50B,5.65
2021-01-01,12958.52,13728.98,12543.24,13070.69,26550000000,26.55B,1.42
2021-02-01,13226.18,14175.11,13003.98,13192.35,27400000000,27.40B,0.93
2021-03-01,13406.16,13620.71,12397.05,13246.87,29120000000,29.12B,0.41
2021-04-01,13414.33,14211.57,13404.18,13962.68,18510000000,18.51B,5.4
2021-05-01,14031.77,14042.12,13002.53,13748.74,18490000000,18.49B,-1.53
2021-06-01,13829.06,14535.97,13548.93,14503.95,24050000000,24.05B,5.49
2021-07-01,14493.69,14863.65,14178.66,14672.68,17460000000,17.46B,1.16
2021-08-01,14758.6,15288.08,14423.16,15259.24,17680000000,17.68B,4
2021-09-01,15308.98,15403.44,14444.3,14448.58,20390000000,20.39B,-5.31
2021-10-01,14494.93,15504.12,14181.69,15498.39,18710000000,18.71B,7.27
2021-11-01,15541.26,16212.23,15451.39,15537.69,21650000000,21.65B,0.25
2021-12-01,15752.27,15901.47,14860.04,15644.97,22790000000,22.79B,0.69
2022-01-01,15732.5,15852.14,13094.65,14239.88,20650000000,20.65B,-8.98
2022-02-01,14277.43,14509.56,12587.88,13751.4,18890000000,18.89B,-3.43
2022-03-01,13716.7,14646.9,12555.35,14220.52,26960000000,26.96B,3.41
2022-04-01,14269.53,14534.38,12315.74,12334.64,19020000000,19.02B,-13.26
2022-05-01,12331.69,12985.01,11035.69,12081.39,23280000000,23.28B,-2.05
2022-06-01,12176.89,12320.12,10565.14,11028.74,26740000000,26.74B,-8.71
2022-07-01,11006.83,12426.26,10911.45,12390.69,18160000000,18.16B,12.35
2022-08-01,12317.96,13181.09,11790.02,11816.2,21710000000,21.71B,-4.64
2022-09-01,11707.44,12270.19,10572.33,10575.62,22030000000,22.03B,-10.5
2022-10-01,10659.01,11230.44,10088.83,10988.15,19930000000,19.93B,3.9
2022-11-01,11154.74,11492.62,10262.93,11468,20080000000,20.08B,4.37
2022-12-01,11475.17,11571.64,10207.47,10466.48,21690000000,21.69B,-8.73
2023-01-01,10562.06,11691.89,10265.04,11584.55,19910000000,19.91B,10.68
2023-02-01,11573.14,12269.56,11334.47,11455.54,19320000000,19.32B,-1.11
2023-03-01,11447.58,12227.93,10982.8,12221.91,25370000000,25.37B,6.69
2023-04-01,12146.09,12245.43,11798.77,12226.58,17280000000,17.28B,0.04
2023-05-01,12210.05,13154.29,11925.37,12935.28,21610000000,21.61B,5.8
2023-06-01,12944.46,13864.06,12903.63,13787.92,25040000000,25.04B,6.59
2023-07-01,13798.7,14446.55,13567.25,14346.02,19250000000,19.25B,4.05
2023-08-01,14274.93,14309.21,13161.76,14034.97,21070000000,21.07B,-2.17
2023-09-01,14129.96,14149.62,12963.16,13219.32,19740000000,19.74B,-5.81
2023-10-01,13217.99,13714.14,12543.86,12851.24,19190000000,19.19B,-2.78
2023-11-01,12887.06,14423.22,12875.2,14226.22,19770000000,19.77B,10.7
2023-12-01,14181.35,15150.07,14058.52,15011.35,23680000000,23.68B,5.52
2024-01-01,14873.7,15630.58,14477.57,15164.01,21220000000,21.22B,1.02
2024-02-01,15254.02,16134.22,15208.88,16091.92,21720000000,21.72B,6.12
2024-03-01,16109.83,16538.86,15862.63,16379.46,23150000000,23.15B,1.79
2024-04-01,16397.05,16490.65,15222.78,15657.82,21210000000,21.21B,-4.41
2024-05-01,15646.09,17032.65,15557.64,16735.01,25030000000,25.03B,6.88
2024-06-01,16865.7,18035,16646.43,17732.6,24960000000,24.96B,5.96
2024-07-01,17773.9,18671.07,17015.38,17599.4,23240000000,23.24B,-0.75
2024-08-01,17647.03,18017.69,15708.54,17713.62,26770000000,26.77B,0.65
2024-09-01,17585.45,18327.34,16668.57,18189.17,23210000000,23.21B,2.68
2024-10-01,18154.94,18785.49,17767.79,18095.15,23320000000,23.32B,-0.52
2024-11-01,18189.67,19366.07,18112.83,19218.17,25040000000,25.04B,6.21
2024-12-01,19255.43,20204.58,19168.38,19310.79,29490000000,29.49B,0.48
2025-01-01,19403.9,20118.61,18831.91,19627.44,27480000000,27.48B,1.64
2025-02-01,19215.38,20110.12,18372.99,18847.28,26420000000,26.42B,-3.97
2025-03-01,18923.36,18992.3,16854.37,17299.29,30700000000,30.70B,-8.21
2025-04-01,17221.55,17716.52,14784.03,17446.34,39460000000,39.46B,0.85
2025-05-01,17793.14,19389.39,17503.01,19113.77,30150000000,30.15B,9.56
2025-06-01,19063.06,20418.31,18985.3,20369.73,31000000000,31.00B,6.57
2025-07-01,20290.61,21457.48,20105.41,21122.45,32530000000,32.53B,3.7
2025-08-01,20830.64,21803.75,20560.17,21455.55,30090000000,30.09B,1.58
2025-09-01,21086.57,22801.9,21033.05,22660.01,35500000000,35.50B,5.61
2025-10-01,22530.95,24019.99,22193.07,23724.96,39940000000,39.94B,4.7
2025-11-01,23951.91,23976.84,21898.29,23365.69,31200000000,31.20B,-1.51
2025-12-01,23172.34,23704.08,22692,23241.99,32580000000,32.58B,-0.53
2026-01-01,23481.49,23988.27,22916.83,23461.82,31640000000,31.64B,0.95
2026-02-01,23370.54,23691.6,22256.76,22668.21,30890000000,30.89B,-3.38
2026-03-01,22322.12,22906.72,20690.25,21590.63,36800000000,36.80B,-4.75
2026-04-01,21742.79,24935.6,21371.32,24892.31,32030000000,32.03B,15.29
2026-05-01,24977.79,27094.8,24913.12,26972.62,35290000000,35.29B,8.36
2026-06-01,26952.58,27190.21,24980.38,25888.84,17890000000,17.89B,-4.02
