month,year,month_number,player_id,name,country,position,sub_position,club,competition_id,value_million_eur,global_rank,is_top10,top10_rank,valuation_date,valuation_age_days,valuation_source,player_url
2005-06,2005,06,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,6,1,6,2005-02-03,147,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2005-07,2005,07,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,9,1,9,2005-02-03,178,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2005-08,2005,08,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,10,1,10,2005-02-03,209,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2005-09,2005,09,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,11,0,,2005-02-03,239,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2005-10,2005,10,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,9,1,9,2005-02-03,270,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2005-11,2005,11,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,9,1,9,2005-02-03,300,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2005-12,2005,12,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,9,1,9,2005-02-03,331,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2006-01,2006,01,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,9,1,9,2005-02-03,362,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2006-02,2006,02,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,9,1,9,2005-02-03,390,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2006-03,2006,03,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,9,1,9,2005-02-03,421,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2006-04,2006,04,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,8,1,8,2005-02-03,451,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2006-05,2006,05,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,8,1,8,2005-02-03,482,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2006-06,2006,06,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,34,6,1,6,2006-06-14,16,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2006-07,2006,07,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,34,6,1,6,2006-06-14,47,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2006-08,2006,08,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,34,6,1,6,2006-06-14,78,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2006-09,2006,09,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,34,6,1,6,2006-06-14,108,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2006-10,2006,10,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,34,6,1,6,2006-06-14,139,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2006-11,2006,11,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,34,6,1,6,2006-06-14,169,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2006-12,2006,12,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,34,6,1,6,2006-06-14,200,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2007-01,2007,01,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,34,6,1,6,2006-06-14,231,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2007-02,2007,02,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,34,6,1,6,2006-06-14,259,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2007-03,2007,03,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,34,6,1,6,2006-06-14,290,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2007-04,2007,04,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,34,8,1,8,2006-06-14,320,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2007-05,2007,05,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,34,9,1,9,2006-06-14,351,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2007-06,2007,06,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,34,10,1,10,2006-06-14,381,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2007-07,2007,07,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,34,11,0,,2006-06-14,412,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2007-08,2007,08,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,34,12,0,,2006-06-14,443,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2007-09,2007,09,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,38.5,6,1,6,2007-09-01,29,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2007-10,2007,10,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,38.5,6,1,6,2007-09-01,60,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2007-11,2007,11,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,38.5,6,1,6,2007-09-01,90,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2007-12,2007,12,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,38.5,6,1,6,2007-09-01,121,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-01,2008,01,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,38.5,6,1,6,2007-09-01,152,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-02,2008,02,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45,4,1,4,2008-02-04,25,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-03,2008,03,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45,4,1,4,2008-02-04,56,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-04,2008,04,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45,4,1,4,2008-02-04,86,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-05,2008,05,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45,4,1,4,2008-02-04,117,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-06,2008,06,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45,4,1,4,2008-02-04,147,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-07,2008,07,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45,4,1,4,2008-02-04,178,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-08,2008,08,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45,4,1,4,2008-02-04,209,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-09,2008,09,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45,4,1,4,2008-02-04,239,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-10,2008,10,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45,4,1,4,2008-02-04,270,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-11,2008,11,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45,4,1,4,2008-02-04,300,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-12,2008,12,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45,4,1,4,2008-02-04,331,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2009-01,2009,01,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45,4,1,4,2008-02-04,362,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2009-02,2009,02,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,46,4,1,4,2009-02-23,5,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2009-03,2009,03,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,46,4,1,4,2009-02-23,36,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2009-04,2009,04,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,46,4,1,4,2009-02-23,66,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2009-05,2009,05,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,46,4,1,4,2009-02-23,97,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2009-06,2009,06,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,50,4,1,4,2009-06-29,1,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2009-07,2009,07,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,50,5,1,5,2009-06-29,32,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2009-08,2009,08,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,50,5,1,5,2009-06-29,63,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2009-09,2009,09,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,50,5,1,5,2009-06-29,93,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2009-10,2009,10,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,50,5,1,5,2009-06-29,124,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2009-11,2009,11,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,50,5,1,5,2009-06-29,154,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2009-12,2009,12,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,50,5,1,5,2009-06-29,185,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2010-01,2010,01,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,50,10,1,10,2009-06-29,216,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2010-02,2010,02,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,50,10,1,10,2009-06-29,244,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2010-03,2010,03,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,50,10,1,10,2009-06-29,275,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2010-04,2010,04,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,50,10,1,10,2009-06-29,305,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2010-05,2010,05,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,50,10,1,10,2009-06-29,336,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2010-06,2010,06,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,50,10,1,10,2009-06-29,366,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2010-07,2010,07,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,50,10,1,10,2009-06-29,397,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2010-08,2010,08,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,42,14,0,,2010-08-13,18,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2010-09,2010,09,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,42,12,0,,2010-08-13,48,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2010-10,2010,10,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,42,12,0,,2010-08-13,79,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2010-11,2010,11,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,42,12,0,,2010-08-13,109,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2010-12,2010,12,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,42,12,0,,2010-08-13,140,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2011-01,2011,01,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,42,11,0,,2010-08-13,171,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2011-02,2011,02,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,36,21,0,,2011-02-01,27,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2011-03,2011,03,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,36,21,0,,2011-02-01,58,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2011-04,2011,04,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,36,20,0,,2011-02-01,88,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2011-05,2011,05,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,36,20,0,,2011-02-01,119,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2011-06,2011,06,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,36,18,0,,2011-02-01,149,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2011-07,2011,07,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,36,18,0,,2011-02-01,180,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2011-08,2011,08,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,38,0,,2011-08-08,23,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2011-09,2011,09,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,43,0,,2011-08-08,53,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2011-10,2011,10,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,43,0,,2011-08-08,84,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2011-11,2011,11,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,43,0,,2011-08-08,114,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2011-12,2011,12,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,43,0,,2011-08-08,145,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2012-01,2012,01,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,30,45,0,,2011-08-08,176,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2012-02,2012,02,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,21,83,0,,2012-02-06,23,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2012-03,2012,03,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,21,83,0,,2012-02-06,54,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2012-04,2012,04,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,21,84,0,,2012-02-06,84,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2012-05,2012,05,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,21,84,0,,2012-02-06,115,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2012-06,2012,06,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,15.5,154,0,,2012-06-24,6,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2012-07,2012,07,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,15.5,162,0,,2012-06-24,37,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2012-08,2012,08,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,15.5,161,0,,2012-06-24,68,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2012-09,2012,09,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,15.5,159,0,,2012-06-24,98,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2012-10,2012,10,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,15.5,160,0,,2012-06-24,129,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2012-11,2012,11,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,15.5,162,0,,2012-06-24,159,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2012-12,2012,12,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,15.5,161,0,,2012-06-24,190,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2013-01,2013,01,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,11.5,291,0,,2013-01-28,3,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2013-02,2013,02,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,11.5,292,0,,2013-01-28,31,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2013-03,2013,03,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,11.5,300,0,,2013-01-28,62,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2013-04,2013,04,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,11.5,300,0,,2013-01-28,92,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2013-05,2013,05,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,11.5,303,0,,2013-01-28,123,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2013-06,2013,06,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,11.5,315,0,,2013-01-28,153,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2013-07,2013,07,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,9,450,0,,2013-07-02,29,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2013-08,2013,08,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,9,451,0,,2013-07-02,60,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2013-09,2013,09,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,9,461,0,,2013-07-02,90,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2013-10,2013,10,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,9,461,0,,2013-07-02,121,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2013-11,2013,11,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,9,463,0,,2013-07-02,151,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2013-12,2013,12,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,9,463,0,,2013-07-02,182,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2014-01,2014,01,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,7.5,560,0,,2014-01-15,16,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2014-02,2014,02,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,7.5,571,0,,2014-01-15,44,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2014-03,2014,03,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,7.5,570,0,,2014-01-15,75,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2014-04,2014,04,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,7.5,570,0,,2014-01-15,105,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2014-05,2014,05,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,7.5,570,0,,2014-01-15,136,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2014-06,2014,06,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,7.5,570,0,,2014-01-15,166,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2014-07,2014,07,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,7.5,586,0,,2014-01-15,197,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2014-08,2014,08,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,6,778,0,,2014-08-12,19,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2014-09,2014,09,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,6,781,0,,2014-08-12,49,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2014-10,2014,10,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,6,788,0,,2014-08-12,80,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2014-11,2014,11,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,6,787,0,,2014-08-12,110,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2014-12,2014,12,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,6,783,0,,2014-08-12,141,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2015-01,2015,01,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,6,798,0,,2014-08-12,172,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2015-02,2015,02,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,4,1267,0,,2015-02-12,16,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2015-03,2015,03,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,4,1272,0,,2015-02-12,47,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2015-04,2015,04,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,4,1278,0,,2015-02-12,77,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2015-05,2015,05,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,4,1279,0,,2015-02-12,108,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2015-06,2015,06,3109,Steven Gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,4,1289,0,,2015-02-12,138,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2015-07,2015,07,3109,Steven Gerrard,England,Midfield,Central Midfield,Los Angeles Galaxy,GB1,2,2549,0,,2015-07-08,23,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2015-08,2015,08,3109,Steven Gerrard,England,Midfield,Central Midfield,Los Angeles Galaxy,GB1,2,2551,0,,2015-07-08,54,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2015-09,2015,09,3109,Steven Gerrard,England,Midfield,Central Midfield,Los Angeles Galaxy,GB1,2,2569,0,,2015-07-08,84,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2015-10,2015,10,3109,Steven Gerrard,England,Midfield,Central Midfield,Los Angeles Galaxy,GB1,2,2588,0,,2015-07-08,115,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2015-11,2015,11,3109,Steven Gerrard,England,Midfield,Central Midfield,Los Angeles Galaxy,GB1,2,2599,0,,2015-07-08,145,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2015-12,2015,12,3109,Steven Gerrard,England,Midfield,Central Midfield,Los Angeles Galaxy,GB1,2,2570,0,,2015-07-08,176,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2016-01,2016,01,3109,Steven Gerrard,England,Midfield,Central Midfield,Los Angeles Galaxy,GB1,2,2564,0,,2015-07-08,207,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2016-02,2016,02,3109,Steven Gerrard,England,Midfield,Central Midfield,Los Angeles Galaxy,GB1,2,2598,0,,2015-07-08,236,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2016-03,2016,03,3109,Steven Gerrard,England,Midfield,Central Midfield,Los Angeles Galaxy,GB1,1.75,2737,0,,2016-03-01,30,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2016-04,2016,04,3109,Steven Gerrard,England,Midfield,Central Midfield,Los Angeles Galaxy,GB1,1.75,2759,0,,2016-03-01,60,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2016-05,2016,05,3109,Steven Gerrard,England,Midfield,Central Midfield,Los Angeles Galaxy,GB1,1.75,2755,0,,2016-05-30,1,player_valuations,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
