player_id,name,player_code,country,date_of_birth,position,sub_position,current_club,current_competition_id,first_top10_month,last_top10_month,top10_months,peak_rank,peak_value_eur,peak_value_million_eur,peak_value_month,latest_tracked_month,latest_value_eur,latest_value_million_eur,latest_global_rank,color,image_url,player_url,transfer_history_status,photo_mosaic_status
7600,Andrés Iniesta,andres-iniesta,Spain,1984-05-11,Midfield,Central Midfield,Futbol Club Barcelona,ES1,2009-04,2014-06,63,3,70000000,70,2012-08,2019-11,5500000,5.5,1560,#D65CFF,https://img.a.transfermarkt.technology/portrait/header/7600-1464872266.jpg?lm=1,https://www.transfermarkt.co.uk/andres-iniesta/profil/spieler/7600,pending,image_url_available
22068,Franck Ribéry,franck-ribery,France,1983-04-07,Attack,Left Winger,US Salernitana 1919,IT1,2010-01,2012-08,25,8,50000000,50,2010-04,2023-11,1000000,1,5002,#8745E3,https://img.a.transfermarkt.technology/portrait/header/22068-1663667692.jpg?lm=1,https://www.transfermarkt.co.uk/franck-ribery/profil/spieler/22068,pending,image_url_available
4673,Wesley Sneijder,wesley-sneijder,Netherlands,1984-06-09,Midfield,Attacking Midfield,Olympique Gymnaste Club Nice Côte d'Azur,FR1,2011-04,2011-05,2,10,42000000,42,2011-04,2019-11,3000000,3,2624,#45A1E3,https://img.a.transfermarkt.technology/portrait/header/4673-1473587409.jpeg?lm=1,https://www.transfermarkt.co.uk/wesley-sneijder/profil/spieler/4673,pending,image_url_available
4360,Arjen Robben,arjen-robben,Netherlands,1984-01-23,Attack,Right Winger,Football Club Groningen,NL1,2011-06,2011-09,4,10,40000000,40,2011-06,2022-10,200000,0.2,11313,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/4360-1540568808.jpg?lm=1,https://www.transfermarkt.co.uk/arjen-robben/profil/spieler/4360,pending,image_url_available
26399,Sergio Agüero,sergio-aguero,Argentina,1988-06-02,Attack,Centre-Forward,Futbol Club Barcelona,ES1,2011-10,2015-09,18,6,60000000,60,2015-07,2023-03,15000000,15,675,#2F80ED,https://img.a.transfermarkt.technology/portrait/header/26399-1580460866.jpg?lm=1,https://www.transfermarkt.co.uk/sergio-aguero/profil/spieler/26399,pending,image_url_available
4276,Carlos Tevez,carlos-tevez,Argentina,1984-02-05,Attack,Second Striker,Juventus Football Club,IT1,2011-10,2011-12,3,9,40000000,40,2011-10,2016-11,8500000,8.5,592,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/4276-1644149301.jpg?lm=1,https://www.transfermarkt.co.uk/carlos-tevez/profil/spieler/4276,pending,image_url_available
6288,Mario Gómez,mario-gomez,Germany,1985-07-10,Attack,Centre-Forward,Verein für Bewegungsspiele Stuttgart 1893,L1,2012-01,2012-07,7,10,42000000,42,2012-01,2020-11,800000,0.8,5390,#62F0D0,https://img.a.transfermarkt.technology/portrait/header/6288-1683668325.jpg?lm=1,https://www.transfermarkt.co.uk/mario-gomez/profil/spieler/6288,pending,image_url_available
35518,David Silva,david-silva,Spain,1986-01-08,Midfield,Attacking Midfield,Real Sociedad de Fútbol S.A.D.,ES1,2012-02,2012-12,11,7,50000000,50,2012-06,2024-11,4000000,4,2151,#4545E3,https://img.a.transfermarkt.technology/portrait/header/35518-1683269363.jpg?lm=1,https://www.transfermarkt.co.uk/david-silva/profil/spieler/35518,pending,image_url_available
4380,Robin van Persie,robin-van-persie,Netherlands,1983-08-06,Attack,Centre-Forward,Feyenoord Rotterdam,NL1,2012-02,2013-05,16,8,47500000,47.5,2012-06,2020-11,1500000,1.5,3841,#E34599,https://img.a.transfermarkt.technology/portrait/header/4380-1516382956.jpg?lm=1,https://www.transfermarkt.co.uk/robin-van-persie/profil/spieler/4380,pending,image_url_available
39152,Radamel Falcao,radamel-falcao,Colombia,1986-02-10,Attack,Centre-Forward,Millonarios FC,COL1,2012-08,2015-01,30,5,60000000,60,2013-01,2026-06,800000,0.8,5245,#45A1E3,https://img.a.transfermarkt.technology/portrait/header/39152-1721184791.JPG?lm=1,https://www.transfermarkt.co.uk/radamel-falcao/profil/spieler/39152,pending,image_url_available
80562,Hulk,hulk,Brazil,1986-07-25,Attack,Centre-Forward,Clube Atlético Mineiro,BRA1,2012-09,2013-08,12,8,45000000,45,2013-01,2026-06,2000000,2,3291,#45E367,https://img.a.transfermarkt.technology/portrait/header/80562-1563436073.jpg?lm=1,https://www.transfermarkt.co.uk/hulk/profil/spieler/80562,pending,image_url_available
48280,Edinson Cavani,edinson-cavani,Uruguay,1987-02-14,Attack,Centre-Forward,Club Atlético Boca Juniors,ARG1,2013-01,2015-01,25,4,60000000,60,2013-07,2026-06,2500000,2.5,2856,#E37F45,https://img.a.transfermarkt.technology/portrait/header/48280-1739899618.jpg?lm=1,https://www.transfermarkt.co.uk/edinson-cavani/profil/spieler/48280,pending,image_url_available
68290,Neymar,neymar,Brazil,1992-02-05,Midfield,Attacking Midfield,Santos Futebol Clube,BRA1,2013-02,2022-04,111,1,180000000,180,2018-01,2026-06,50000000,50,113,#B1E345,https://img.a.transfermarkt.technology/portrait/header/68290-1692601435.jpg?lm=1,https://www.transfermarkt.co.uk/neymar/profil/spieler/68290,pending,image_url_available
74842,Mario Götze,mario-gotze,Germany,1992-06-03,Midfield,Attacking Midfield,Eintracht Frankfurt Fußball AG,L1,2013-06,2014-06,6,8,55000000,55,2014-02,2026-06,3500000,3.5,2381,#B1E345,https://img.a.transfermarkt.technology/portrait/header/74842-1663065102.jpg?lm=1,https://www.transfermarkt.co.uk/mario-gotze/profil/spieler/74842,pending,image_url_available
39381,Gareth Bale,gareth-bale,Wales,1989-07-16,Attack,Right Winger,Real Madrid Club de Fútbol,ES1,2013-07,2017-12,54,3,90000000,90,2016-07,2023-11,2000000,2,3393,#62F0D0,https://img.a.transfermarkt.technology/portrait/header/39381-1658665343.jpg?lm=1,https://www.transfermarkt.co.uk/gareth-bale/profil/spieler/39381,pending,image_url_available
35664,Mesut Özil,mesut-ozil,Germany,1988-10-15,Midfield,Attacking Midfield,İstanbul Başakşehir Futbol Kulübü,TR1,2013-09,2014-01,5,7,50000000,50,2013-09,2024-08,700000,0.7,6474,#62F0D0,https://img.a.transfermarkt.technology/portrait/header/35664-1483519286.jpg?lm=1,https://www.transfermarkt.co.uk/mesut-ozil/profil/spieler/35664,pending,image_url_available
44352,Luis Suárez,luis-suarez,Uruguay,1987-01-24,Attack,Centre-Forward,Club Internacional de Fútbol Miami,MLS1,2014-01,2017-12,48,4,90000000,90,2015-11,2026-06,4000000,4,2180,#77C8FF,https://img.a.transfermarkt.technology/portrait/header/44352-1771695059.jpg?lm=1,https://www.transfermarkt.co.uk/luis-suarez/profil/spieler/44352,pending,image_url_available
88103,James Rodríguez,james-rodriguez,Colombia,1991-07-12,Midfield,Attacking Midfield,Minnesota United FC,MLS1,2014-07,2016-09,27,4,80000000,80,2015-07,2026-06,6000000,6,1584,#45A1E3,https://img.a.transfermarkt.technology/portrait/header/88103-1771697730.jpg?lm=1,https://www.transfermarkt.co.uk/james-rodriguez/profil/spieler/88103,pending,image_url_available
