date,year,quarter,month,rank,player_id,name,player_code,country,position,sub_position,club,competition_id,value_eur,value_million_eur,valuation_date,valuation_age_days,valuation_source,color,image_url,player_url
2008-01-01,2008,1,1,4,3163,Frank Lampard,frank-lampard,England,Midfield,Central Midfield,Chelsea FC,GB1,39750000,39.75,2007-04-25,281,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/3163-1674475335.jpg?lm=1,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163
2008-01-01,2008,1,1,5,3924,Didier Drogba,didier-drogba,Cote d'Ivoire,Attack,Centre-Forward,Chelsea FC,GB1,38500000,38.5,2007-04-25,281,player_valuations,#FF8A3D,https://img.a.transfermarkt.technology/portrait/header/3924-1683633427.jpg?lm=1,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924
2008-01-01,2008,1,1,6,3109,Steven Gerrard,steven-gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,38500000,38.5,2007-09-01,152,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3109-1464112254.jpg?lm=1,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-01-01,2008,1,1,7,4257,Samuel Eto'o,samuel-etoo,Cameroon,Attack,Centre-Forward,FC Barcelona,TR1,38000000,38,2007-06-25,220,player_valuations,#E38145,https://img.a.transfermarkt.technology/portrait/header/4257-1683640611.jpg?lm=1,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257
2008-01-01,2008,1,1,8,3332,Wayne Rooney,wayne-rooney,England,Attack,Centre-Forward,Manchester United,GB1,36000000,36,2007-04-27,279,player_valuations,#CB45E3,https://img.a.transfermarkt.technology/portrait/header/3332-1551295290.jpg?lm=1,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332
2008-01-01,2008,1,1,9,7980,David Villa,david-villa,Spain,Attack,Centre-Forward,Valencia CF,ES1,35000000,35,2007-06-21,224,player_valuations,#8745E3,https://img.a.transfermarkt.technology/portrait/header/7980-1684165569.jpg?lm=1,https://www.transfermarkt.co.uk/david-villa/profil/spieler/7980
2008-01-01,2008,1,1,10,7767,Fernando Torres,fernando-torres,Spain,Attack,Centre-Forward,Liverpool FC,ES1,35000000,35,2007-08-02,182,player_valuations,#B145E3,https://img.a.transfermarkt.technology/portrait/header/7767-1683642827.jpg?lm=1,https://www.transfermarkt.co.uk/fernando-torres/profil/spieler/7767
2008-02-01,2008,1,2,1,3366,Kaká,kaka,Brazil,Midfield,Attacking Midfield,AC Milan,IT1,55000000,55,2008-02-15,14,player_valuations,#FFB84D,https://img.a.transfermarkt.technology/portrait/header/3366-1683638749.jpg?lm=1,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366
2008-02-01,2008,1,2,2,28003,Lionel Messi,lionel-messi,Argentina,Attack,Right Winger,FC Barcelona,MLS1,55000000,55,2008-02-04,25,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/28003-1771694720.jpg?lm=1,https://www.transfermarkt.co.uk/lionel-messi/profil/spieler/28003
2008-02-01,2008,1,2,3,8198,Cristiano Ronaldo,cristiano-ronaldo,Portugal,Attack,Centre-Forward,Manchester United,SA1,50000000,50,2008-02-04,25,player_valuations,#E34584,https://img.a.transfermarkt.technology/portrait/header/8198-1748102259.jpg?lm=1,https://www.transfermarkt.co.uk/cristiano-ronaldo/profil/spieler/8198
2008-02-01,2008,1,2,4,3109,Steven Gerrard,steven-gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45000000,45,2008-02-04,25,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3109-1464112254.jpg?lm=1,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-02-01,2008,1,2,5,3924,Didier Drogba,didier-drogba,Cote d'Ivoire,Attack,Centre-Forward,Chelsea FC,GB1,40000000,40,2008-02-04,25,player_valuations,#FF8A3D,https://img.a.transfermarkt.technology/portrait/header/3924-1683633427.jpg?lm=1,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924
2008-02-01,2008,1,2,6,4257,Samuel Eto'o,samuel-etoo,Cameroon,Attack,Centre-Forward,FC Barcelona,TR1,40000000,40,2008-02-04,25,player_valuations,#E38145,https://img.a.transfermarkt.technology/portrait/header/4257-1683640611.jpg?lm=1,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257
2008-02-01,2008,1,2,7,3332,Wayne Rooney,wayne-rooney,England,Attack,Centre-Forward,Manchester United,GB1,40000000,40,2008-02-04,25,player_valuations,#CB45E3,https://img.a.transfermarkt.technology/portrait/header/3332-1551295290.jpg?lm=1,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332
2008-02-01,2008,1,2,8,3163,Frank Lampard,frank-lampard,England,Midfield,Central Midfield,Chelsea FC,GB1,38000000,38,2008-02-04,25,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/3163-1674475335.jpg?lm=1,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163
2008-02-01,2008,1,2,9,3455,Zlatan Ibrahimović,zlatan-ibrahimović,Sweden,Attack,Centre-Forward,FC Internazionale,IT1,38000000,38,2008-02-15,14,player_valuations,#458FE3,https://img.a.transfermarkt.technology/portrait/header/3455-1579506060.jpg?lm=1,https://www.transfermarkt.co.uk/zlatan-ibrahimovi%C4%87/profil/spieler/3455
2008-02-01,2008,1,2,10,5817,Andrea Pirlo,andrea-pirlo,Italy,Midfield,Defensive Midfield,AC Milan,IT1,36000000,36,2008-02-15,14,player_valuations,#FF5D5D,https://img.a.transfermarkt.technology/portrait/header/5817-1454934952.jpg?lm=1,https://www.transfermarkt.co.uk/andrea-pirlo/profil/spieler/5817
2008-03-01,2008,1,3,1,3366,Kaká,kaka,Brazil,Midfield,Attacking Midfield,AC Milan,IT1,55000000,55,2008-02-15,45,player_valuations,#FFB84D,https://img.a.transfermarkt.technology/portrait/header/3366-1683638749.jpg?lm=1,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366
2008-03-01,2008,1,3,2,28003,Lionel Messi,lionel-messi,Argentina,Attack,Right Winger,FC Barcelona,MLS1,55000000,55,2008-02-04,56,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/28003-1771694720.jpg?lm=1,https://www.transfermarkt.co.uk/lionel-messi/profil/spieler/28003
2008-03-01,2008,1,3,3,8198,Cristiano Ronaldo,cristiano-ronaldo,Portugal,Attack,Centre-Forward,Manchester United,SA1,50000000,50,2008-02-04,56,player_valuations,#E34584,https://img.a.transfermarkt.technology/portrait/header/8198-1748102259.jpg?lm=1,https://www.transfermarkt.co.uk/cristiano-ronaldo/profil/spieler/8198
2008-03-01,2008,1,3,4,3109,Steven Gerrard,steven-gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45000000,45,2008-02-04,56,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3109-1464112254.jpg?lm=1,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-03-01,2008,1,3,5,3924,Didier Drogba,didier-drogba,Cote d'Ivoire,Attack,Centre-Forward,Chelsea FC,GB1,40000000,40,2008-02-04,56,player_valuations,#FF8A3D,https://img.a.transfermarkt.technology/portrait/header/3924-1683633427.jpg?lm=1,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924
2008-03-01,2008,1,3,6,4257,Samuel Eto'o,samuel-etoo,Cameroon,Attack,Centre-Forward,FC Barcelona,TR1,40000000,40,2008-02-04,56,player_valuations,#E38145,https://img.a.transfermarkt.technology/portrait/header/4257-1683640611.jpg?lm=1,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257
2008-03-01,2008,1,3,7,3332,Wayne Rooney,wayne-rooney,England,Attack,Centre-Forward,Manchester United,GB1,40000000,40,2008-02-04,56,player_valuations,#CB45E3,https://img.a.transfermarkt.technology/portrait/header/3332-1551295290.jpg?lm=1,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332
2008-03-01,2008,1,3,8,3163,Frank Lampard,frank-lampard,England,Midfield,Central Midfield,Chelsea FC,GB1,38000000,38,2008-02-04,56,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/3163-1674475335.jpg?lm=1,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163
2008-03-01,2008,1,3,9,3455,Zlatan Ibrahimović,zlatan-ibrahimović,Sweden,Attack,Centre-Forward,FC Internazionale,IT1,38000000,38,2008-02-15,45,player_valuations,#458FE3,https://img.a.transfermarkt.technology/portrait/header/3455-1579506060.jpg?lm=1,https://www.transfermarkt.co.uk/zlatan-ibrahimovi%C4%87/profil/spieler/3455
2008-03-01,2008,1,3,10,5817,Andrea Pirlo,andrea-pirlo,Italy,Midfield,Defensive Midfield,AC Milan,IT1,36000000,36,2008-02-15,45,player_valuations,#FF5D5D,https://img.a.transfermarkt.technology/portrait/header/5817-1454934952.jpg?lm=1,https://www.transfermarkt.co.uk/andrea-pirlo/profil/spieler/5817
2008-04-01,2008,2,4,1,8198,Cristiano Ronaldo,cristiano-ronaldo,Portugal,Attack,Centre-Forward,Manchester United,SA1,55000000,55,2008-04-08,22,player_valuations,#E34584,https://img.a.transfermarkt.technology/portrait/header/8198-1748102259.jpg?lm=1,https://www.transfermarkt.co.uk/cristiano-ronaldo/profil/spieler/8198
2008-04-01,2008,2,4,2,3366,Kaká,kaka,Brazil,Midfield,Attacking Midfield,AC Milan,IT1,55000000,55,2008-02-15,75,player_valuations,#FFB84D,https://img.a.transfermarkt.technology/portrait/header/3366-1683638749.jpg?lm=1,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366
2008-04-01,2008,2,4,3,28003,Lionel Messi,lionel-messi,Argentina,Attack,Right Winger,FC Barcelona,MLS1,55000000,55,2008-02-04,86,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/28003-1771694720.jpg?lm=1,https://www.transfermarkt.co.uk/lionel-messi/profil/spieler/28003
2008-04-01,2008,2,4,4,3109,Steven Gerrard,steven-gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45000000,45,2008-02-04,86,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3109-1464112254.jpg?lm=1,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-04-01,2008,2,4,5,3924,Didier Drogba,didier-drogba,Cote d'Ivoire,Attack,Centre-Forward,Chelsea FC,GB1,40000000,40,2008-02-04,86,player_valuations,#FF8A3D,https://img.a.transfermarkt.technology/portrait/header/3924-1683633427.jpg?lm=1,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924
2008-04-01,2008,2,4,6,4257,Samuel Eto'o,samuel-etoo,Cameroon,Attack,Centre-Forward,FC Barcelona,TR1,40000000,40,2008-02-04,86,player_valuations,#E38145,https://img.a.transfermarkt.technology/portrait/header/4257-1683640611.jpg?lm=1,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257
2008-04-01,2008,2,4,7,3332,Wayne Rooney,wayne-rooney,England,Attack,Centre-Forward,Manchester United,GB1,40000000,40,2008-02-04,86,player_valuations,#CB45E3,https://img.a.transfermarkt.technology/portrait/header/3332-1551295290.jpg?lm=1,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332
2008-04-01,2008,2,4,8,3163,Frank Lampard,frank-lampard,England,Midfield,Central Midfield,Chelsea FC,GB1,38000000,38,2008-02-04,86,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/3163-1674475335.jpg?lm=1,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163
2008-04-01,2008,2,4,9,3455,Zlatan Ibrahimović,zlatan-ibrahimović,Sweden,Attack,Centre-Forward,FC Internazionale,IT1,38000000,38,2008-02-15,75,player_valuations,#458FE3,https://img.a.transfermarkt.technology/portrait/header/3455-1579506060.jpg?lm=1,https://www.transfermarkt.co.uk/zlatan-ibrahimovi%C4%87/profil/spieler/3455
2008-04-01,2008,2,4,10,5817,Andrea Pirlo,andrea-pirlo,Italy,Midfield,Defensive Midfield,AC Milan,IT1,36000000,36,2008-02-15,75,player_valuations,#FF5D5D,https://img.a.transfermarkt.technology/portrait/header/5817-1454934952.jpg?lm=1,https://www.transfermarkt.co.uk/andrea-pirlo/profil/spieler/5817
2008-05-01,2008,2,5,1,8198,Cristiano Ronaldo,cristiano-ronaldo,Portugal,Attack,Centre-Forward,Manchester United,SA1,55000000,55,2008-04-08,53,player_valuations,#E34584,https://img.a.transfermarkt.technology/portrait/header/8198-1748102259.jpg?lm=1,https://www.transfermarkt.co.uk/cristiano-ronaldo/profil/spieler/8198
2008-05-01,2008,2,5,2,3366,Kaká,kaka,Brazil,Midfield,Attacking Midfield,AC Milan,IT1,55000000,55,2008-02-15,106,player_valuations,#FFB84D,https://img.a.transfermarkt.technology/portrait/header/3366-1683638749.jpg?lm=1,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366
2008-05-01,2008,2,5,3,28003,Lionel Messi,lionel-messi,Argentina,Attack,Right Winger,FC Barcelona,MLS1,55000000,55,2008-02-04,117,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/28003-1771694720.jpg?lm=1,https://www.transfermarkt.co.uk/lionel-messi/profil/spieler/28003
2008-05-01,2008,2,5,4,3109,Steven Gerrard,steven-gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45000000,45,2008-02-04,117,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3109-1464112254.jpg?lm=1,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-05-01,2008,2,5,5,3924,Didier Drogba,didier-drogba,Cote d'Ivoire,Attack,Centre-Forward,Chelsea FC,GB1,40000000,40,2008-02-04,117,player_valuations,#FF8A3D,https://img.a.transfermarkt.technology/portrait/header/3924-1683633427.jpg?lm=1,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924
2008-05-01,2008,2,5,6,4257,Samuel Eto'o,samuel-etoo,Cameroon,Attack,Centre-Forward,FC Barcelona,TR1,40000000,40,2008-02-04,117,player_valuations,#E38145,https://img.a.transfermarkt.technology/portrait/header/4257-1683640611.jpg?lm=1,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257
2008-05-01,2008,2,5,7,3332,Wayne Rooney,wayne-rooney,England,Attack,Centre-Forward,Manchester United,GB1,40000000,40,2008-02-04,117,player_valuations,#CB45E3,https://img.a.transfermarkt.technology/portrait/header/3332-1551295290.jpg?lm=1,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332
2008-05-01,2008,2,5,8,3163,Frank Lampard,frank-lampard,England,Midfield,Central Midfield,Chelsea FC,GB1,38000000,38,2008-02-04,117,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/3163-1674475335.jpg?lm=1,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163
2008-05-01,2008,2,5,9,3455,Zlatan Ibrahimović,zlatan-ibrahimović,Sweden,Attack,Centre-Forward,FC Internazionale,IT1,38000000,38,2008-02-15,106,player_valuations,#458FE3,https://img.a.transfermarkt.technology/portrait/header/3455-1579506060.jpg?lm=1,https://www.transfermarkt.co.uk/zlatan-ibrahimovi%C4%87/profil/spieler/3455
2008-05-01,2008,2,5,10,5817,Andrea Pirlo,andrea-pirlo,Italy,Midfield,Defensive Midfield,AC Milan,IT1,36000000,36,2008-02-15,106,player_valuations,#FF5D5D,https://img.a.transfermarkt.technology/portrait/header/5817-1454934952.jpg?lm=1,https://www.transfermarkt.co.uk/andrea-pirlo/profil/spieler/5817
2008-06-01,2008,2,6,1,8198,Cristiano Ronaldo,cristiano-ronaldo,Portugal,Attack,Centre-Forward,Manchester United,SA1,55000000,55,2008-04-08,83,player_valuations,#E34584,https://img.a.transfermarkt.technology/portrait/header/8198-1748102259.jpg?lm=1,https://www.transfermarkt.co.uk/cristiano-ronaldo/profil/spieler/8198
2008-06-01,2008,2,6,2,3366,Kaká,kaka,Brazil,Midfield,Attacking Midfield,AC Milan,IT1,55000000,55,2008-02-15,136,player_valuations,#FFB84D,https://img.a.transfermarkt.technology/portrait/header/3366-1683638749.jpg?lm=1,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366
2008-06-01,2008,2,6,3,28003,Lionel Messi,lionel-messi,Argentina,Attack,Right Winger,FC Barcelona,MLS1,55000000,55,2008-02-04,147,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/28003-1771694720.jpg?lm=1,https://www.transfermarkt.co.uk/lionel-messi/profil/spieler/28003
2008-06-01,2008,2,6,4,3109,Steven Gerrard,steven-gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45000000,45,2008-02-04,147,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3109-1464112254.jpg?lm=1,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-06-01,2008,2,6,5,3924,Didier Drogba,didier-drogba,Cote d'Ivoire,Attack,Centre-Forward,Chelsea FC,GB1,40000000,40,2008-02-04,147,player_valuations,#FF8A3D,https://img.a.transfermarkt.technology/portrait/header/3924-1683633427.jpg?lm=1,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924
2008-06-01,2008,2,6,6,4257,Samuel Eto'o,samuel-etoo,Cameroon,Attack,Centre-Forward,FC Barcelona,TR1,40000000,40,2008-02-04,147,player_valuations,#E38145,https://img.a.transfermarkt.technology/portrait/header/4257-1683640611.jpg?lm=1,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257
2008-06-01,2008,2,6,7,3332,Wayne Rooney,wayne-rooney,England,Attack,Centre-Forward,Manchester United,GB1,40000000,40,2008-02-04,147,player_valuations,#CB45E3,https://img.a.transfermarkt.technology/portrait/header/3332-1551295290.jpg?lm=1,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332
2008-06-01,2008,2,6,8,3163,Frank Lampard,frank-lampard,England,Midfield,Central Midfield,Chelsea FC,GB1,38000000,38,2008-02-04,147,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/3163-1674475335.jpg?lm=1,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163
2008-06-01,2008,2,6,9,3455,Zlatan Ibrahimović,zlatan-ibrahimović,Sweden,Attack,Centre-Forward,FC Internazionale,IT1,38000000,38,2008-02-15,136,player_valuations,#458FE3,https://img.a.transfermarkt.technology/portrait/header/3455-1579506060.jpg?lm=1,https://www.transfermarkt.co.uk/zlatan-ibrahimovi%C4%87/profil/spieler/3455
2008-06-01,2008,2,6,10,5817,Andrea Pirlo,andrea-pirlo,Italy,Midfield,Defensive Midfield,AC Milan,IT1,36000000,36,2008-02-15,136,player_valuations,#FF5D5D,https://img.a.transfermarkt.technology/portrait/header/5817-1454934952.jpg?lm=1,https://www.transfermarkt.co.uk/andrea-pirlo/profil/spieler/5817
2008-07-01,2008,3,7,1,8198,Cristiano Ronaldo,cristiano-ronaldo,Portugal,Attack,Centre-Forward,Manchester United,SA1,60000000,60,2008-07-04,27,player_valuations,#E34584,https://img.a.transfermarkt.technology/portrait/header/8198-1748102259.jpg?lm=1,https://www.transfermarkt.co.uk/cristiano-ronaldo/profil/spieler/8198
2008-07-01,2008,3,7,2,3366,Kaká,kaka,Brazil,Midfield,Attacking Midfield,AC Milan,IT1,55000000,55,2008-02-15,167,player_valuations,#FFB84D,https://img.a.transfermarkt.technology/portrait/header/3366-1683638749.jpg?lm=1,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366
2008-07-01,2008,3,7,3,28003,Lionel Messi,lionel-messi,Argentina,Attack,Right Winger,FC Barcelona,MLS1,55000000,55,2008-07-10,21,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/28003-1771694720.jpg?lm=1,https://www.transfermarkt.co.uk/lionel-messi/profil/spieler/28003
2008-07-01,2008,3,7,4,3109,Steven Gerrard,steven-gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45000000,45,2008-02-04,178,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3109-1464112254.jpg?lm=1,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-07-01,2008,3,7,5,3455,Zlatan Ibrahimović,zlatan-ibrahimović,Sweden,Attack,Centre-Forward,FC Internazionale,IT1,42000000,42,2008-07-04,27,player_valuations,#458FE3,https://img.a.transfermarkt.technology/portrait/header/3455-1579506060.jpg?lm=1,https://www.transfermarkt.co.uk/zlatan-ibrahimovi%C4%87/profil/spieler/3455
2008-07-01,2008,3,7,6,3924,Didier Drogba,didier-drogba,Cote d'Ivoire,Attack,Centre-Forward,Chelsea FC,GB1,40000000,40,2008-02-04,178,player_valuations,#FF8A3D,https://img.a.transfermarkt.technology/portrait/header/3924-1683633427.jpg?lm=1,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924
2008-07-01,2008,3,7,7,7767,Fernando Torres,fernando-torres,Spain,Attack,Centre-Forward,Liverpool FC,ES1,40000000,40,2008-07-04,27,player_valuations,#B145E3,https://img.a.transfermarkt.technology/portrait/header/7767-1683642827.jpg?lm=1,https://www.transfermarkt.co.uk/fernando-torres/profil/spieler/7767
2008-07-01,2008,3,7,8,4257,Samuel Eto'o,samuel-etoo,Cameroon,Attack,Centre-Forward,FC Barcelona,TR1,40000000,40,2008-07-22,9,player_valuations,#E38145,https://img.a.transfermarkt.technology/portrait/header/4257-1683640611.jpg?lm=1,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257
2008-07-01,2008,3,7,9,3332,Wayne Rooney,wayne-rooney,England,Attack,Centre-Forward,Manchester United,GB1,40000000,40,2008-02-04,178,player_valuations,#CB45E3,https://img.a.transfermarkt.technology/portrait/header/3332-1551295290.jpg?lm=1,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332
2008-07-01,2008,3,7,10,8806,Cesc Fàbregas,cesc-fabregas,Spain,Midfield,Central Midfield,Arsenal FC,FR1,38000000,38,2008-07-04,27,player_valuations,#FF9D66,https://img.a.transfermarkt.technology/portrait/header/8806-1614090062.jpg?lm=1,https://www.transfermarkt.co.uk/cesc-fabregas/profil/spieler/8806
2008-08-01,2008,3,8,1,8198,Cristiano Ronaldo,cristiano-ronaldo,Portugal,Attack,Centre-Forward,Manchester United,SA1,60000000,60,2008-07-04,58,player_valuations,#E34584,https://img.a.transfermarkt.technology/portrait/header/8198-1748102259.jpg?lm=1,https://www.transfermarkt.co.uk/cristiano-ronaldo/profil/spieler/8198
2008-08-01,2008,3,8,2,3366,Kaká,kaka,Brazil,Midfield,Attacking Midfield,AC Milan,IT1,55000000,55,2008-02-15,198,player_valuations,#FFB84D,https://img.a.transfermarkt.technology/portrait/header/3366-1683638749.jpg?lm=1,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366
2008-08-01,2008,3,8,3,28003,Lionel Messi,lionel-messi,Argentina,Attack,Right Winger,FC Barcelona,MLS1,55000000,55,2008-07-10,52,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/28003-1771694720.jpg?lm=1,https://www.transfermarkt.co.uk/lionel-messi/profil/spieler/28003
2008-08-01,2008,3,8,4,3109,Steven Gerrard,steven-gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45000000,45,2008-02-04,209,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3109-1464112254.jpg?lm=1,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-08-01,2008,3,8,5,3455,Zlatan Ibrahimović,zlatan-ibrahimović,Sweden,Attack,Centre-Forward,FC Internazionale,IT1,42000000,42,2008-07-04,58,player_valuations,#458FE3,https://img.a.transfermarkt.technology/portrait/header/3455-1579506060.jpg?lm=1,https://www.transfermarkt.co.uk/zlatan-ibrahimovi%C4%87/profil/spieler/3455
2008-08-01,2008,3,8,6,3924,Didier Drogba,didier-drogba,Cote d'Ivoire,Attack,Centre-Forward,Chelsea FC,GB1,40000000,40,2008-02-04,209,player_valuations,#FF8A3D,https://img.a.transfermarkt.technology/portrait/header/3924-1683633427.jpg?lm=1,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924
2008-08-01,2008,3,8,7,7767,Fernando Torres,fernando-torres,Spain,Attack,Centre-Forward,Liverpool FC,ES1,40000000,40,2008-07-04,58,player_valuations,#B145E3,https://img.a.transfermarkt.technology/portrait/header/7767-1683642827.jpg?lm=1,https://www.transfermarkt.co.uk/fernando-torres/profil/spieler/7767
2008-08-01,2008,3,8,8,4257,Samuel Eto'o,samuel-etoo,Cameroon,Attack,Centre-Forward,FC Barcelona,TR1,40000000,40,2008-07-22,40,player_valuations,#E38145,https://img.a.transfermarkt.technology/portrait/header/4257-1683640611.jpg?lm=1,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257
2008-08-01,2008,3,8,9,3332,Wayne Rooney,wayne-rooney,England,Attack,Centre-Forward,Manchester United,GB1,40000000,40,2008-02-04,209,player_valuations,#CB45E3,https://img.a.transfermarkt.technology/portrait/header/3332-1551295290.jpg?lm=1,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332
2008-08-01,2008,3,8,10,8806,Cesc Fàbregas,cesc-fabregas,Spain,Midfield,Central Midfield,Arsenal FC,FR1,38000000,38,2008-07-04,58,player_valuations,#FF9D66,https://img.a.transfermarkt.technology/portrait/header/8806-1614090062.jpg?lm=1,https://www.transfermarkt.co.uk/cesc-fabregas/profil/spieler/8806
2008-09-01,2008,3,9,1,8198,Cristiano Ronaldo,cristiano-ronaldo,Portugal,Attack,Centre-Forward,Manchester United,SA1,60000000,60,2008-07-04,88,player_valuations,#E34584,https://img.a.transfermarkt.technology/portrait/header/8198-1748102259.jpg?lm=1,https://www.transfermarkt.co.uk/cristiano-ronaldo/profil/spieler/8198
2008-09-01,2008,3,9,2,3366,Kaká,kaka,Brazil,Midfield,Attacking Midfield,AC Milan,IT1,55000000,55,2008-09-01,29,player_valuations,#FFB84D,https://img.a.transfermarkt.technology/portrait/header/3366-1683638749.jpg?lm=1,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366
2008-09-01,2008,3,9,3,28003,Lionel Messi,lionel-messi,Argentina,Attack,Right Winger,FC Barcelona,MLS1,55000000,55,2008-07-10,82,player_valuations,#4D7CFF,https://img.a.transfermarkt.technology/portrait/header/28003-1771694720.jpg?lm=1,https://www.transfermarkt.co.uk/lionel-messi/profil/spieler/28003
2008-09-01,2008,3,9,4,3109,Steven Gerrard,steven-gerrard,England,Midfield,Central Midfield,Liverpool FC,GB1,45000000,45,2008-02-04,239,player_valuations,#B1E345,https://img.a.transfermarkt.technology/portrait/header/3109-1464112254.jpg?lm=1,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2008-09-01,2008,3,9,5,3455,Zlatan Ibrahimović,zlatan-ibrahimović,Sweden,Attack,Centre-Forward,FC Internazionale,IT1,45000000,45,2008-09-01,29,player_valuations,#458FE3,https://img.a.transfermarkt.technology/portrait/header/3455-1579506060.jpg?lm=1,https://www.transfermarkt.co.uk/zlatan-ibrahimovi%C4%87/profil/spieler/3455
2008-09-01,2008,3,9,6,3924,Didier Drogba,didier-drogba,Cote d'Ivoire,Attack,Centre-Forward,Chelsea FC,GB1,40000000,40,2008-02-04,239,player_valuations,#FF8A3D,https://img.a.transfermarkt.technology/portrait/header/3924-1683633427.jpg?lm=1,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924
