date,year,quarter,month,name,code,region,value,rank,color,flag,playerId,playerCode,club,position,valuationDate,valuationSource,valueEur
2006-04-01,2006,2,4,Andrea Pirlo,P5817,Italy,25,18,#FF5D5D,,5817,andrea-pirlo,AC Milan,Midfield,2005-07-29,player_valuations,25000000
2006-04-01,2006,2,4,Fernando Torres,P7767,Spain,25,19,#B145E3,,7767,fernando-torres,Atlético de Madrid,Attack,2004-11-29,player_valuations,25000000
2006-04-01,2006,2,4,Iker Casillas,P3979,Spain,25,20,#4545E3,,3979,iker-casillas,Real Madrid B,Goalkeeper,2004-12-28,player_valuations,25000000
2006-04-01,2006,2,4,Robinho,P15511,Brazil,25,21,#455AE3,,15511,robinho,Santos FC,Attack,2005-07-23,player_valuations,25000000
2006-04-01,2006,2,4,Zlatan Ibrahimović,P3455,Sweden,25,22,#458FE3,,3455,zlatan-ibrahimović,Juventus FC,Attack,2006-04-09,player_valuations,25000000
2006-04-01,2006,2,4,Lúcio,P77,Brazil,24.5,23,#E34584,,77,lucio,Bayern Munich,Defender,2006-01-09,player_valuations,24500000
2006-04-01,2006,2,4,Shaun Wright-Phillips,P3467,England,23,24,#45C1E3,,3467,shaun-wright-phillips,Chelsea FC,Attack,2005-10-18,player_valuations,23000000
2006-04-01,2006,2,4,David Beckham,P3139,England,22,25,#4545E3,,3139,david-beckham,Real Madrid,Midfield,2006-01-12,player_valuations,22000000
2006-04-01,2006,2,4,Joaquín,P7663,Spain,22,26,#45B1E3,,7663,joaquin,Real Betis Balompié,Attack,2004-12-17,player_valuations,22000000
2006-04-01,2006,2,4,Michael Owen,P1397,England,22,27,#45A1E3,,1397,michael-owen,Real Madrid,Attack,2004-12-28,player_valuations,22000000
2006-04-01,2006,2,4,Petr Cech,P5658,Czech Republic,22,28,#62F0D0,,5658,petr-cech,Chelsea FC,Goalkeeper,2005-10-17,player_valuations,22000000
2006-04-01,2006,2,4,Rafael van der Vaart,P4192,Netherlands,21,29,#45E372,,4192,rafael-van-der-vaart,Hamburger SV,Midfield,2006-01-09,player_valuations,21000000
2006-04-01,2006,2,4,Antonio Cassano,P5962,Italy,20.5,30,#45B1E3,,5962,antonio-cassano,Real Madrid,Attack,2006-01-12,player_valuations,20500000
2006-04-01,2006,2,4,Júlio Baptista,P15952,Brazil,20,31,#F7F7F7,,15952,julio-baptista,Real Madrid,Midfield,2006-01-12,player_valuations,20000000
2006-04-01,2006,2,4,Mahamadou Diarra,P5352,Mali,20,32,#B145E3,,5352,mahamadou-diarra,Olympique Lyon,Midfield,2006-04-15,player_valuations,20000000
2006-04-01,2006,2,4,Miroslav Klose,P10,Germany,20,33,#FF74B8,,10,miroslav-klose,SV Werder Bremen,Attack,2006-01-09,player_valuations,20000000
2006-04-01,2006,2,4,Esteban Cambiasso,P7520,Argentina,19,34,#45C1E3,,7520,esteban-cambiasso,FC Internazionale,Midfield,2006-04-09,player_valuations,19000000
2006-04-01,2006,2,4,José Antonio Reyes,P7717,Spain,19,35,#4545E3,,7717,jose-antonio-reyes,Arsenal FC,Attack,2005-10-17,player_valuations,19000000
2006-04-01,2006,2,4,Xabi Alonso,P7476,Spain,19,36,#8745E3,,7476,xabi-alonso,Liverpool FC,Midfield,2005-10-29,player_valuations,19000000
2006-04-01,2006,2,4,Ashley Cole,P3182,England,18.75,37,#45A1E3,,3182,ashley-cole,Arsenal FC,Defender,2005-10-17,player_valuations,18750000
2006-04-01,2006,2,4,David Villa,P7980,Spain,18.5,38,#8745E3,,7980,david-villa,Valencia CF,Attack,2006-02-07,player_valuations,18500000
2006-04-01,2006,2,4,Djibril Cissé,P3966,France,18.5,39,#FF8A3D,,3966,djibril-cisse,Liverpool FC,Attack,2005-10-29,player_valuations,18500000
2006-04-01,2006,2,4,Ricardo Carvalho,P9828,Portugal,18.5,40,#FF5D5D,,9828,ricardo-carvalho,Chelsea FC,Defender,2005-10-17,player_valuations,18500000
2006-05-01,2006,2,5,Francesco Totti,P5958,Italy,37,1,#6EC6FF,,5958,francesco-totti,AS Roma,Attack,2006-04-02,player_valuations,37000000
2006-05-01,2006,2,5,Michael Essien,P5588,Ghana,36.5,2,#45C1E3,,5588,michael-essien,Chelsea FC,Midfield,2005-10-17,player_valuations,36500000
2006-05-01,2006,2,5,Samuel Eto'o,P4257,Cameroon,36,3,#E38145,,4257,samuel-etoo,FC Barcelona,Attack,2006-01-20,player_valuations,36000000
2006-05-01,2006,2,5,Wayne Rooney,P3332,England,36,4,#CB45E3,,3332,wayne-rooney,Manchester United,Attack,2005-08-14,player_valuations,36000000
2006-05-01,2006,2,5,Frank Lampard,P3163,England,35,5,#4D7CFF,,3163,frank-lampard,Chelsea FC,Midfield,2005-10-17,player_valuations,35000000
2006-05-01,2006,2,5,Kaká,P3366,Brazil,35,6,#FFB84D,,3366,kaka,AC Milan,Midfield,2006-04-09,player_valuations,35000000
2006-05-01,2006,2,5,Gianluigi Buffon,P5023,Italy,30,7,#E37F45,,5023,gianluigi-buffon,Juventus FC,Goalkeeper,2006-04-09,player_valuations,30000000
2006-05-01,2006,2,5,Steven Gerrard,P3109,England,30,8,#B1E345,,3109,steven-gerrard,Liverpool FC,Midfield,2005-02-03,player_valuations,30000000
2006-05-01,2006,2,5,John Terry,P3160,England,28,9,#4545E3,,3160,john-terry,Chelsea FC,Defender,2005-10-17,player_valuations,28000000
2006-05-01,2006,2,5,Xavi,P7607,Spain,28,10,#52A7FF,,7607,xavi,FC Barcelona,Midfield,2006-01-20,player_valuations,28000000
2006-05-01,2006,2,5,Arjen Robben,P4360,Netherlands,27.5,11,#4D7CFF,,4360,arjen-robben,Chelsea FC,Attack,2005-10-17,player_valuations,27500000
2006-05-01,2006,2,5,Alberto Gilardino,P5878,Italy,27,12,#45B1E3,,5878,alberto-gilardino,AC Milan,Attack,2006-04-09,player_valuations,27000000
2006-05-01,2006,2,5,Carles Puyol,P7594,Spain,27,13,#4D7CFF,,7594,carles-puyol,FC Barcelona,Defender,2006-01-20,player_valuations,27000000
2006-05-01,2006,2,5,Luca Toni,P5980,Italy,27,14,#F7F7F7,,5980,luca-toni,ACF Fiorentina,Attack,2006-04-02,player_valuations,27000000
2006-05-01,2006,2,5,Cristiano Ronaldo,P8198,Portugal,26.5,15,#E34584,,8198,cristiano-ronaldo,Manchester United,Attack,2005-10-18,player_valuations,26500000
2006-05-01,2006,2,5,Rio Ferdinand,P3235,England,26.5,16,#B1E345,,3235,rio-ferdinand,Manchester United,Defender,2005-10-18,player_valuations,26500000
2006-05-01,2006,2,5,Didier Drogba,P3924,Cote d'Ivoire,26,17,#FF8A3D,,3924,didier-drogba,Chelsea FC,Attack,2005-10-17,player_valuations,26000000
2006-05-01,2006,2,5,Andrea Pirlo,P5817,Italy,25,18,#FF5D5D,,5817,andrea-pirlo,AC Milan,Midfield,2005-07-29,player_valuations,25000000
2006-05-01,2006,2,5,Fernando Torres,P7767,Spain,25,19,#B145E3,,7767,fernando-torres,Atlético de Madrid,Attack,2004-11-29,player_valuations,25000000
2006-05-01,2006,2,5,Iker Casillas,P3979,Spain,25,20,#4545E3,,3979,iker-casillas,Real Madrid B,Goalkeeper,2004-12-28,player_valuations,25000000
2006-05-01,2006,2,5,Robinho,P15511,Brazil,25,21,#455AE3,,15511,robinho,Santos FC,Attack,2005-07-23,player_valuations,25000000
2006-05-01,2006,2,5,Zlatan Ibrahimović,P3455,Sweden,25,22,#458FE3,,3455,zlatan-ibrahimović,Juventus FC,Attack,2006-04-09,player_valuations,25000000
2006-05-01,2006,2,5,Lúcio,P77,Brazil,24.5,23,#E34584,,77,lucio,Bayern Munich,Defender,2006-01-09,player_valuations,24500000
2006-05-01,2006,2,5,Shaun Wright-Phillips,P3467,England,23,24,#45C1E3,,3467,shaun-wright-phillips,Chelsea FC,Attack,2005-10-18,player_valuations,23000000
2006-05-01,2006,2,5,David Beckham,P3139,England,22,25,#4545E3,,3139,david-beckham,Real Madrid,Midfield,2006-01-12,player_valuations,22000000
2006-05-01,2006,2,5,Joaquín,P7663,Spain,22,26,#45B1E3,,7663,joaquin,Real Betis Balompié,Attack,2004-12-17,player_valuations,22000000
2006-05-01,2006,2,5,Michael Owen,P1397,England,22,27,#45A1E3,,1397,michael-owen,Real Madrid,Attack,2004-12-28,player_valuations,22000000
2006-05-01,2006,2,5,Petr Cech,P5658,Czech Republic,22,28,#62F0D0,,5658,petr-cech,Chelsea FC,Goalkeeper,2005-10-17,player_valuations,22000000
2006-05-01,2006,2,5,Rafael van der Vaart,P4192,Netherlands,21,29,#45E372,,4192,rafael-van-der-vaart,Hamburger SV,Midfield,2006-01-09,player_valuations,21000000
2006-05-01,2006,2,5,Antonio Cassano,P5962,Italy,20.5,30,#45B1E3,,5962,antonio-cassano,Real Madrid,Attack,2006-01-12,player_valuations,20500000
2006-05-01,2006,2,5,Júlio Baptista,P15952,Brazil,20,31,#F7F7F7,,15952,julio-baptista,Real Madrid,Midfield,2006-01-12,player_valuations,20000000
2006-05-01,2006,2,5,Mahamadou Diarra,P5352,Mali,20,32,#B145E3,,5352,mahamadou-diarra,Olympique Lyon,Midfield,2006-04-15,player_valuations,20000000
2006-05-01,2006,2,5,Miroslav Klose,P10,Germany,20,33,#FF74B8,,10,miroslav-klose,SV Werder Bremen,Attack,2006-01-09,player_valuations,20000000
2006-05-01,2006,2,5,Esteban Cambiasso,P7520,Argentina,19,34,#45C1E3,,7520,esteban-cambiasso,FC Internazionale,Midfield,2006-04-09,player_valuations,19000000
2006-05-01,2006,2,5,José Antonio Reyes,P7717,Spain,19,35,#4545E3,,7717,jose-antonio-reyes,Arsenal FC,Attack,2005-10-17,player_valuations,19000000
2006-05-01,2006,2,5,Xabi Alonso,P7476,Spain,19,36,#8745E3,,7476,xabi-alonso,Liverpool FC,Midfield,2005-10-29,player_valuations,19000000
2006-05-01,2006,2,5,Ashley Cole,P3182,England,18.75,37,#45A1E3,,3182,ashley-cole,Arsenal FC,Defender,2005-10-17,player_valuations,18750000
2006-05-01,2006,2,5,David Villa,P7980,Spain,18.5,38,#8745E3,,7980,david-villa,Valencia CF,Attack,2006-02-07,player_valuations,18500000
2006-05-01,2006,2,5,Djibril Cissé,P3966,France,18.5,39,#FF8A3D,,3966,djibril-cisse,Liverpool FC,Attack,2005-10-29,player_valuations,18500000
2006-05-01,2006,2,5,Ricardo Carvalho,P9828,Portugal,18.5,40,#FF5D5D,,9828,ricardo-carvalho,Chelsea FC,Defender,2005-10-17,player_valuations,18500000
2006-06-01,2006,2,6,Frank Lampard,P3163,England,38.5,1,#4D7CFF,,3163,frank-lampard,Chelsea FC,Midfield,2006-06-14,player_valuations,38500000
2006-06-01,2006,2,6,Francesco Totti,P5958,Italy,37,2,#6EC6FF,,5958,francesco-totti,AS Roma,Attack,2006-04-02,player_valuations,37000000
2006-06-01,2006,2,6,Samuel Eto'o,P4257,Cameroon,36,3,#E38145,,4257,samuel-etoo,FC Barcelona,Attack,2006-01-20,player_valuations,36000000
2006-06-01,2006,2,6,Wayne Rooney,P3332,England,36,4,#CB45E3,,3332,wayne-rooney,Manchester United,Attack,2006-06-14,player_valuations,36000000
2006-06-01,2006,2,6,Kaká,P3366,Brazil,35,5,#FFB84D,,3366,kaka,AC Milan,Midfield,2006-04-09,player_valuations,35000000
2006-06-01,2006,2,6,Steven Gerrard,P3109,England,34,6,#B1E345,,3109,steven-gerrard,Liverpool FC,Midfield,2006-06-14,player_valuations,34000000
2006-06-01,2006,2,6,Gianluigi Buffon,P5023,Italy,30,7,#E37F45,,5023,gianluigi-buffon,Juventus FC,Goalkeeper,2006-04-09,player_valuations,30000000
2006-06-01,2006,2,6,John Terry,P3160,England,30,8,#4545E3,,3160,john-terry,Chelsea FC,Defender,2006-06-14,player_valuations,30000000
2006-06-01,2006,2,6,Michael Essien,P5588,Ghana,28,9,#45C1E3,,5588,michael-essien,Chelsea FC,Midfield,2006-06-14,player_valuations,28000000
2006-06-01,2006,2,6,Xavi,P7607,Spain,28,10,#52A7FF,,7607,xavi,FC Barcelona,Midfield,2006-01-20,player_valuations,28000000
2006-06-01,2006,2,6,Alberto Gilardino,P5878,Italy,27,11,#45B1E3,,5878,alberto-gilardino,AC Milan,Attack,2006-04-09,player_valuations,27000000
2006-06-01,2006,2,6,Carles Puyol,P7594,Spain,27,12,#4D7CFF,,7594,carles-puyol,FC Barcelona,Defender,2006-01-20,player_valuations,27000000
2006-06-01,2006,2,6,Luca Toni,P5980,Italy,27,13,#F7F7F7,,5980,luca-toni,ACF Fiorentina,Attack,2006-04-02,player_valuations,27000000
2006-06-01,2006,2,6,Arjen Robben,P4360,Netherlands,25.7,14,#4D7CFF,,4360,arjen-robben,Chelsea FC,Attack,2006-06-14,player_valuations,25700001
2006-06-01,2006,2,6,Andrea Pirlo,P5817,Italy,25,15,#FF5D5D,,5817,andrea-pirlo,AC Milan,Midfield,2005-07-29,player_valuations,25000000
2006-06-01,2006,2,6,Cristiano Ronaldo,P8198,Portugal,25,16,#E34584,,8198,cristiano-ronaldo,Manchester United,Attack,2006-06-14,player_valuations,25000000
2006-06-01,2006,2,6,Rio Ferdinand,P3235,England,25,17,#B1E345,,3235,rio-ferdinand,Manchester United,Defender,2006-06-14,player_valuations,25000000
2006-06-01,2006,2,6,Robinho,P15511,Brazil,25,18,#455AE3,,15511,robinho,Santos FC,Attack,2005-07-23,player_valuations,25000000
2006-06-01,2006,2,6,Zlatan Ibrahimović,P3455,Sweden,25,19,#458FE3,,3455,zlatan-ibrahimović,Juventus FC,Attack,2006-04-09,player_valuations,25000000
2006-06-01,2006,2,6,Didier Drogba,P3924,Cote d'Ivoire,24.5,20,#FF8A3D,,3924,didier-drogba,Chelsea FC,Attack,2006-06-14,player_valuations,24500000
2006-06-01,2006,2,6,Petr Cech,P5658,Czech Republic,23,21,#62F0D0,,5658,petr-cech,Chelsea FC,Goalkeeper,2006-06-14,player_valuations,23000000
2006-06-01,2006,2,6,David Beckham,P3139,England,22,22,#4545E3,,3139,david-beckham,Real Madrid,Midfield,2006-01-12,player_valuations,22000000
2006-06-01,2006,2,6,David Villa,P7980,Spain,22,23,#8745E3,,7980,david-villa,Valencia CF,Attack,2006-06-02,player_valuations,22000000
2006-06-01,2006,2,6,Lúcio,P77,Brazil,21.5,24,#E34584,,77,lucio,Bayern Munich,Defender,2006-06-02,player_valuations,21500000
2006-06-01,2006,2,6,Xabi Alonso,P7476,Spain,21.5,25,#8745E3,,7476,xabi-alonso,Liverpool FC,Midfield,2006-06-14,player_valuations,21500000
2006-06-01,2006,2,6,Rafael van der Vaart,P4192,Netherlands,21,26,#45E372,,4192,rafael-van-der-vaart,Hamburger SV,Midfield,2006-01-09,player_valuations,21000000
2006-06-01,2006,2,6,Antonio Cassano,P5962,Italy,20.5,27,#45B1E3,,5962,antonio-cassano,Real Madrid,Attack,2006-01-12,player_valuations,20500000
2006-06-01,2006,2,6,Júlio Baptista,P15952,Brazil,20,28,#F7F7F7,,15952,julio-baptista,Real Madrid,Midfield,2006-01-12,player_valuations,20000000
2006-06-01,2006,2,6,Mahamadou Diarra,P5352,Mali,20,29,#B145E3,,5352,mahamadou-diarra,Olympique Lyon,Midfield,2006-04-15,player_valuations,20000000
2006-06-01,2006,2,6,Michael Owen,P1397,England,20,30,#45A1E3,,1397,michael-owen,Newcastle United,Attack,2006-06-14,player_valuations,20000000
2006-06-01,2006,2,6,Miroslav Klose,P10,Germany,20,31,#FF74B8,,10,miroslav-klose,SV Werder Bremen,Attack,2006-01-09,player_valuations,20000000
2006-06-01,2006,2,6,Esteban Cambiasso,P7520,Argentina,19,32,#45C1E3,,7520,esteban-cambiasso,FC Internazionale,Midfield,2006-04-09,player_valuations,19000000
2006-06-01,2006,2,6,Daniele De Rossi,P5947,Italy,18,33,#FF74B8,,5947,daniele-de-rossi,AS Roma,Midfield,2006-04-02,player_valuations,18000000
2006-06-01,2006,2,6,Pablo Aimar,P3411,Argentina,18,34,#45E367,,3411,pablo-aimar,Valencia CF,Midfield,2006-02-07,player_valuations,18000000
2006-06-01,2006,2,6,Walter Samuel,P5938,Argentina,18,35,#455AE3,,5938,walter-samuel,Real Madrid,Defender,2005-07-29,player_valuations,18000000
2006-06-01,2006,2,6,Dirk Kuyt,P4010,Netherlands,17.5,36,#E3A445,,4010,dirk-kuyt,Feyenoord Rotterdam,Attack,2006-03-21,player_valuations,17500000
2006-06-01,2006,2,6,Ricardo Carvalho,P9828,Portugal,17.5,37,#FF5D5D,,9828,ricardo-carvalho,Chelsea FC,Defender,2006-06-14,player_valuations,17500000
2006-06-01,2006,2,6,Sergio Ramos,P25557,Spain,17.5,38,#77C8FF,,25557,sergio-ramos,Real Madrid,Defender,2006-01-12,player_valuations,17500000
2006-06-01,2006,2,6,Ashley Cole,P3182,England,17,39,#45A1E3,,3182,ashley-cole,Arsenal FC,Defender,2006-06-14,player_valuations,17000000
2006-06-01,2006,2,6,Dimitar Berbatov,P65,Bulgaria,17,40,#34D399,,65,dimitar-berbatov,Bayer 04 Leverkusen,Attack,2006-06-02,player_valuations,17000000
2006-07-01,2006,3,7,Frank Lampard,P3163,England,38.5,1,#4D7CFF,,3163,frank-lampard,Chelsea FC,Midfield,2006-06-14,player_valuations,38500000
2006-07-01,2006,3,7,Francesco Totti,P5958,Italy,37,2,#6EC6FF,,5958,francesco-totti,AS Roma,Attack,2006-04-02,player_valuations,37000000
2006-07-01,2006,3,7,Samuel Eto'o,P4257,Cameroon,36,3,#E38145,,4257,samuel-etoo,FC Barcelona,Attack,2006-01-20,player_valuations,36000000
2006-07-01,2006,3,7,Wayne Rooney,P3332,England,36,4,#CB45E3,,3332,wayne-rooney,Manchester United,Attack,2006-06-14,player_valuations,36000000
2006-07-01,2006,3,7,Kaká,P3366,Brazil,35,5,#FFB84D,,3366,kaka,AC Milan,Midfield,2006-04-09,player_valuations,35000000
2006-07-01,2006,3,7,Steven Gerrard,P3109,England,34,6,#B1E345,,3109,steven-gerrard,Liverpool FC,Midfield,2006-06-14,player_valuations,34000000
2006-07-01,2006,3,7,Gianluigi Buffon,P5023,Italy,30,7,#E37F45,,5023,gianluigi-buffon,Juventus FC,Goalkeeper,2006-04-09,player_valuations,30000000
2006-07-01,2006,3,7,John Terry,P3160,England,30,8,#4545E3,,3160,john-terry,Chelsea FC,Defender,2006-06-14,player_valuations,30000000
2006-07-01,2006,3,7,Miroslav Klose,P10,Germany,30,9,#FF74B8,,10,miroslav-klose,SV Werder Bremen,Attack,2006-07-15,player_valuations,30000000
2006-07-01,2006,3,7,Michael Essien,P5588,Ghana,28,10,#45C1E3,,5588,michael-essien,Chelsea FC,Midfield,2006-06-14,player_valuations,28000000
2006-07-01,2006,3,7,Xavi,P7607,Spain,28,11,#52A7FF,,7607,xavi,FC Barcelona,Midfield,2006-01-20,player_valuations,28000000
2006-07-01,2006,3,7,Alberto Gilardino,P5878,Italy,27,12,#45B1E3,,5878,alberto-gilardino,AC Milan,Attack,2006-04-09,player_valuations,27000000
2006-07-01,2006,3,7,Carles Puyol,P7594,Spain,27,13,#4D7CFF,,7594,carles-puyol,FC Barcelona,Defender,2006-01-20,player_valuations,27000000
2006-07-01,2006,3,7,Luca Toni,P5980,Italy,27,14,#F7F7F7,,5980,luca-toni,ACF Fiorentina,Attack,2006-04-02,player_valuations,27000000
2006-07-01,2006,3,7,Michael Carrick,P3878,England,26.5,15,#FF4B3E,,3878,michael-carrick,Tottenham Hotspur,Midfield,2006-07-30,player_valuations,26500000
2006-07-01,2006,3,7,Arjen Robben,P4360,Netherlands,25.7,16,#4D7CFF,,4360,arjen-robben,Chelsea FC,Attack,2006-06-14,player_valuations,25700001
2006-07-01,2006,3,7,Andrea Pirlo,P5817,Italy,25,17,#FF5D5D,,5817,andrea-pirlo,AC Milan,Midfield,2005-07-29,player_valuations,25000000
2006-07-01,2006,3,7,Cristiano Ronaldo,P8198,Portugal,25,18,#E34584,,8198,cristiano-ronaldo,Manchester United,Attack,2006-06-14,player_valuations,25000000
2006-07-01,2006,3,7,Rio Ferdinand,P3235,England,25,19,#B1E345,,3235,rio-ferdinand,Manchester United,Defender,2006-06-14,player_valuations,25000000
2006-07-01,2006,3,7,Robinho,P15511,Brazil,25,20,#455AE3,,15511,robinho,Santos FC,Attack,2005-07-23,player_valuations,25000000
2006-07-01,2006,3,7,Zlatan Ibrahimović,P3455,Sweden,25,21,#458FE3,,3455,zlatan-ibrahimović,Juventus FC,Attack,2006-04-09,player_valuations,25000000
2006-07-01,2006,3,7,Didier Drogba,P3924,Cote d'Ivoire,24.5,22,#FF8A3D,,3924,didier-drogba,Chelsea FC,Attack,2006-06-14,player_valuations,24500000
2006-07-01,2006,3,7,Petr Cech,P5658,Czech Republic,23,23,#62F0D0,,5658,petr-cech,Chelsea FC,Goalkeeper,2006-06-14,player_valuations,23000000
2006-07-01,2006,3,7,David Beckham,P3139,England,22,24,#4545E3,,3139,david-beckham,Real Madrid,Midfield,2006-01-12,player_valuations,22000000
2006-07-01,2006,3,7,David Villa,P7980,Spain,22,25,#8745E3,,7980,david-villa,Valencia CF,Attack,2006-06-02,player_valuations,22000000
2006-07-01,2006,3,7,Xabi Alonso,P7476,Spain,21.5,26,#8745E3,,7476,xabi-alonso,Liverpool FC,Midfield,2006-06-14,player_valuations,21500000
2006-07-01,2006,3,7,Rafael van der Vaart,P4192,Netherlands,21,27,#45E372,,4192,rafael-van-der-vaart,Hamburger SV,Midfield,2006-01-09,player_valuations,21000000
2006-07-01,2006,3,7,Antonio Cassano,P5962,Italy,20.5,28,#45B1E3,,5962,antonio-cassano,Real Madrid,Attack,2006-01-12,player_valuations,20500000
2006-07-01,2006,3,7,Júlio Baptista,P15952,Brazil,20,29,#F7F7F7,,15952,julio-baptista,Real Madrid,Midfield,2006-01-12,player_valuations,20000000
2006-07-01,2006,3,7,Lúcio,P77,Brazil,20,30,#E34584,,77,lucio,Bayern Munich,Defender,2006-07-15,player_valuations,20000000
2006-07-01,2006,3,7,Mahamadou Diarra,P5352,Mali,20,31,#B145E3,,5352,mahamadou-diarra,Olympique Lyon,Midfield,2006-04-15,player_valuations,20000000
2006-07-01,2006,3,7,Michael Owen,P1397,England,20,32,#45A1E3,,1397,michael-owen,Newcastle United,Attack,2006-06-14,player_valuations,20000000
2006-07-01,2006,3,7,Esteban Cambiasso,P7520,Argentina,19,33,#45C1E3,,7520,esteban-cambiasso,FC Internazionale,Midfield,2006-04-09,player_valuations,19000000
2006-07-01,2006,3,7,Daniele De Rossi,P5947,Italy,18,34,#FF74B8,,5947,daniele-de-rossi,AS Roma,Midfield,2006-04-02,player_valuations,18000000
2006-07-01,2006,3,7,Pablo Aimar,P3411,Argentina,18,35,#45E367,,3411,pablo-aimar,Valencia CF,Midfield,2006-02-07,player_valuations,18000000
2006-07-01,2006,3,7,Walter Samuel,P5938,Argentina,18,36,#455AE3,,5938,walter-samuel,Real Madrid,Defender,2005-07-29,player_valuations,18000000
2006-07-01,2006,3,7,Dirk Kuyt,P4010,Netherlands,17.5,37,#E3A445,,4010,dirk-kuyt,Feyenoord Rotterdam,Attack,2006-03-21,player_valuations,17500000
2006-07-01,2006,3,7,Ricardo Carvalho,P9828,Portugal,17.5,38,#FF5D5D,,9828,ricardo-carvalho,Chelsea FC,Defender,2006-06-14,player_valuations,17500000
2006-07-01,2006,3,7,Sergio Ramos,P25557,Spain,17.5,39,#77C8FF,,25557,sergio-ramos,Real Madrid,Defender,2006-01-12,player_valuations,17500000
2006-07-01,2006,3,7,Ashley Cole,P3182,England,17,40,#45A1E3,,3182,ashley-cole,Arsenal FC,Defender,2006-06-14,player_valuations,17000000
2006-08-01,2006,3,8,Frank Lampard,P3163,England,38.5,1,#4D7CFF,,3163,frank-lampard,Chelsea FC,Midfield,2006-06-14,player_valuations,38500000
2006-08-01,2006,3,8,Francesco Totti,P5958,Italy,37,2,#6EC6FF,,5958,francesco-totti,AS Roma,Attack,2006-04-02,player_valuations,37000000
2006-08-01,2006,3,8,Samuel Eto'o,P4257,Cameroon,36,3,#E38145,,4257,samuel-etoo,FC Barcelona,Attack,2006-01-20,player_valuations,36000000
2006-08-01,2006,3,8,Wayne Rooney,P3332,England,36,4,#CB45E3,,3332,wayne-rooney,Manchester United,Attack,2006-06-14,player_valuations,36000000
2006-08-01,2006,3,8,Kaká,P3366,Brazil,35,5,#FFB84D,,3366,kaka,AC Milan,Midfield,2006-04-09,player_valuations,35000000
2006-08-01,2006,3,8,Steven Gerrard,P3109,England,34,6,#B1E345,,3109,steven-gerrard,Liverpool FC,Midfield,2006-06-14,player_valuations,34000000
2006-08-01,2006,3,8,Gianluigi Buffon,P5023,Italy,30,7,#E37F45,,5023,gianluigi-buffon,Juventus FC,Goalkeeper,2006-04-09,player_valuations,30000000
2006-08-01,2006,3,8,John Terry,P3160,England,30,8,#4545E3,,3160,john-terry,Chelsea FC,Defender,2006-06-14,player_valuations,30000000
2006-08-01,2006,3,8,Miroslav Klose,P10,Germany,30,9,#FF74B8,,10,miroslav-klose,SV Werder Bremen,Attack,2006-07-15,player_valuations,30000000
2006-08-01,2006,3,8,Michael Essien,P5588,Ghana,28,10,#45C1E3,,5588,michael-essien,Chelsea FC,Midfield,2006-06-14,player_valuations,28000000
2006-08-01,2006,3,8,Xavi,P7607,Spain,28,11,#52A7FF,,7607,xavi,FC Barcelona,Midfield,2006-01-20,player_valuations,28000000
2006-08-01,2006,3,8,Alberto Gilardino,P5878,Italy,27,12,#45B1E3,,5878,alberto-gilardino,AC Milan,Attack,2006-04-09,player_valuations,27000000
2006-08-01,2006,3,8,Carles Puyol,P7594,Spain,27,13,#4D7CFF,,7594,carles-puyol,FC Barcelona,Defender,2006-01-20,player_valuations,27000000
2006-08-01,2006,3,8,Luca Toni,P5980,Italy,27,14,#F7F7F7,,5980,luca-toni,ACF Fiorentina,Attack,2006-04-02,player_valuations,27000000
2006-08-01,2006,3,8,Michael Carrick,P3878,England,26.5,15,#FF4B3E,,3878,michael-carrick,Tottenham Hotspur,Midfield,2006-07-30,player_valuations,26500000
2006-08-01,2006,3,8,Mahamadou Diarra,P5352,Mali,26,16,#B145E3,,5352,mahamadou-diarra,Real Madrid,Midfield,2006-08-20,player_valuations,26000000
2006-08-01,2006,3,8,Arjen Robben,P4360,Netherlands,25.7,17,#4D7CFF,,4360,arjen-robben,Chelsea FC,Attack,2006-06-14,player_valuations,25700001
2006-08-01,2006,3,8,Andrea Pirlo,P5817,Italy,25,18,#FF5D5D,,5817,andrea-pirlo,AC Milan,Midfield,2005-07-29,player_valuations,25000000
2006-08-01,2006,3,8,Cristiano Ronaldo,P8198,Portugal,25,19,#E34584,,8198,cristiano-ronaldo,Manchester United,Attack,2006-06-14,player_valuations,25000000
2006-08-01,2006,3,8,Joaquín,P7663,Spain,25,20,#45B1E3,,7663,joaquin,Valencia CF,Attack,2006-08-25,player_valuations,25000000
2006-08-01,2006,3,8,Rio Ferdinand,P3235,England,25,21,#B1E345,,3235,rio-ferdinand,Manchester United,Defender,2006-06-14,player_valuations,25000000
2006-08-01,2006,3,8,Robinho,P15511,Brazil,25,22,#455AE3,,15511,robinho,Santos FC,Attack,2005-07-23,player_valuations,25000000
2006-08-01,2006,3,8,Zlatan Ibrahimović,P3455,Sweden,25,23,#458FE3,,3455,zlatan-ibrahimović,Juventus FC,Attack,2006-04-09,player_valuations,25000000
2006-08-01,2006,3,8,Didier Drogba,P3924,Cote d'Ivoire,24.5,24,#FF8A3D,,3924,didier-drogba,Chelsea FC,Attack,2006-06-14,player_valuations,24500000
2006-08-01,2006,3,8,Petr Cech,P5658,Czech Republic,23,25,#62F0D0,,5658,petr-cech,Chelsea FC,Goalkeeper,2006-06-14,player_valuations,23000000
