year,name,code,iso2,region,income_group,value_usd,value_million_usd,value_trillion_usd,rank,color,source,indicator,source_url
1995,Bulgaria,BGR,BG,Europe & Central Asia,High income,58140000,58.14,0.000058,59,#F59E0B,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,United States,USA,US,North America,High income,8480497000000,8480497.00,8.480497,1,#A78BFA,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Japan,JPN,JP,East Asia & Pacific,High income,3019733730000,3019733.73,3.019734,2,#FB7185,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,United Kingdom,GBR,GB,Europe & Central Asia,High income,1711228010000,1711228.01,1.711228,3,#818CF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Canada,CAN,CA,North America,High income,879797610000,879797.61,0.879798,4,#38BDF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Germany,DEU,DE,Europe & Central Asia,High income,664783310000,664783.31,0.664783,5,#F43F5E,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,France,FRA,FR,Europe & Central Asia,High income,585916300000,585916.30,0.585916,6,#FACC15,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,"Hong Kong SAR, China",HKG,HK,East Asia & Pacific,High income,449218770000,449218.77,0.449219,7,#F43F5E,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Switzerland,CHE,CH,Europe & Central Asia,High income,400284680000,400284.68,0.400285,8,#38BDF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Netherlands,NLD,NL,Europe & Central Asia,High income,375357820000,375357.82,0.375358,9,#2DD4BF,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Australia,AUS,AU,East Asia & Pacific,High income,312477330000,312477.33,0.312477,10,#EF4444,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Malaysia,MYS,MY,East Asia & Pacific,Upper middle income,306164190000,306164.19,0.306164,11,#818CF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Italy,ITA,IT,Europe & Central Asia,High income,256595340000,256595.34,0.256595,12,#2DD4BF,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,South Africa,ZAF,ZA,Sub-Saharan Africa,Upper middle income,241571140000,241571.14,0.241571,13,#EF4444,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Spain,ESP,ES,Europe & Central Asia,High income,241028150000,241028.15,0.241028,14,#22C55E,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Sweden,SWE,SE,Europe & Central Asia,High income,240382280000,240382.28,0.240382,15,#F97316,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Singapore,SGP,SG,East Asia & Pacific,High income,150043560000,150043.56,0.150044,16,#14B8A6,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,"Korea, Rep.",KOR,KR,East Asia & Pacific,High income,139121660000,139121.66,0.139122,17,#94A3B8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Belgium,BEL,BE,Europe & Central Asia,High income,118801970000,118801.97,0.118802,18,#84CC16,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Mexico,MEX,MX,Latin America & Caribbean,Upper middle income,106770460000,106770.46,0.106770,19,#38BDF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Thailand,THA,TH,East Asia & Pacific,Upper middle income,96697310000,96697.31,0.096697,20,#F59E0B,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Indonesia,IDN,ID,East Asia & Pacific,Upper middle income,90997080000,90997.08,0.090997,21,#A78BFA,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Philippines,PHL,PH,East Asia & Pacific,Lower middle income,80648630000,80648.63,0.080649,22,#F43F5E,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Denmark,DNK,DK,Europe & Central Asia,High income,71079200000,71079.20,0.071079,23,#F97316,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Chile,CHL,CL,Latin America & Caribbean,High income,65971300000,65971.30,0.065971,24,#818CF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Norway,NOR,NO,Europe & Central Asia,High income,56877690000,56877.69,0.056878,25,#F97316,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Argentina,ARG,AR,Latin America & Caribbean,Upper middle income,44692350000,44692.35,0.044692,26,#2DD4BF,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Finland,FIN,FI,Europe & Central Asia,High income,41555780000,41555.78,0.041556,27,#E879F9,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,New Zealand,NZL,NZ,East Asia & Pacific,High income,38290580000,38290.58,0.038291,28,#38BDF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Israel,ISR,IL,"Middle East, North Africa, Afghanistan & Pakistan",High income,35770280000,35770.28,0.035770,29,#FB7185,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Luxembourg,LUX,LU,Europe & Central Asia,High income,32411670000,32411.67,0.032412,30,#EF4444,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Austria,AUT,AT,Europe & Central Asia,High income,31914600000,31914.60,0.031915,31,#38BDF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Turkiye,TUR,TR,Europe & Central Asia,Upper middle income,30311800000,30311.80,0.030312,32,#F97316,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Kuwait,KWT,KW,"Middle East, North Africa, Afghanistan & Pakistan",High income,18933330000,18933.33,0.018933,33,#FB7185,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,"Iran, Islamic Rep.",IRN,IR,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,17024440000,17024.44,0.017024,34,#FACC15,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Czechia,CZE,CZ,Europe & Central Asia,High income,14248100000,14248.10,0.014248,35,#94A3B8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Nigeria,NGA,NG,Sub-Saharan Africa,Lower middle income,12714500000,12714.50,0.012715,36,#FB7185,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Pakistan,PAK,PK,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,11660460000,11660.46,0.011660,37,#60A5FA,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,"Venezuela, RB",VEN,VE,Latin America & Caribbean,Not classified,10063460000,10063.46,0.010063,38,#EF4444,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Poland,POL,PL,Europe & Central Asia,High income,8373690000,8373.69,0.008374,39,#F59E0B,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Bangladesh,BGD,BD,South Asia,Lower middle income,7381510000,7381.51,0.007382,40,#EF4444,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Bahrain,BHR,BH,"Middle East, North Africa, Afghanistan & Pakistan",High income,4711490000,4711.49,0.004711,41,#14B8A6,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Tunisia,TUN,TN,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,3762020000,3762.02,0.003762,42,#F59E0B,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Zimbabwe,ZWE,ZW,Sub-Saharan Africa,Lower middle income,3633060000,3633.06,0.003633,43,#FB7185,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Oman,OMN,OM,"Middle East, North Africa, Afghanistan & Pakistan",High income,3043640000,3043.64,0.003044,44,#38BDF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Croatia,HRV,HR,Europe & Central Asia,High income,2981670000,2981.67,0.002982,45,#14B8A6,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Lebanon,LBN,LB,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2396000000,2396.00,0.002396,46,#FB7185,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Ecuador,ECU,EC,Latin America & Caribbean,Upper middle income,2010100000,2010.10,0.002010,47,#818CF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Jamaica,JAM,JM,Latin America & Caribbean,Upper middle income,1944590000,1944.59,0.001945,48,#2DD4BF,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Kenya,KEN,KE,Sub-Saharan Africa,Lower middle income,1799020000,1799.02,0.001799,49,#F43F5E,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Ghana,GHA,GH,Sub-Saharan Africa,Lower middle income,1658590000,1658.59,0.001659,50,#38BDF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Mauritius,MUS,MU,Sub-Saharan Africa,Upper middle income,1485040000,1485.04,0.001485,51,#E879F9,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Panama,PAN,PA,Latin America & Caribbean,High income,1279510000,1279.51,0.001280,52,#F59E0B,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Slovak Republic,SVK,SK,Europe & Central Asia,High income,1209750000,1209.75,0.001210,53,#FB7185,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Costa Rica,CRI,CR,Latin America & Caribbean,High income,782610000,782.61,0.000783,54,#60A5FA,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Barbados,BRB,BB,Latin America & Caribbean,High income,765740000,765.74,0.000766,55,#22C55E,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Namibia,NAM,NA,Sub-Saharan Africa,Lower middle income,473610000,473.61,0.000474,56,#60A5FA,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Eswatini,SWZ,SZ,Sub-Saharan Africa,Lower middle income,471190000,471.19,0.000471,57,#2DD4BF,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Paraguay,PRY,PY,Latin America & Caribbean,Upper middle income,387540000,387.54,0.000388,58,#818CF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Botswana,BWA,BW,Sub-Saharan Africa,Upper middle income,328380000,328.38,0.000328,59,#14B8A6,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Uruguay,URY,UY,Latin America & Caribbean,High income,283800000,283.80,0.000284,60,#14B8A6,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Zambia,ZMB,ZM,Sub-Saharan Africa,Lower middle income,217050000,217.05,0.000217,61,#EF4444,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Cote d'Ivoire,CIV,CI,Sub-Saharan Africa,Lower middle income,62090000,62.09,0.000062,62,#38BDF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1996,Bulgaria,BGR,BG,Europe & Central Asia,High income,5600000,5.60,0.000006,63,#F59E0B,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,United States,USA,US,North America,High income,10770143000000,10770143.00,10.770143,1,#A78BFA,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Japan,JPN,JP,East Asia & Pacific,High income,2085370340000,2085370.34,2.085370,2,#FB7185,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,United Kingdom,GBR,GB,Europe & Central Asia,High income,2068246130000,2068246.13,2.068246,3,#818CF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Canada,CAN,CA,North America,High income,1010507310000,1010507.31,1.010507,4,#38BDF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Germany,DEU,DE,Europe & Central Asia,High income,825232750000,825232.75,0.825233,5,#F43F5E,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,France,FRA,FR,Europe & Central Asia,High income,674404750000,674404.75,0.674405,6,#FACC15,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Switzerland,CHE,CH,Europe & Central Asia,High income,575339370000,575339.37,0.575339,7,#38BDF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Netherlands,NLD,NL,Europe & Central Asia,High income,468630690000,468630.69,0.468631,8,#2DD4BF,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,"Hong Kong SAR, China",HKG,HK,East Asia & Pacific,High income,413322580000,413322.58,0.413323,9,#F43F5E,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Italy,ITA,IT,Europe & Central Asia,High income,344664970000,344664.97,0.344665,10,#2DD4BF,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Australia,AUS,AU,East Asia & Pacific,High income,295765570000,295765.57,0.295766,11,#EF4444,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Spain,ESP,ES,Europe & Central Asia,High income,290382930000,290382.93,0.290383,12,#22C55E,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Sweden,SWE,SE,Europe & Central Asia,High income,264710130000,264710.13,0.264710,13,#F97316,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,South Africa,ZAF,ZA,Sub-Saharan Africa,Upper middle income,230039860000,230039.86,0.230040,14,#EF4444,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Mexico,MEX,MX,Latin America & Caribbean,Upper middle income,156595010000,156595.01,0.156595,15,#38BDF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Belgium,BEL,BE,Europe & Central Asia,High income,136934280000,136934.28,0.136934,16,#84CC16,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Singapore,SGP,SG,East Asia & Pacific,High income,104437980000,104437.98,0.104438,17,#14B8A6,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Denmark,DNK,DK,Europe & Central Asia,High income,93772820000,93772.82,0.093773,18,#F97316,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Malaysia,MYS,MY,East Asia & Pacific,Upper middle income,93230310000,93230.31,0.093230,19,#818CF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Chile,CHL,CL,Latin America & Caribbean,High income,72046180000,72046.18,0.072046,20,#818CF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Norway,NOR,NO,Europe & Central Asia,High income,66509410000,66509.41,0.066509,21,#F97316,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Turkiye,TUR,TR,Europe & Central Asia,Upper middle income,61095030000,61095.03,0.061095,22,#F97316,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Argentina,ARG,AR,Latin America & Caribbean,Upper middle income,59251850000,59251.85,0.059252,23,#2DD4BF,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Finland,FIN,FI,Europe & Central Asia,High income,50653590000,50653.59,0.050654,24,#E879F9,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Ireland,IRL,IE,Europe & Central Asia,High income,48902510000,48902.51,0.048903,25,#A78BFA,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Israel,ISR,IL,"Middle East, North Africa, Afghanistan & Pakistan",High income,46328090000,46328.09,0.046328,26,#FB7185,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,"Korea, Rep.",KOR,KR,East Asia & Pacific,High income,41881360000,41881.36,0.041881,27,#94A3B8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Portugal,PRT,PT,Europe & Central Asia,High income,38953480000,38953.48,0.038953,28,#22C55E,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Austria,AUT,AT,Europe & Central Asia,High income,36820060000,36820.06,0.036820,29,#38BDF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Luxembourg,LUX,LU,Europe & Central Asia,High income,33883350000,33883.35,0.033883,30,#EF4444,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Philippines,PHL,PH,East Asia & Pacific,Lower middle income,31360600000,31360.60,0.031361,31,#F43F5E,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,New Zealand,NZL,NZ,East Asia & Pacific,High income,30509230000,30509.23,0.030509,32,#38BDF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Kuwait,KWT,KW,"Middle East, North Africa, Afghanistan & Pakistan",High income,29655850000,29655.85,0.029656,33,#FB7185,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Indonesia,IDN,ID,East Asia & Pacific,Upper middle income,29050020000,29050.02,0.029050,34,#A78BFA,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Thailand,THA,TH,East Asia & Pacific,Upper middle income,22886210000,22886.21,0.022886,35,#F59E0B,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Peru,PER,PE,Latin America & Caribbean,Upper middle income,15495960000,15495.96,0.015496,36,#F59E0B,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,"Iran, Islamic Rep.",IRN,IR,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,15181250000,15181.25,0.015181,37,#FACC15,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,"Venezuela, RB",VEN,VE,Latin America & Caribbean,Not classified,14580590000,14580.59,0.014581,38,#EF4444,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Nigeria,NGA,NG,Sub-Saharan Africa,Lower middle income,12559050000,12559.05,0.012559,39,#FB7185,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Poland,POL,PL,Europe & Central Asia,High income,12134750000,12134.75,0.012135,40,#F59E0B,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Pakistan,PAK,PK,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,11805320000,11805.32,0.011805,41,#60A5FA,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Czechia,CZE,CZ,Europe & Central Asia,High income,10817110000,10817.11,0.010817,42,#94A3B8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Bahrain,BHR,BH,"Middle East, North Africa, Afghanistan & Pakistan",High income,7833200000,7833.20,0.007833,43,#14B8A6,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Oman,OMN,OM,"Middle East, North Africa, Afghanistan & Pakistan",High income,7495580000,7495.58,0.007496,44,#38BDF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Croatia,HRV,HR,Europe & Central Asia,High income,4232900000,4232.90,0.004233,45,#14B8A6,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Bangladesh,BGD,BD,South Asia,Lower middle income,2770310000,2770.31,0.002770,46,#EF4444,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Lebanon,LBN,LB,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2684000000,2684.00,0.002684,47,#FB7185,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Jamaica,JAM,JM,Latin America & Caribbean,Upper middle income,2291210000,2291.21,0.002291,48,#2DD4BF,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Tunisia,TUN,TN,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2237120000,2237.12,0.002237,49,#F59E0B,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Panama,PAN,PA,Latin America & Caribbean,High income,2175150000,2175.15,0.002175,50,#F59E0B,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Ecuador,ECU,EC,Latin America & Caribbean,Upper middle income,2021300000,2021.30,0.002021,51,#818CF8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1997,Zimbabwe,ZWE,ZW,Sub-Saharan Africa,Lower middle income,1929160000,1929.16,0.001929,52,#FB7185,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
