year,name,code,iso2,region,income_group,value_usd,value_million_usd,value_trillion_usd,rank,source,indicator,source_url
1988,France,FRA,FR,Europe & Central Asia,High income,222892560000,222892.56,0.222893,6,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Switzerland,CHE,CH,Europe & Central Asia,High income,140341950000,140341.95,0.140342,7,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Australia,AUS,AU,East Asia & Pacific,High income,137643940000,137643.94,0.137644,8,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Italy,ITA,IT,Europe & Central Asia,High income,135416600000,135416.60,0.135417,9,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,South Africa,ZAF,ZA,Sub-Saharan Africa,Upper middle income,126189190000,126189.19,0.126189,10,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Netherlands,NLD,NL,Europe & Central Asia,High income,108099020000,108099.02,0.108099,11,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Sweden,SWE,SE,Europe & Central Asia,High income,99675170000,99675.17,0.099675,12,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,"Korea, Rep.",KOR,KR,East Asia & Pacific,High income,94348320000,94348.32,0.094348,13,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Spain,ESP,ES,Europe & Central Asia,High income,90903980000,90903.98,0.090904,14,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,"Hong Kong SAR, China",HKG,HK,East Asia & Pacific,High income,74407440000,74407.44,0.074407,15,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Belgium,BEL,BE,Europe & Central Asia,High income,58786050000,58786.05,0.058786,16,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Finland,FIN,FI,Europe & Central Asia,High income,30549200000,30549.20,0.030549,17,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Denmark,DNK,DK,Europe & Central Asia,High income,26883910000,26883.91,0.026884,18,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Singapore,SGP,SG,East Asia & Pacific,High income,24011770000,24011.77,0.024012,19,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Malaysia,MYS,MY,East Asia & Pacific,Upper middle income,23056220000,23056.22,0.023056,20,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Norway,NOR,NO,Europe & Central Asia,High income,15755770000,15755.77,0.015756,21,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Mexico,MEX,MX,Latin America & Caribbean,Upper middle income,15200000000,15200.00,0.015200,22,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,New Zealand,NZL,NZ,East Asia & Pacific,High income,13448730000,13448.73,0.013449,23,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Austria,AUT,AT,Europe & Central Asia,High income,10030320000,10030.32,0.010030,24,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Luxembourg,LUX,LU,Europe & Central Asia,High income,8467720000,8467.72,0.008468,25,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Israel,ISR,IL,"Middle East, North Africa, Afghanistan & Pakistan",High income,5420180000,5420.18,0.005420,26,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Argentina,ARG,AR,Latin America & Caribbean,Upper middle income,2552540000,2552.54,0.002553,27,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Afghanistan,AFG,AF,"Middle East, North Africa, Afghanistan & Pakistan",Low income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Albania,ALB,AL,Europe & Central Asia,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Algeria,DZA,DZ,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,American Samoa,ASM,AS,East Asia & Pacific,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Andorra,AND,AD,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Angola,AGO,AO,Sub-Saharan Africa,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Antigua and Barbuda,ATG,AG,Latin America & Caribbean,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Armenia,ARM,AM,Europe & Central Asia,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Aruba,ABW,AW,Latin America & Caribbean,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Azerbaijan,AZE,AZ,Europe & Central Asia,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,"Bahamas, The",BHS,BS,Latin America & Caribbean,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Bahrain,BHR,BH,"Middle East, North Africa, Afghanistan & Pakistan",High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Bangladesh,BGD,BD,South Asia,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Barbados,BRB,BB,Latin America & Caribbean,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Belarus,BLR,BY,Europe & Central Asia,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Belize,BLZ,BZ,Latin America & Caribbean,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Benin,BEN,BJ,Sub-Saharan Africa,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Bermuda,BMU,BM,North America,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Bhutan,BTN,BT,South Asia,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Bolivia,BOL,BO,Latin America & Caribbean,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Bosnia and Herzegovina,BIH,BA,Europe & Central Asia,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Botswana,BWA,BW,Sub-Saharan Africa,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Brazil,BRA,BR,Latin America & Caribbean,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,British Virgin Islands,VGB,VG,Latin America & Caribbean,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Brunei Darussalam,BRN,BN,East Asia & Pacific,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Bulgaria,BGR,BG,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Burkina Faso,BFA,BF,Sub-Saharan Africa,Low income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Burundi,BDI,BI,Sub-Saharan Africa,Low income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Cabo Verde,CPV,CV,Sub-Saharan Africa,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Cambodia,KHM,KH,East Asia & Pacific,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Cameroon,CMR,CM,Sub-Saharan Africa,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Cayman Islands,CYM,KY,Latin America & Caribbean,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Central African Republic,CAF,CF,Sub-Saharan Africa,Low income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Chad,TCD,TD,Sub-Saharan Africa,Low income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Channel Islands,CHI,JG,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Chile,CHL,CL,Latin America & Caribbean,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,China,CHN,CN,East Asia & Pacific,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Colombia,COL,CO,Latin America & Caribbean,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Comoros,COM,KM,Sub-Saharan Africa,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,"Congo, Dem. Rep.",COD,CD,Sub-Saharan Africa,Low income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,"Congo, Rep.",COG,CG,Sub-Saharan Africa,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Costa Rica,CRI,CR,Latin America & Caribbean,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Cote d'Ivoire,CIV,CI,Sub-Saharan Africa,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Croatia,HRV,HR,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Cuba,CUB,CU,Latin America & Caribbean,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Curacao,CUW,CW,Latin America & Caribbean,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Cyprus,CYP,CY,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Czechia,CZE,CZ,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Djibouti,DJI,DJ,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Dominica,DMA,DM,Latin America & Caribbean,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Dominican Republic,DOM,DO,Latin America & Caribbean,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Ecuador,ECU,EC,Latin America & Caribbean,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,"Egypt, Arab Rep.",EGY,EG,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,El Salvador,SLV,SV,Latin America & Caribbean,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Equatorial Guinea,GNQ,GQ,Sub-Saharan Africa,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Eritrea,ERI,ER,Sub-Saharan Africa,Low income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Estonia,EST,EE,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Eswatini,SWZ,SZ,Sub-Saharan Africa,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Ethiopia,ETH,ET,Sub-Saharan Africa,Not classified,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Faroe Islands,FRO,FO,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Fiji,FJI,FJ,East Asia & Pacific,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,French Polynesia,PYF,PF,East Asia & Pacific,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Gabon,GAB,GA,Sub-Saharan Africa,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,"Gambia, The",GMB,GM,Sub-Saharan Africa,Low income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Georgia,GEO,GE,Europe & Central Asia,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Ghana,GHA,GH,Sub-Saharan Africa,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Gibraltar,GIB,GI,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Greece,GRC,GR,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Greenland,GRL,GL,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Grenada,GRD,GD,Latin America & Caribbean,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Guam,GUM,GU,East Asia & Pacific,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Guatemala,GTM,GT,Latin America & Caribbean,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Guinea,GIN,GN,Sub-Saharan Africa,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Guinea-Bissau,GNB,GW,Sub-Saharan Africa,Low income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Guyana,GUY,GY,Latin America & Caribbean,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Haiti,HTI,HT,Latin America & Caribbean,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Honduras,HND,HN,Latin America & Caribbean,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Hungary,HUN,HU,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Iceland,ISL,IS,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,India,IND,IN,South Asia,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Indonesia,IDN,ID,East Asia & Pacific,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,"Iran, Islamic Rep.",IRN,IR,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Iraq,IRQ,IQ,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Ireland,IRL,IE,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Isle of Man,IMN,IM,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Jamaica,JAM,JM,Latin America & Caribbean,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Jordan,JOR,JO,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Kazakhstan,KAZ,KZ,Europe & Central Asia,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Kenya,KEN,KE,Sub-Saharan Africa,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Kiribati,KIR,KI,East Asia & Pacific,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,"Korea, Dem. People's Rep.",PRK,KP,East Asia & Pacific,Low income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Kosovo,XKX,XK,Europe & Central Asia,Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Kuwait,KWT,KW,"Middle East, North Africa, Afghanistan & Pakistan",High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Kyrgyz Republic,KGZ,KG,Europe & Central Asia,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Lao PDR,LAO,LA,East Asia & Pacific,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Latvia,LVA,LV,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Lebanon,LBN,LB,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Lesotho,LSO,LS,Sub-Saharan Africa,Lower middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Liberia,LBR,LR,Sub-Saharan Africa,Low income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Libya,LBY,LY,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Liechtenstein,LIE,LI,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Lithuania,LTU,LT,Europe & Central Asia,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,"Macao SAR, China",MAC,MO,East Asia & Pacific,High income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Madagascar,MDG,MG,Sub-Saharan Africa,Low income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
1988,Malawi,MWI,MW,Sub-Saharan Africa,Low income,,0.00,0.000000,,World Bank WDI via World Federation of Exchanges,CM.MKT.LCAP.CD,https://data.worldbank.org/indicator/CM.MKT.LCAP.CD
