year,name,code,region,value,color,rank,valueUsd,valueTrillionUsd,source
1975,United States,USA,North America,0.703800,#A78BFA,1,703800000000,0.703800,World Bank WDI via World Federation of Exchanges
1975,Japan,JPN,East Asia & Pacific,0.141799,#FB7185,2,141799090000,0.141799,World Bank WDI via World Federation of Exchanges
1975,United Kingdom,GBR,Europe & Central Asia,0.085804,#818CF8,3,85803890000,0.085804,World Bank WDI via World Federation of Exchanges
1975,Germany,DEU,Europe & Central Asia,0.051400,#F43F5E,4,51400310000,0.051400,World Bank WDI via World Federation of Exchanges
1975,France,FRA,Europe & Central Asia,0.035300,#FACC15,5,35299950000,0.035300,World Bank WDI via World Federation of Exchanges
1975,Spain,ESP,Europe & Central Asia,0.033200,#22C55E,6,33199890000,0.033200,World Bank WDI via World Federation of Exchanges
1975,South Africa,ZAF,Sub-Saharan Africa,0.024101,#EF4444,7,24100740000,0.024101,World Bank WDI via World Federation of Exchanges
1975,Netherlands,NLD,Europe & Central Asia,0.018300,#2DD4BF,8,18300020000,0.018300,World Bank WDI via World Federation of Exchanges
1975,Switzerland,CHE,Europe & Central Asia,0.016470,#38BDF8,9,16469560000,0.016470,World Bank WDI via World Federation of Exchanges
1975,Italy,ITA,Europe & Central Asia,0.010800,#2DD4BF,10,10800000000,0.010800,World Bank WDI via World Federation of Exchanges
1975,Belgium,BEL,Europe & Central Asia,0.009000,#84CC16,11,9000100000,0.009000,World Bank WDI via World Federation of Exchanges
1975,"Hong Kong SAR, China",HKG,East Asia & Pacific,0.008100,#F43F5E,12,8100040000,0.008100,World Bank WDI via World Federation of Exchanges
1975,Denmark,DNK,Europe & Central Asia,0.004100,#F97316,13,4099990000,0.004100,World Bank WDI via World Federation of Exchanges
1975,Sweden,SWE,Europe & Central Asia,0.002200,#F97316,14,2200010000,0.002200,World Bank WDI via World Federation of Exchanges
1975,"Iran, Islamic Rep.",IRN,"Middle East, North Africa, Afghanistan & Pakistan",0.001900,#FACC15,15,1900010000,0.001900,World Bank WDI via World Federation of Exchanges
1975,Austria,AUT,Europe & Central Asia,0.001300,#38BDF8,16,1300010000,0.001300,World Bank WDI via World Federation of Exchanges
1975,Luxembourg,LUX,Europe & Central Asia,0.000800,#EF4444,17,800000000,0.000800,World Bank WDI via World Federation of Exchanges
1975,Mexico,MEX,Latin America & Caribbean,0.000470,#38BDF8,18,470000000,0.000470,World Bank WDI via World Federation of Exchanges
1976,United States,USA,North America,0.883100,#A78BFA,1,883100000000,0.883100,World Bank WDI via World Federation of Exchanges
1976,Japan,JPN,East Asia & Pacific,0.180901,#FB7185,2,180900950000,0.180901,World Bank WDI via World Federation of Exchanges
1976,United Kingdom,GBR,Europe & Central Asia,0.069697,#818CF8,3,69696610000,0.069697,World Bank WDI via World Federation of Exchanges
1976,Germany,DEU,Europe & Central Asia,0.053400,#F43F5E,4,53399790000,0.053400,World Bank WDI via World Federation of Exchanges
1976,France,FRA,Europe & Central Asia,0.027400,#FACC15,5,27399770000,0.027400,World Bank WDI via World Federation of Exchanges
1976,Spain,ESP,Europe & Central Asia,0.024000,#22C55E,6,24000000000,0.024000,World Bank WDI via World Federation of Exchanges
1976,Switzerland,CHE,Europe & Central Asia,0.020900,#38BDF8,7,20899900000,0.020900,World Bank WDI via World Federation of Exchanges
1976,Netherlands,NLD,Europe & Central Asia,0.020200,#2DD4BF,8,20199990000,0.020200,World Bank WDI via World Federation of Exchanges
1976,South Africa,ZAF,Sub-Saharan Africa,0.019701,#EF4444,9,19700610000,0.019701,World Bank WDI via World Federation of Exchanges
1976,"Hong Kong SAR, China",HKG,East Asia & Pacific,0.011700,#F43F5E,10,11700010000,0.011700,World Bank WDI via World Federation of Exchanges
1976,Belgium,BEL,Europe & Central Asia,0.009400,#84CC16,11,9400050000,0.009400,World Bank WDI via World Federation of Exchanges
1976,Denmark,DNK,Europe & Central Asia,0.004800,#F97316,12,4800040000,0.004800,World Bank WDI via World Federation of Exchanges
1976,"Iran, Islamic Rep.",IRN,"Middle East, North Africa, Afghanistan & Pakistan",0.003100,#FACC15,13,3100000000,0.003100,World Bank WDI via World Federation of Exchanges
1976,Sweden,SWE,Europe & Central Asia,0.002600,#F97316,14,2600010000,0.002600,World Bank WDI via World Federation of Exchanges
1976,Austria,AUT,Europe & Central Asia,0.001500,#38BDF8,15,1500040000,0.001500,World Bank WDI via World Federation of Exchanges
1976,Luxembourg,LUX,Europe & Central Asia,0.000800,#EF4444,16,800000000,0.000800,World Bank WDI via World Federation of Exchanges
1976,Mexico,MEX,Latin America & Caribbean,0.000800,#38BDF8,17,800000000,0.000800,World Bank WDI via World Federation of Exchanges
1977,United States,USA,North America,0.834238,#A78BFA,1,834238000000,0.834238,World Bank WDI via World Federation of Exchanges
1977,Canada,CAN,North America,0.173942,#38BDF8,2,173941850000,0.173942,World Bank WDI via World Federation of Exchanges
1977,United Kingdom,GBR,Europe & Central Asia,0.115465,#818CF8,3,115464670000,0.115465,World Bank WDI via World Federation of Exchanges
1977,Germany,DEU,Europe & Central Asia,0.065101,#F43F5E,4,65101130000,0.065101,World Bank WDI via World Federation of Exchanges
1977,Switzerland,CHE,Europe & Central Asia,0.029858,#38BDF8,5,29858100000,0.029858,World Bank WDI via World Federation of Exchanges
1977,France,FRA,Europe & Central Asia,0.027929,#FACC15,6,27928580000,0.027929,World Bank WDI via World Federation of Exchanges
1977,South Africa,ZAF,Sub-Saharan Africa,0.024066,#EF4444,7,24066140000,0.024066,World Bank WDI via World Federation of Exchanges
1977,Netherlands,NLD,Europe & Central Asia,0.022518,#2DD4BF,8,22518250000,0.022518,World Bank WDI via World Federation of Exchanges
1977,Japan,JPN,East Asia & Pacific,0.021530,#FB7185,9,21530430000,0.021530,World Bank WDI via World Federation of Exchanges
1977,"Hong Kong SAR, China",HKG,East Asia & Pacific,0.010528,#F43F5E,10,10528310000,0.010528,World Bank WDI via World Federation of Exchanges
1977,Belgium,BEL,Europe & Central Asia,0.010291,#84CC16,11,10291330000,0.010291,World Bank WDI via World Federation of Exchanges
1977,Sweden,SWE,Europe & Central Asia,0.007601,#F97316,12,7600940000,0.007601,World Bank WDI via World Federation of Exchanges
1977,Italy,ITA,Europe & Central Asia,0.006166,#2DD4BF,13,6165910000,0.006166,World Bank WDI via World Federation of Exchanges
1977,Denmark,DNK,Europe & Central Asia,0.004780,#F97316,14,4779990000,0.004780,World Bank WDI via World Federation of Exchanges
1977,"Iran, Islamic Rep.",IRN,"Middle East, North Africa, Afghanistan & Pakistan",0.003815,#FACC15,15,3814710000,0.003815,World Bank WDI via World Federation of Exchanges
1977,Austria,AUT,Europe & Central Asia,0.001490,#38BDF8,16,1489940000,0.001490,World Bank WDI via World Federation of Exchanges
1977,Luxembourg,LUX,Europe & Central Asia,0.000862,#EF4444,17,861850000,0.000862,World Bank WDI via World Federation of Exchanges
1977,Argentina,ARG,Latin America & Caribbean,0.000833,#2DD4BF,18,832500000,0.000833,World Bank WDI via World Federation of Exchanges
1978,United States,USA,North America,0.861961,#A78BFA,1,861961000000,0.861961,World Bank WDI via World Federation of Exchanges
1978,Canada,CAN,North America,0.179690,#38BDF8,2,179690430000,0.179690,World Bank WDI via World Federation of Exchanges
1978,United Kingdom,GBR,Europe & Central Asia,0.129428,#818CF8,3,129427870000,0.129428,World Bank WDI via World Federation of Exchanges
1978,Germany,DEU,Europe & Central Asia,0.083692,#F43F5E,4,83691660000,0.083692,World Bank WDI via World Federation of Exchanges
1978,France,FRA,Europe & Central Asia,0.045382,#FACC15,5,45382360000,0.045382,World Bank WDI via World Federation of Exchanges
1978,Switzerland,CHE,Europe & Central Asia,0.038052,#38BDF8,6,38052230000,0.038052,World Bank WDI via World Federation of Exchanges
1978,Japan,JPN,East Asia & Pacific,0.034198,#FB7185,7,34198150000,0.034198,World Bank WDI via World Federation of Exchanges
1978,South Africa,ZAF,Sub-Saharan Africa,0.030945,#EF4444,8,30944810000,0.030945,World Bank WDI via World Federation of Exchanges
1978,Netherlands,NLD,Europe & Central Asia,0.026576,#2DD4BF,9,26576140000,0.026576,World Bank WDI via World Federation of Exchanges
1978,Spain,ESP,Europe & Central Asia,0.017941,#22C55E,10,17940860000,0.017941,World Bank WDI via World Federation of Exchanges
1978,Austria,AUT,Europe & Central Asia,0.017449,#38BDF8,11,17449440000,0.017449,World Bank WDI via World Federation of Exchanges
1978,"Hong Kong SAR, China",HKG,East Asia & Pacific,0.012931,#F43F5E,12,12930600000,0.012931,World Bank WDI via World Federation of Exchanges
1978,Belgium,BEL,Europe & Central Asia,0.012507,#84CC16,13,12507160000,0.012507,World Bank WDI via World Federation of Exchanges
1978,Sweden,SWE,Europe & Central Asia,0.010225,#F97316,14,10224760000,0.010225,World Bank WDI via World Federation of Exchanges
1978,Italy,ITA,Europe & Central Asia,0.009807,#2DD4BF,15,9806640000,0.009807,World Bank WDI via World Federation of Exchanges
1978,Denmark,DNK,Europe & Central Asia,0.005135,#F97316,16,5134510000,0.005135,World Bank WDI via World Federation of Exchanges
1978,"Iran, Islamic Rep.",IRN,"Middle East, North Africa, Afghanistan & Pakistan",0.005002,#FACC15,17,5001760000,0.005002,World Bank WDI via World Federation of Exchanges
1978,Argentina,ARG,Latin America & Caribbean,0.001795,#2DD4BF,18,1795400000,0.001795,World Bank WDI via World Federation of Exchanges
1978,Luxembourg,LUX,Europe & Central Asia,0.001047,#EF4444,19,1046590000,0.001047,World Bank WDI via World Federation of Exchanges
1978,Mexico,MEX,Latin America & Caribbean,0.000738,#38BDF8,20,738000000,0.000738,World Bank WDI via World Federation of Exchanges
1979,United States,USA,North America,0.993591,#A78BFA,1,993590900000,0.993591,World Bank WDI via World Federation of Exchanges
1979,Japan,JPN,East Asia & Pacific,0.289124,#FB7185,2,289123900000,0.289124,World Bank WDI via World Federation of Exchanges
1979,Canada,CAN,North America,0.238944,#38BDF8,3,238944270000,0.238944,World Bank WDI via World Federation of Exchanges
1979,Germany,DEU,Europe & Central Asia,0.079400,#F43F5E,4,79399940000,0.079400,World Bank WDI via World Federation of Exchanges
1979,France,FRA,Europe & Central Asia,0.055254,#FACC15,5,55254080000,0.055254,World Bank WDI via World Federation of Exchanges
1979,South Africa,ZAF,Sub-Saharan Africa,0.044464,#EF4444,6,44464360000,0.044464,World Bank WDI via World Federation of Exchanges
1979,Switzerland,CHE,Europe & Central Asia,0.043570,#38BDF8,7,43569560000,0.043570,World Bank WDI via World Federation of Exchanges
1979,Australia,AUS,East Asia & Pacific,0.038945,#EF4444,8,38945170000,0.038945,World Bank WDI via World Federation of Exchanges
1979,United Kingdom,GBR,Europe & Central Asia,0.030096,#818CF8,9,30095770000,0.030096,World Bank WDI via World Federation of Exchanges
1979,Netherlands,NLD,Europe & Central Asia,0.029198,#2DD4BF,10,29197590000,0.029198,World Bank WDI via World Federation of Exchanges
1979,"Hong Kong SAR, China",HKG,East Asia & Pacific,0.022221,#F43F5E,11,22220560000,0.022221,World Bank WDI via World Federation of Exchanges
1979,Spain,ESP,Europe & Central Asia,0.017389,#22C55E,12,17389180000,0.017389,World Bank WDI via World Federation of Exchanges
1979,Belgium,BEL,Europe & Central Asia,0.013734,#84CC16,13,13734380000,0.013734,World Bank WDI via World Federation of Exchanges
1979,Singapore,SGP,East Asia & Pacific,0.013610,#14B8A6,14,13609730000,0.013610,World Bank WDI via World Federation of Exchanges
1979,Italy,ITA,Europe & Central Asia,0.012860,#2DD4BF,15,12859570000,0.012860,World Bank WDI via World Federation of Exchanges
1979,Sweden,SWE,Europe & Central Asia,0.010676,#F97316,16,10676110000,0.010676,World Bank WDI via World Federation of Exchanges
1979,"Korea, Rep.",KOR,East Asia & Pacific,0.005391,#94A3B8,17,5391320000,0.005391,World Bank WDI via World Federation of Exchanges
1979,Denmark,DNK,Europe & Central Asia,0.005190,#F97316,18,5189730000,0.005190,World Bank WDI via World Federation of Exchanges
1979,Argentina,ARG,Latin America & Caribbean,0.004320,#2DD4BF,19,4319860000,0.004320,World Bank WDI via World Federation of Exchanges
1979,Luxembourg,LUX,Europe & Central Asia,0.002540,#EF4444,20,2540000000,0.002540,World Bank WDI via World Federation of Exchanges
1979,Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",0.002540,#FB7185,21,2539520000,0.002540,World Bank WDI via World Federation of Exchanges
1979,Austria,AUT,Europe & Central Asia,0.002080,#38BDF8,22,2080280000,0.002080,World Bank WDI via World Federation of Exchanges
1979,Mexico,MEX,Latin America & Caribbean,0.001197,#38BDF8,23,1197000000,0.001197,World Bank WDI via World Federation of Exchanges
1980,United States,USA,North America,1.359798,#A78BFA,1,1359797800000,1.359798,World Bank WDI via World Federation of Exchanges
1980,Japan,JPN,East Asia & Pacific,0.379213,#FB7185,2,379212790000,0.379213,World Bank WDI via World Federation of Exchanges
1980,Canada,CAN,North America,0.285707,#38BDF8,3,285706860000,0.285707,World Bank WDI via World Federation of Exchanges
1980,Germany,DEU,Europe & Central Asia,0.071716,#F43F5E,4,71715670000,0.071716,World Bank WDI via World Federation of Exchanges
1980,Australia,AUS,East Asia & Pacific,0.059669,#EF4444,5,59668510000,0.059669,World Bank WDI via World Federation of Exchanges
1980,South Africa,ZAF,Sub-Saharan Africa,0.055830,#EF4444,6,55829970000,0.055830,World Bank WDI via World Federation of Exchanges
1980,France,FRA,Europe & Central Asia,0.054616,#FACC15,7,54616100000,0.054616,World Bank WDI via World Federation of Exchanges
1980,Switzerland,CHE,Europe & Central Asia,0.042731,#38BDF8,8,42730940000,0.042731,World Bank WDI via World Federation of Exchanges
1980,"Hong Kong SAR, China",HKG,East Asia & Pacific,0.039013,#F43F5E,9,39013300000,0.039013,World Bank WDI via World Federation of Exchanges
1980,United Kingdom,GBR,Europe & Central Asia,0.035976,#818CF8,10,35975710000,0.035976,World Bank WDI via World Federation of Exchanges
1980,Netherlands,NLD,Europe & Central Asia,0.029359,#2DD4BF,11,29359340000,0.029359,World Bank WDI via World Federation of Exchanges
1980,Italy,ITA,Europe & Central Asia,0.025340,#2DD4BF,12,25340150000,0.025340,World Bank WDI via World Federation of Exchanges
1980,Singapore,SGP,East Asia & Pacific,0.024418,#14B8A6,13,24417910000,0.024418,World Bank WDI via World Federation of Exchanges
1980,Spain,ESP,Europe & Central Asia,0.016565,#22C55E,14,16564790000,0.016565,World Bank WDI via World Federation of Exchanges
1980,Sweden,SWE,Europe & Central Asia,0.012910,#F97316,15,12909710000,0.012910,World Bank WDI via World Federation of Exchanges
1980,Belgium,BEL,Europe & Central Asia,0.010033,#84CC16,16,10033090000,0.010033,World Bank WDI via World Federation of Exchanges
1980,Denmark,DNK,Europe & Central Asia,0.005543,#F97316,17,5543090000,0.005543,World Bank WDI via World Federation of Exchanges
1980,Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",0.004808,#FB7185,18,4808410000,0.004808,World Bank WDI via World Federation of Exchanges
1980,Argentina,ARG,Latin America & Caribbean,0.003955,#2DD4BF,19,3954900000,0.003955,World Bank WDI via World Federation of Exchanges
1980,"Korea, Rep.",KOR,East Asia & Pacific,0.003829,#94A3B8,20,3828760000,0.003829,World Bank WDI via World Federation of Exchanges
1980,Austria,AUT,Europe & Central Asia,0.001956,#38BDF8,21,1956010000,0.001956,World Bank WDI via World Federation of Exchanges
1980,Luxembourg,LUX,Europe & Central Asia,0.001454,#EF4444,22,1453520000,0.001454,World Bank WDI via World Federation of Exchanges
1980,Mexico,MEX,Latin America & Caribbean,0.001299,#38BDF8,23,1299000000,0.001299,World Bank WDI via World Federation of Exchanges
1981,United States,USA,North America,1.263561,#A78BFA,1,1263560700000,1.263561,World Bank WDI via World Federation of Exchanges
1981,Japan,JPN,East Asia & Pacific,0.417943,#FB7185,2,417943120000,0.417943,World Bank WDI via World Federation of Exchanges
1981,United Kingdom,GBR,Europe & Central Asia,0.189563,#818CF8,3,189563060000,0.189563,World Bank WDI via World Federation of Exchanges
1981,South Africa,ZAF,Sub-Saharan Africa,0.074856,#EF4444,4,74856260000,0.074856,World Bank WDI via World Federation of Exchanges
1981,Germany,DEU,Europe & Central Asia,0.062583,#F43F5E,5,62583380000,0.062583,World Bank WDI via World Federation of Exchanges
1981,Australia,AUS,East Asia & Pacific,0.054380,#EF4444,6,54379650000,0.054380,World Bank WDI via World Federation of Exchanges
1981,"Hong Kong SAR, China",HKG,East Asia & Pacific,0.038981,#F43F5E,7,38980940000,0.038981,World Bank WDI via World Federation of Exchanges
1981,Switzerland,CHE,Europe & Central Asia,0.038347,#38BDF8,8,38347160000,0.038347,World Bank WDI via World Federation of Exchanges
1981,France,FRA,Europe & Central Asia,0.038127,#FACC15,9,38127490000,0.038127,World Bank WDI via World Federation of Exchanges
1981,Singapore,SGP,East Asia & Pacific,0.034808,#14B8A6,10,34807650000,0.034808,World Bank WDI via World Federation of Exchanges
1981,Italy,ITA,Europe & Central Asia,0.023957,#2DD4BF,11,23957300000,0.023957,World Bank WDI via World Federation of Exchanges
1981,Netherlands,NLD,Europe & Central Asia,0.021848,#2DD4BF,12,21847680000,0.021848,World Bank WDI via World Federation of Exchanges
1981,Sweden,SWE,Europe & Central Asia,0.017216,#F97316,13,17215760000,0.017216,World Bank WDI via World Federation of Exchanges
1981,Spain,ESP,Europe & Central Asia,0.016678,#22C55E,14,16677890000,0.016678,World Bank WDI via World Federation of Exchanges
1981,Malaysia,MYS,East Asia & Pacific,0.015299,#818CF8,15,15298580000,0.015299,World Bank WDI via World Federation of Exchanges
1981,Belgium,BEL,Europe & Central Asia,0.008369,#84CC16,16,8369180000,0.008369,World Bank WDI via World Federation of Exchanges
1981,Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",0.006970,#FB7185,17,6970150000,0.006970,World Bank WDI via World Federation of Exchanges
1981,Denmark,DNK,Europe & Central Asia,0.006173,#F97316,18,6172560000,0.006173,World Bank WDI via World Federation of Exchanges
1981,"Korea, Rep.",KOR,East Asia & Pacific,0.004224,#94A3B8,19,4224270000,0.004224,World Bank WDI via World Federation of Exchanges
1981,Norway,NOR,Europe & Central Asia,0.003334,#F97316,20,3334430000,0.003334,World Bank WDI via World Federation of Exchanges
1981,Austria,AUT,Europe & Central Asia,0.001584,#38BDF8,21,1583630000,0.001584,World Bank WDI via World Federation of Exchanges
1981,Luxembourg,LUX,Europe & Central Asia,0.001517,#EF4444,22,1516850000,0.001517,World Bank WDI via World Federation of Exchanges
1981,Argentina,ARG,Latin America & Caribbean,0.001396,#2DD4BF,23,1396230000,0.001396,World Bank WDI via World Federation of Exchanges
1981,Mexico,MEX,Latin America & Caribbean,0.001010,#38BDF8,24,1010000000,0.001010,World Bank WDI via World Federation of Exchanges
1982,United States,USA,North America,1.456865,#A78BFA,1,1456865200000,1.456865,World Bank WDI via World Federation of Exchanges
1982,Japan,JPN,East Asia & Pacific,0.417405,#FB7185,2,417405180000,0.417405,World Bank WDI via World Federation of Exchanges
1982,Canada,CAN,North America,0.207093,#38BDF8,3,207092900000,0.207093,World Bank WDI via World Federation of Exchanges
1982,United Kingdom,GBR,Europe & Central Asia,0.196251,#818CF8,4,196251210000,0.196251,World Bank WDI via World Federation of Exchanges
1982,South Africa,ZAF,Sub-Saharan Africa,0.077848,#EF4444,5,77848000000,0.077848,World Bank WDI via World Federation of Exchanges
1982,Germany,DEU,Europe & Central Asia,0.068953,#F43F5E,6,68953080000,0.068953,World Bank WDI via World Federation of Exchanges
1982,Australia,AUS,East Asia & Pacific,0.041526,#EF4444,7,41525790000,0.041526,World Bank WDI via World Federation of Exchanges
1982,Switzerland,CHE,Europe & Central Asia,0.038746,#38BDF8,8,38745600000,0.038746,World Bank WDI via World Federation of Exchanges
1982,France,FRA,Europe & Central Asia,0.029646,#FACC15,9,29645950000,0.029646,World Bank WDI via World Federation of Exchanges
1982,Netherlands,NLD,Europe & Central Asia,0.025713,#2DD4BF,10,25712710000,0.025713,World Bank WDI via World Federation of Exchanges
1982,"Hong Kong SAR, China",HKG,East Asia & Pacific,0.021687,#F43F5E,11,21687340000,0.021687,World Bank WDI via World Federation of Exchanges
1982,Italy,ITA,Europe & Central Asia,0.019926,#2DD4BF,12,19926410000,0.019926,World Bank WDI via World Federation of Exchanges
1982,Sweden,SWE,Europe & Central Asia,0.018597,#F97316,13,18596750000,0.018597,World Bank WDI via World Federation of Exchanges
1982,Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",0.015917,#FB7185,14,15917340000,0.015917,World Bank WDI via World Federation of Exchanges
1982,Malaysia,MYS,East Asia & Pacific,0.013878,#818CF8,15,13877610000,0.013878,World Bank WDI via World Federation of Exchanges
1982,Singapore,SGP,East Asia & Pacific,0.011733,#14B8A6,16,11732560000,0.011733,World Bank WDI via World Federation of Exchanges
1982,Spain,ESP,Europe & Central Asia,0.011168,#22C55E,17,11168140000,0.011168,World Bank WDI via World Federation of Exchanges
1982,Belgium,BEL,Europe & Central Asia,0.008565,#84CC16,18,8565170000,0.008565,World Bank WDI via World Federation of Exchanges
1982,Denmark,DNK,Europe & Central Asia,0.005545,#F97316,19,5545320000,0.005545,World Bank WDI via World Federation of Exchanges
1982,"Korea, Rep.",KOR,East Asia & Pacific,0.004408,#94A3B8,20,4407720000,0.004408,World Bank WDI via World Federation of Exchanges
1982,Finland,FIN,Europe & Central Asia,0.002759,#E879F9,21,2759400000,0.002759,World Bank WDI via World Federation of Exchanges
1982,Norway,NOR,Europe & Central Asia,0.002396,#F97316,22,2395630000,0.002396,World Bank WDI via World Federation of Exchanges
1982,Mexico,MEX,Latin America & Caribbean,0.001720,#38BDF8,23,1720000000,0.001720,World Bank WDI via World Federation of Exchanges
1982,Luxembourg,LUX,Europe & Central Asia,0.001602,#EF4444,24,1602090000,0.001602,World Bank WDI via World Federation of Exchanges
1982,Austria,AUT,Europe & Central Asia,0.001510,#38BDF8,25,1509680000,0.001510,World Bank WDI via World Federation of Exchanges
1982,Argentina,ARG,Latin America & Caribbean,0.000973,#2DD4BF,26,972900000,0.000973,World Bank WDI via World Federation of Exchanges
1983,United States,USA,North America,1.809034,#A78BFA,1,1809034400000,1.809034,World Bank WDI via World Federation of Exchanges
1983,Japan,JPN,East Asia & Pacific,0.545848,#FB7185,2,545848260000,0.545848,World Bank WDI via World Federation of Exchanges
1983,Canada,CAN,North America,0.257634,#38BDF8,3,257634200000,0.257634,World Bank WDI via World Federation of Exchanges
1983,United Kingdom,GBR,Europe & Central Asia,0.225837,#818CF8,4,225836960000,0.225837,World Bank WDI via World Federation of Exchanges
1983,Germany,DEU,Europe & Central Asia,0.082870,#F43F5E,5,82869520000,0.082870,World Bank WDI via World Federation of Exchanges
1983,South Africa,ZAF,Sub-Saharan Africa,0.082756,#EF4444,6,82756160000,0.082756,World Bank WDI via World Federation of Exchanges
1983,Australia,AUS,East Asia & Pacific,0.054036,#EF4444,7,54036060000,0.054036,World Bank WDI via World Federation of Exchanges
1983,Switzerland,CHE,Europe & Central Asia,0.044081,#38BDF8,8,44081170000,0.044081,World Bank WDI via World Federation of Exchanges
1983,France,FRA,Europe & Central Asia,0.038140,#FACC15,9,38139680000,0.038140,World Bank WDI via World Federation of Exchanges
1983,Netherlands,NLD,Europe & Central Asia,0.033742,#2DD4BF,10,33741560000,0.033742,World Bank WDI via World Federation of Exchanges
1983,Sweden,SWE,Europe & Central Asia,0.030245,#F97316,11,30244970000,0.030245,World Bank WDI via World Federation of Exchanges
1983,Malaysia,MYS,East Asia & Pacific,0.022699,#818CF8,12,22699050000,0.022699,World Bank WDI via World Federation of Exchanges
1983,Italy,ITA,Europe & Central Asia,0.020909,#2DD4BF,13,20908910000,0.020909,World Bank WDI via World Federation of Exchanges
1983,"Hong Kong SAR, China",HKG,East Asia & Pacific,0.019558,#F43F5E,14,19558170000,0.019558,World Bank WDI via World Federation of Exchanges
1983,Singapore,SGP,East Asia & Pacific,0.015525,#14B8A6,15,15525340000,0.015525,World Bank WDI via World Federation of Exchanges
1983,Spain,ESP,Europe & Central Asia,0.010860,#22C55E,16,10860470000,0.010860,World Bank WDI via World Federation of Exchanges
1983,Belgium,BEL,Europe & Central Asia,0.010779,#84CC16,17,10779010000,0.010779,World Bank WDI via World Federation of Exchanges
1983,Denmark,DNK,Europe & Central Asia,0.010557,#F97316,18,10557000000,0.010557,World Bank WDI via World Federation of Exchanges
1983,Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",0.005096,#FB7185,19,5096240000,0.005096,World Bank WDI via World Federation of Exchanges
1983,Norway,NOR,Europe & Central Asia,0.004585,#F97316,20,4585350000,0.004585,World Bank WDI via World Federation of Exchanges
1983,"Korea, Rep.",KOR,East Asia & Pacific,0.004387,#94A3B8,21,4386800000,0.004387,World Bank WDI via World Federation of Exchanges
1983,Finland,FIN,Europe & Central Asia,0.004134,#E879F9,22,4133730000,0.004134,World Bank WDI via World Federation of Exchanges
1983,Mexico,MEX,Latin America & Caribbean,0.003030,#38BDF8,23,3030000000,0.003030,World Bank WDI via World Federation of Exchanges
1983,Austria,AUT,Europe & Central Asia,0.001528,#38BDF8,24,1528150000,0.001528,World Bank WDI via World Federation of Exchanges
1983,Luxembourg,LUX,Europe & Central Asia,0.001512,#EF4444,25,1511770000,0.001512,World Bank WDI via World Federation of Exchanges
1983,Argentina,ARG,Latin America & Caribbean,0.001386,#2DD4BF,26,1386290000,0.001386,World Bank WDI via World Federation of Exchanges
1984,United States,USA,North America,1.602160,#A78BFA,1,1602159700000,1.602160,World Bank WDI via World Federation of Exchanges
1984,Japan,JPN,East Asia & Pacific,0.644412,#FB7185,2,644412020000,0.644412,World Bank WDI via World Federation of Exchanges
1984,Canada,CAN,North America,0.246632,#38BDF8,3,246632360000,0.246632,World Bank WDI via World Federation of Exchanges
1984,United Kingdom,GBR,Europe & Central Asia,0.236403,#818CF8,4,236403380000,0.236403,World Bank WDI via World Federation of Exchanges
1984,Germany,DEU,Europe & Central Asia,0.078368,#F43F5E,5,78368170000,0.078368,World Bank WDI via World Federation of Exchanges
1984,Norway,NOR,Europe & Central Asia,0.057926,#F97316,6,57926160000,0.057926,World Bank WDI via World Federation of Exchanges
1984,South Africa,ZAF,Sub-Saharan Africa,0.053388,#EF4444,7,53388340000,0.053388,World Bank WDI via World Federation of Exchanges
1984,Australia,AUS,East Asia & Pacific,0.049940,#EF4444,8,49939570000,0.049940,World Bank WDI via World Federation of Exchanges
1984,Finland,FIN,Europe & Central Asia,0.041671,#E879F9,9,41671210000,0.041671,World Bank WDI via World Federation of Exchanges
1984,France,FRA,Europe & Central Asia,0.041058,#FACC15,10,41058210000,0.041058,World Bank WDI via World Federation of Exchanges
1984,Switzerland,CHE,Europe & Central Asia,0.040077,#38BDF8,11,40077370000,0.040077,World Bank WDI via World Federation of Exchanges
1984,Netherlands,NLD,Europe & Central Asia,0.035426,#2DD4BF,12,35425550000,0.035426,World Bank WDI via World Federation of Exchanges
1984,Italy,ITA,Europe & Central Asia,0.025721,#2DD4BF,13,25721330000,0.025721,World Bank WDI via World Federation of Exchanges
1984,Sweden,SWE,Europe & Central Asia,0.025674,#F97316,14,25674080000,0.025674,World Bank WDI via World Federation of Exchanges
1984,"Hong Kong SAR, China",HKG,East Asia & Pacific,0.023618,#F43F5E,15,23617550000,0.023618,World Bank WDI via World Federation of Exchanges
1984,Malaysia,MYS,East Asia & Pacific,0.019334,#818CF8,16,19333650000,0.019334,World Bank WDI via World Federation of Exchanges
1984,Spain,ESP,Europe & Central Asia,0.013232,#22C55E,17,13232270000,0.013232,World Bank WDI via World Federation of Exchanges
1984,Belgium,BEL,Europe & Central Asia,0.012342,#84CC16,18,12342040000,0.012342,World Bank WDI via World Federation of Exchanges
1984,Singapore,SGP,East Asia & Pacific,0.012247,#14B8A6,19,12246510000,0.012247,World Bank WDI via World Federation of Exchanges
