year,name,code,region,value,color,rank,valueUsd,valueTrillionUsd,source
1989,Finland,FIN,Europe & Central Asia,0.030789,#E879F9,20,30789380000,0.030789,World Bank WDI via World Federation of Exchanges
1989,Mexico,MEX,Latin America & Caribbean,0.027080,#38BDF8,21,27080000000,0.027080,World Bank WDI via World Federation of Exchanges
1989,Norway,NOR,Europe & Central Asia,0.025285,#F97316,22,25285260000,0.025285,World Bank WDI via World Federation of Exchanges
1989,Austria,AUT,Europe & Central Asia,0.024263,#38BDF8,23,24262550000,0.024263,World Bank WDI via World Federation of Exchanges
1989,Thailand,THA,East Asia & Pacific,0.023085,#F59E0B,24,23085060000,0.023085,World Bank WDI via World Federation of Exchanges
1989,New Zealand,NZL,East Asia & Pacific,0.013487,#38BDF8,25,13487070000,0.013487,World Bank WDI via World Federation of Exchanges
1989,Luxembourg,LUX,Europe & Central Asia,0.010348,#EF4444,26,10348070000,0.010348,World Bank WDI via World Federation of Exchanges
1989,Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",0.008229,#FB7185,27,8228730000,0.008229,World Bank WDI via World Federation of Exchanges
1989,Argentina,ARG,Latin America & Caribbean,0.003198,#2DD4BF,28,3197870000,0.003198,World Bank WDI via World Federation of Exchanges
1990,United States,USA,North America,3.093449,#A78BFA,1,3093448500000,3.093449,World Bank WDI via World Federation of Exchanges
1990,Japan,JPN,East Asia & Pacific,2.928534,#FB7185,2,2928533730000,2.928534,World Bank WDI via World Federation of Exchanges
1990,United Kingdom,GBR,Europe & Central Asia,0.849848,#818CF8,3,849847890000,0.849848,World Bank WDI via World Federation of Exchanges
1990,Canada,CAN,North America,0.458679,#38BDF8,4,458678620000,0.458679,World Bank WDI via World Federation of Exchanges
1990,Germany,DEU,Europe & Central Asia,0.355311,#F43F5E,5,355310780000,0.355311,World Bank WDI via World Federation of Exchanges
1990,France,FRA,Europe & Central Asia,0.311687,#FACC15,6,311687270000,0.311687,World Bank WDI via World Federation of Exchanges
1990,Switzerland,CHE,Europe & Central Asia,0.157635,#38BDF8,7,157634580000,0.157635,World Bank WDI via World Federation of Exchanges
1990,Italy,ITA,Europe & Central Asia,0.148766,#2DD4BF,8,148765530000,0.148766,World Bank WDI via World Federation of Exchanges
1990,South Africa,ZAF,Sub-Saharan Africa,0.136869,#EF4444,9,136868720000,0.136869,World Bank WDI via World Federation of Exchanges
1990,Netherlands,NLD,Europe & Central Asia,0.119825,#2DD4BF,10,119825440000,0.119825,World Bank WDI via World Federation of Exchanges
1990,Spain,ESP,Europe & Central Asia,0.111449,#22C55E,11,111448980000,0.111449,World Bank WDI via World Federation of Exchanges
1990,"Korea, Rep.",KOR,East Asia & Pacific,0.110301,#94A3B8,12,110301060000,0.110301,World Bank WDI via World Federation of Exchanges
1990,Australia,AUS,East Asia & Pacific,0.107936,#EF4444,13,107935970000,0.107936,World Bank WDI via World Federation of Exchanges
1990,Sweden,SWE,Europe & Central Asia,0.092015,#F97316,14,92014740000,0.092015,World Bank WDI via World Federation of Exchanges
1990,"Hong Kong SAR, China",HKG,East Asia & Pacific,0.083386,#F43F5E,15,83385870000,0.083386,World Bank WDI via World Federation of Exchanges
1990,Belgium,BEL,Europe & Central Asia,0.065449,#84CC16,16,65449090000,0.065449,World Bank WDI via World Federation of Exchanges
1990,Malaysia,MYS,East Asia & Pacific,0.047869,#818CF8,17,47868790000,0.047869,World Bank WDI via World Federation of Exchanges
1990,Mexico,MEX,Latin America & Caribbean,0.041050,#38BDF8,18,41050000000,0.041050,World Bank WDI via World Federation of Exchanges
1990,Denmark,DNK,Europe & Central Asia,0.039063,#F97316,19,39062500000,0.039063,World Bank WDI via World Federation of Exchanges
1990,Singapore,SGP,East Asia & Pacific,0.034269,#14B8A6,20,34268500000,0.034269,World Bank WDI via World Federation of Exchanges
1990,Austria,AUT,Europe & Central Asia,0.026320,#38BDF8,21,26319750000,0.026320,World Bank WDI via World Federation of Exchanges
1990,Norway,NOR,Europe & Central Asia,0.026130,#F97316,22,26129830000,0.026130,World Bank WDI via World Federation of Exchanges
1990,Finland,FIN,Europe & Central Asia,0.022721,#E879F9,23,22721300000,0.022721,World Bank WDI via World Federation of Exchanges
1990,Thailand,THA,East Asia & Pacific,0.020454,#F59E0B,24,20453640000,0.020454,World Bank WDI via World Federation of Exchanges
1990,Luxembourg,LUX,Europe & Central Asia,0.010456,#EF4444,25,10455530000,0.010456,World Bank WDI via World Federation of Exchanges
1990,New Zealand,NZL,East Asia & Pacific,0.008824,#38BDF8,26,8823770000,0.008824,World Bank WDI via World Federation of Exchanges
1990,Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",0.008274,#FB7185,27,8273930000,0.008274,World Bank WDI via World Federation of Exchanges
1990,Argentina,ARG,Latin America & Caribbean,0.003615,#2DD4BF,28,3615300000,0.003615,World Bank WDI via World Federation of Exchanges
1991,United States,USA,North America,4.159595,#A78BFA,1,4159595200000,4.159595,World Bank WDI via World Federation of Exchanges
1991,Japan,JPN,East Asia & Pacific,3.005697,#FB7185,2,3005697400000,3.005697,World Bank WDI via World Federation of Exchanges
1991,United Kingdom,GBR,Europe & Central Asia,0.989918,#818CF8,3,989917850000,0.989918,World Bank WDI via World Federation of Exchanges
1991,Canada,CAN,North America,0.508633,#38BDF8,4,508633200000,0.508633,World Bank WDI via World Federation of Exchanges
1991,Germany,DEU,Europe & Central Asia,0.370610,#F43F5E,5,370610200000,0.370610,World Bank WDI via World Federation of Exchanges
1991,France,FRA,Europe & Central Asia,0.358193,#FACC15,6,358193500000,0.358193,World Bank WDI via World Federation of Exchanges
1991,Switzerland,CHE,Europe & Central Asia,0.189677,#38BDF8,7,189677500000,0.189677,World Bank WDI via World Federation of Exchanges
1991,South Africa,ZAF,Sub-Saharan Africa,0.184705,#EF4444,8,184704700000,0.184705,World Bank WDI via World Federation of Exchanges
1991,Netherlands,NLD,Europe & Central Asia,0.169097,#2DD4BF,9,169096700000,0.169097,World Bank WDI via World Federation of Exchanges
1991,Italy,ITA,Europe & Central Asia,0.165033,#2DD4BF,10,165032960000,0.165033,World Bank WDI via World Federation of Exchanges
1991,Spain,ESP,Europe & Central Asia,0.147819,#22C55E,11,147818900000,0.147819,World Bank WDI via World Federation of Exchanges
1991,Australia,AUS,East Asia & Pacific,0.144823,#EF4444,12,144822600000,0.144823,World Bank WDI via World Federation of Exchanges
1991,"Hong Kong SAR, China",HKG,East Asia & Pacific,0.121881,#F43F5E,13,121880900000,0.121881,World Bank WDI via World Federation of Exchanges
1991,Mexico,MEX,Latin America & Caribbean,0.102760,#38BDF8,14,102760000000,0.102760,World Bank WDI via World Federation of Exchanges
1991,Sweden,SWE,Europe & Central Asia,0.097055,#F97316,15,97055300000,0.097055,World Bank WDI via World Federation of Exchanges
1991,"Korea, Rep.",KOR,East Asia & Pacific,0.096466,#94A3B8,16,96466000000,0.096466,World Bank WDI via World Federation of Exchanges
1991,Belgium,BEL,Europe & Central Asia,0.071114,#84CC16,17,71113600000,0.071114,World Bank WDI via World Federation of Exchanges
1991,Malaysia,MYS,East Asia & Pacific,0.056721,#818CF8,18,56721200000,0.056721,World Bank WDI via World Federation of Exchanges
1991,Singapore,SGP,East Asia & Pacific,0.047593,#14B8A6,19,47593400000,0.047593,World Bank WDI via World Federation of Exchanges
1991,Denmark,DNK,Europe & Central Asia,0.044792,#F97316,20,44792500000,0.044792,World Bank WDI via World Federation of Exchanges
1991,Thailand,THA,East Asia & Pacific,0.038069,#F59E0B,21,38069100000,0.038069,World Bank WDI via World Federation of Exchanges
1991,Chile,CHL,Latin America & Caribbean,0.028138,#818CF8,22,28138400000,0.028138,World Bank WDI via World Federation of Exchanges
1991,Austria,AUT,Europe & Central Asia,0.024232,#38BDF8,23,24231900000,0.024232,World Bank WDI via World Federation of Exchanges
1991,Norway,NOR,Europe & Central Asia,0.021997,#F97316,24,21997200000,0.021997,World Bank WDI via World Federation of Exchanges
1991,Argentina,ARG,Latin America & Caribbean,0.018640,#2DD4BF,25,18639700000,0.018640,World Bank WDI via World Federation of Exchanges
1991,New Zealand,NZL,East Asia & Pacific,0.014298,#38BDF8,26,14298000000,0.014298,World Bank WDI via World Federation of Exchanges
1991,Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",0.014295,#FB7185,27,14295000000,0.014295,World Bank WDI via World Federation of Exchanges
1991,Finland,FIN,Europe & Central Asia,0.014199,#E879F9,28,14199400000,0.014199,World Bank WDI via World Federation of Exchanges
1991,Luxembourg,LUX,Europe & Central Asia,0.011276,#EF4444,29,11275800000,0.011276,World Bank WDI via World Federation of Exchanges
1992,United States,USA,North America,4.545844,#A78BFA,1,4545844000000,4.545844,World Bank WDI via World Federation of Exchanges
1992,Japan,JPN,East Asia & Pacific,2.254844,#FB7185,2,2254844100000,2.254844,World Bank WDI via World Federation of Exchanges
1992,United Kingdom,GBR,Europe & Central Asia,0.954883,#818CF8,3,954882600000,0.954883,World Bank WDI via World Federation of Exchanges
1992,Canada,CAN,North America,0.457950,#38BDF8,4,457949900000,0.457950,World Bank WDI via World Federation of Exchanges
1992,Germany,DEU,Europe & Central Asia,0.328692,#F43F5E,5,328692100000,0.328692,World Bank WDI via World Federation of Exchanges
1992,France,FRA,Europe & Central Asia,0.327360,#FACC15,6,327360000000,0.327360,World Bank WDI via World Federation of Exchanges
1992,Switzerland,CHE,Europe & Central Asia,0.194138,#38BDF8,7,194138100000,0.194138,World Bank WDI via World Federation of Exchanges
1992,"Hong Kong SAR, China",HKG,East Asia & Pacific,0.171984,#F43F5E,8,171983500000,0.171984,World Bank WDI via World Federation of Exchanges
1992,Netherlands,NLD,Europe & Central Asia,0.170744,#2DD4BF,9,170744100000,0.170744,World Bank WDI via World Federation of Exchanges
1992,South Africa,ZAF,Sub-Saharan Africa,0.164046,#EF4444,10,164045800000,0.164046,World Bank WDI via World Federation of Exchanges
1992,Mexico,MEX,Latin America & Caribbean,0.138744,#38BDF8,11,138744000000,0.138744,World Bank WDI via World Federation of Exchanges
1992,Australia,AUS,East Asia & Pacific,0.135153,#EF4444,12,135153200000,0.135153,World Bank WDI via World Federation of Exchanges
1992,Italy,ITA,Europe & Central Asia,0.123659,#2DD4BF,13,123659400000,0.123659,World Bank WDI via World Federation of Exchanges
1992,Spain,ESP,Europe & Central Asia,0.116224,#22C55E,14,116224100000,0.116224,World Bank WDI via World Federation of Exchanges
1992,"Korea, Rep.",KOR,East Asia & Pacific,0.107661,#94A3B8,15,107661100000,0.107661,World Bank WDI via World Federation of Exchanges
1992,Malaysia,MYS,East Asia & Pacific,0.089008,#818CF8,16,89008100000,0.089008,World Bank WDI via World Federation of Exchanges
1992,Sweden,SWE,Europe & Central Asia,0.078079,#F97316,17,78079270000,0.078079,World Bank WDI via World Federation of Exchanges
1992,Belgium,BEL,Europe & Central Asia,0.064105,#84CC16,18,64104900000,0.064105,World Bank WDI via World Federation of Exchanges
1992,Thailand,THA,East Asia & Pacific,0.057278,#F59E0B,19,57278300000,0.057278,World Bank WDI via World Federation of Exchanges
1992,Singapore,SGP,East Asia & Pacific,0.048934,#14B8A6,20,48933600000,0.048934,World Bank WDI via World Federation of Exchanges
1992,Denmark,DNK,Europe & Central Asia,0.032489,#F97316,21,32488700000,0.032489,World Bank WDI via World Federation of Exchanges
1992,Chile,CHL,Latin America & Caribbean,0.032257,#818CF8,22,32256800000,0.032257,World Bank WDI via World Federation of Exchanges
1992,Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",0.029698,#FB7185,23,29698100000,0.029698,World Bank WDI via World Federation of Exchanges
1992,Austria,AUT,Europe & Central Asia,0.019750,#38BDF8,24,19749700000,0.019750,World Bank WDI via World Federation of Exchanges
1992,Argentina,ARG,Latin America & Caribbean,0.018623,#2DD4BF,25,18623100000,0.018623,World Bank WDI via World Federation of Exchanges
1992,Norway,NOR,Europe & Central Asia,0.017840,#F97316,26,17840400000,0.017840,World Bank WDI via World Federation of Exchanges
1992,New Zealand,NZL,East Asia & Pacific,0.015324,#38BDF8,27,15324000000,0.015324,World Bank WDI via World Federation of Exchanges
1992,Finland,FIN,Europe & Central Asia,0.011954,#E879F9,28,11953800000,0.011954,World Bank WDI via World Federation of Exchanges
1992,Luxembourg,LUX,Europe & Central Asia,0.011833,#EF4444,29,11833300000,0.011833,World Bank WDI via World Federation of Exchanges
1993,United States,USA,North America,5.251080,#A78BFA,1,5251079630000,5.251080,World Bank WDI via World Federation of Exchanges
1993,Japan,JPN,East Asia & Pacific,2.906299,#FB7185,2,2906298700000,2.906299,World Bank WDI via World Federation of Exchanges
1993,United Kingdom,GBR,Europe & Central Asia,1.150283,#818CF8,3,1150283390000,1.150283,World Bank WDI via World Federation of Exchanges
1993,Canada,CAN,North America,0.595516,#38BDF8,4,595516360000,0.595516,World Bank WDI via World Federation of Exchanges
1993,France,FRA,Europe & Central Asia,0.455990,#FACC15,5,455990150000,0.455990,World Bank WDI via World Federation of Exchanges
1993,Germany,DEU,Europe & Central Asia,0.441696,#F43F5E,6,441696230000,0.441696,World Bank WDI via World Federation of Exchanges
1993,"Hong Kong SAR, China",HKG,East Asia & Pacific,0.385043,#F43F5E,7,385042740000,0.385043,World Bank WDI via World Federation of Exchanges
1993,Switzerland,CHE,Europe & Central Asia,0.270879,#38BDF8,8,270879230000,0.270879,World Bank WDI via World Federation of Exchanges
1993,South Africa,ZAF,Sub-Saharan Africa,0.217098,#EF4444,9,217097540000,0.217098,World Bank WDI via World Federation of Exchanges
1993,Malaysia,MYS,East Asia & Pacific,0.214727,#818CF8,10,214726800000,0.214727,World Bank WDI via World Federation of Exchanges
1993,Australia,AUS,East Asia & Pacific,0.204463,#EF4444,11,204462770000,0.204463,World Bank WDI via World Federation of Exchanges
1993,Mexico,MEX,Latin America & Caribbean,0.200865,#38BDF8,12,200865240000,0.200865,World Bank WDI via World Federation of Exchanges
1993,Netherlands,NLD,Europe & Central Asia,0.181754,#2DD4BF,13,181754190000,0.181754,World Bank WDI via World Federation of Exchanges
1993,Italy,ITA,Europe & Central Asia,0.145300,#2DD4BF,14,145299650000,0.145300,World Bank WDI via World Federation of Exchanges
1993,"Korea, Rep.",KOR,East Asia & Pacific,0.139584,#94A3B8,15,139583870000,0.139584,World Bank WDI via World Federation of Exchanges
1993,Singapore,SGP,East Asia & Pacific,0.132668,#14B8A6,16,132667860000,0.132668,World Bank WDI via World Federation of Exchanges
1993,Thailand,THA,East Asia & Pacific,0.128119,#F59E0B,17,128118850000,0.128119,World Bank WDI via World Federation of Exchanges
1993,Spain,ESP,Europe & Central Asia,0.118668,#22C55E,18,118667810000,0.118668,World Bank WDI via World Federation of Exchanges
1993,Sweden,SWE,Europe & Central Asia,0.100510,#F97316,19,100510120000,0.100510,World Bank WDI via World Federation of Exchanges
1993,Belgium,BEL,Europe & Central Asia,0.077976,#84CC16,20,77975730000,0.077976,World Bank WDI via World Federation of Exchanges
1993,Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",0.050841,#FB7185,21,50840710000,0.050841,World Bank WDI via World Federation of Exchanges
1993,Chile,CHL,Latin America & Caribbean,0.044833,#818CF8,22,44833400000,0.044833,World Bank WDI via World Federation of Exchanges
1993,Argentina,ARG,Latin America & Caribbean,0.044055,#2DD4BF,23,44055310000,0.044055,World Bank WDI via World Federation of Exchanges
1993,Denmark,DNK,Europe & Central Asia,0.039933,#F97316,24,39933390000,0.039933,World Bank WDI via World Federation of Exchanges
1993,Turkiye,TUR,Europe & Central Asia,0.036613,#F97316,25,36612690000,0.036613,World Bank WDI via World Federation of Exchanges
1993,Norway,NOR,Europe & Central Asia,0.027371,#F97316,26,27371140000,0.027371,World Bank WDI via World Federation of Exchanges
1993,Austria,AUT,Europe & Central Asia,0.026238,#38BDF8,27,26238140000,0.026238,World Bank WDI via World Federation of Exchanges
1993,New Zealand,NZL,East Asia & Pacific,0.025621,#38BDF8,28,25620870000,0.025621,World Bank WDI via World Federation of Exchanges
1993,Finland,FIN,Europe & Central Asia,0.023525,#E879F9,29,23524610000,0.023525,World Bank WDI via World Federation of Exchanges
1993,Luxembourg,LUX,Europe & Central Asia,0.019316,#EF4444,30,19315890000,0.019316,World Bank WDI via World Federation of Exchanges
1993,Pakistan,PAK,"Middle East, North Africa, Afghanistan & Pakistan",0.012652,#60A5FA,31,12651700000,0.012652,World Bank WDI via World Federation of Exchanges
1993,Kuwait,KWT,"Middle East, North Africa, Afghanistan & Pakistan",0.010500,#FB7185,32,10499870000,0.010500,World Bank WDI via World Federation of Exchanges
1993,"Venezuela, RB",VEN,Latin America & Caribbean,0.007801,#EF4444,33,7800700000,0.007801,World Bank WDI via World Federation of Exchanges
1993,Slovak Republic,SVK,Europe & Central Asia,0.002626,#FB7185,34,2625990000,0.002626,World Bank WDI via World Federation of Exchanges
1993,Nigeria,NGA,Sub-Saharan Africa,0.002142,#FB7185,35,2142500000,0.002142,World Bank WDI via World Federation of Exchanges
1993,Czechia,CZE,Europe & Central Asia,0.001741,#94A3B8,36,1740800000,0.001741,World Bank WDI via World Federation of Exchanges
1993,Oman,OMN,"Middle East, North Africa, Afghanistan & Pakistan",0.001611,#38BDF8,37,1611300000,0.001611,World Bank WDI via World Federation of Exchanges
1993,Jamaica,JAM,Latin America & Caribbean,0.001472,#2DD4BF,38,1471700000,0.001472,World Bank WDI via World Federation of Exchanges
1993,Zimbabwe,ZWE,Sub-Saharan Africa,0.001438,#FB7185,39,1437900000,0.001438,World Bank WDI via World Federation of Exchanges
1993,"Iran, Islamic Rep.",IRN,"Middle East, North Africa, Afghanistan & Pakistan",0.001287,#FACC15,40,1286800000,0.001287,World Bank WDI via World Federation of Exchanges
1994,United States,USA,North America,5.137740,#A78BFA,1,5137739860000,5.137740,World Bank WDI via World Federation of Exchanges
1994,Japan,JPN,East Asia & Pacific,3.592194,#FB7185,2,3592193910000,3.592194,World Bank WDI via World Federation of Exchanges
1994,United Kingdom,GBR,Europe & Central Asia,1.143330,#818CF8,3,1143329850000,1.143330,World Bank WDI via World Federation of Exchanges
1994,Canada,CAN,North America,0.575716,#38BDF8,4,575716370000,0.575716,World Bank WDI via World Federation of Exchanges
1994,Germany,DEU,Europe & Central Asia,0.499192,#F43F5E,5,499191940000,0.499192,World Bank WDI via World Federation of Exchanges
1994,France,FRA,Europe & Central Asia,0.452521,#FACC15,6,452520780000,0.452521,World Bank WDI via World Federation of Exchanges
1994,Switzerland,CHE,Europe & Central Asia,0.284977,#38BDF8,7,284976880000,0.284977,World Bank WDI via World Federation of Exchanges
1994,"Hong Kong SAR, China",HKG,East Asia & Pacific,0.269508,#F43F5E,8,269507830000,0.269508,World Bank WDI via World Federation of Exchanges
1994,South Africa,ZAF,Sub-Saharan Africa,0.259523,#EF4444,9,259523420000,0.259523,World Bank WDI via World Federation of Exchanges
1994,Netherlands,NLD,Europe & Central Asia,0.224000,#2DD4BF,10,223999880000,0.224000,World Bank WDI via World Federation of Exchanges
1994,Australia,AUS,East Asia & Pacific,0.218865,#EF4444,11,218865190000,0.218865,World Bank WDI via World Federation of Exchanges
1994,"Korea, Rep.",KOR,East Asia & Pacific,0.191778,#94A3B8,12,191778110000,0.191778,World Bank WDI via World Federation of Exchanges
1994,Italy,ITA,Europe & Central Asia,0.185971,#2DD4BF,13,185970720000,0.185971,World Bank WDI via World Federation of Exchanges
1994,Malaysia,MYS,East Asia & Pacific,0.184024,#818CF8,14,184023500000,0.184024,World Bank WDI via World Federation of Exchanges
1994,Spain,ESP,Europe & Central Asia,0.154984,#22C55E,15,154984140000,0.154984,World Bank WDI via World Federation of Exchanges
1994,Singapore,SGP,East Asia & Pacific,0.134088,#14B8A6,16,134088500000,0.134088,World Bank WDI via World Federation of Exchanges
1994,Mexico,MEX,Latin America & Caribbean,0.130246,#38BDF8,17,130245850000,0.130246,World Bank WDI via World Federation of Exchanges
1994,Thailand,THA,East Asia & Pacific,0.127100,#F59E0B,18,127100130000,0.127100,World Bank WDI via World Federation of Exchanges
1994,Sweden,SWE,Europe & Central Asia,0.119260,#F97316,19,119259980000,0.119260,World Bank WDI via World Federation of Exchanges
1994,Belgium,BEL,Europe & Central Asia,0.084125,#84CC16,20,84124970000,0.084125,World Bank WDI via World Federation of Exchanges
1994,Chile,CHL,Latin America & Caribbean,0.068050,#818CF8,21,68050350000,0.068050,World Bank WDI via World Federation of Exchanges
1994,Denmark,DNK,Europe & Central Asia,0.047003,#F97316,22,47003330000,0.047003,World Bank WDI via World Federation of Exchanges
1994,Finland,FIN,Europe & Central Asia,0.038231,#E879F9,23,38230500000,0.038231,World Bank WDI via World Federation of Exchanges
1994,Argentina,ARG,Latin America & Caribbean,0.036867,#2DD4BF,24,36867200000,0.036867,World Bank WDI via World Federation of Exchanges
1994,Norway,NOR,Europe & Central Asia,0.036459,#F97316,25,36459340000,0.036459,World Bank WDI via World Federation of Exchanges
1994,Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",0.032732,#FB7185,26,32732480000,0.032732,World Bank WDI via World Federation of Exchanges
1994,Austria,AUT,Europe & Central Asia,0.028820,#38BDF8,27,28819770000,0.028820,World Bank WDI via World Federation of Exchanges
1994,Luxembourg,LUX,Europe & Central Asia,0.028518,#EF4444,28,28518410000,0.028518,World Bank WDI via World Federation of Exchanges
1994,New Zealand,NZL,East Asia & Pacific,0.027118,#38BDF8,29,27117660000,0.027118,World Bank WDI via World Federation of Exchanges
1994,Turkiye,TUR,Europe & Central Asia,0.021605,#F97316,30,21605060000,0.021605,World Bank WDI via World Federation of Exchanges
1994,Pakistan,PAK,"Middle East, North Africa, Afghanistan & Pakistan",0.012928,#60A5FA,31,12927800000,0.012928,World Bank WDI via World Federation of Exchanges
1994,Kuwait,KWT,"Middle East, North Africa, Afghanistan & Pakistan",0.009957,#FB7185,32,9956700000,0.009957,World Bank WDI via World Federation of Exchanges
1994,Czechia,CZE,Europe & Central Asia,0.006084,#94A3B8,33,6084100000,0.006084,World Bank WDI via World Federation of Exchanges
1994,"Venezuela, RB",VEN,Latin America & Caribbean,0.004928,#EF4444,34,4927900000,0.004928,World Bank WDI via World Federation of Exchanges
1994,Kenya,KEN,Sub-Saharan Africa,0.003047,#F43F5E,35,3046700000,0.003047,World Bank WDI via World Federation of Exchanges
1994,Nigeria,NGA,Sub-Saharan Africa,0.002977,#FB7185,36,2977300000,0.002977,World Bank WDI via World Federation of Exchanges
1994,Slovak Republic,SVK,Europe & Central Asia,0.002936,#FB7185,37,2935790000,0.002936,World Bank WDI via World Federation of Exchanges
1994,"Iran, Islamic Rep.",IRN,"Middle East, North Africa, Afghanistan & Pakistan",0.002803,#FACC15,38,2803000000,0.002803,World Bank WDI via World Federation of Exchanges
1994,Oman,OMN,"Middle East, North Africa, Afghanistan & Pakistan",0.002133,#38BDF8,39,2133000000,0.002133,World Bank WDI via World Federation of Exchanges
1994,Ghana,GHA,Sub-Saharan Africa,0.001899,#38BDF8,40,1899400000,0.001899,World Bank WDI via World Federation of Exchanges
1995,United States,USA,North America,6.952026,#A78BFA,1,6952026000000,6.952026,World Bank WDI via World Federation of Exchanges
1995,Japan,JPN,East Asia & Pacific,3.545307,#FB7185,2,3545306510000,3.545307,World Bank WDI via World Federation of Exchanges
1995,United Kingdom,GBR,Europe & Central Asia,1.329936,#818CF8,3,1329936350000,1.329936,World Bank WDI via World Federation of Exchanges
1995,Canada,CAN,North America,0.671743,#38BDF8,4,671742800000,0.671743,World Bank WDI via World Federation of Exchanges
1995,Germany,DEU,Europe & Central Asia,0.577374,#F43F5E,5,577373720000,0.577374,World Bank WDI via World Federation of Exchanges
1995,France,FRA,Europe & Central Asia,0.499944,#FACC15,6,499943560000,0.499944,World Bank WDI via World Federation of Exchanges
1995,Switzerland,CHE,Europe & Central Asia,0.398102,#38BDF8,7,398102020000,0.398102,World Bank WDI via World Federation of Exchanges
1995,"Hong Kong SAR, China",HKG,East Asia & Pacific,0.303705,#F43F5E,8,303705280000,0.303705,World Bank WDI via World Federation of Exchanges
1995,Netherlands,NLD,Europe & Central Asia,0.286651,#2DD4BF,9,286651490000,0.286651,World Bank WDI via World Federation of Exchanges
1995,South Africa,ZAF,Sub-Saharan Africa,0.277389,#EF4444,10,277389380000,0.277389,World Bank WDI via World Federation of Exchanges
1995,Australia,AUS,East Asia & Pacific,0.245218,#EF4444,11,245218330000,0.245218,World Bank WDI via World Federation of Exchanges
1995,Malaysia,MYS,East Asia & Pacific,0.213756,#818CF8,12,213755810000,0.213756,World Bank WDI via World Federation of Exchanges
1995,Italy,ITA,Europe & Central Asia,0.209523,#2DD4BF,13,209522520000,0.209523,World Bank WDI via World Federation of Exchanges
1995,Spain,ESP,Europe & Central Asia,0.190571,#22C55E,14,190570530000,0.190571,World Bank WDI via World Federation of Exchanges
1995,"Korea, Rep.",KOR,East Asia & Pacific,0.181955,#94A3B8,15,181954750000,0.181955,World Bank WDI via World Federation of Exchanges
1995,Sweden,SWE,Europe & Central Asia,0.172550,#F97316,16,172550320000,0.172550,World Bank WDI via World Federation of Exchanges
1995,Singapore,SGP,East Asia & Pacific,0.148004,#14B8A6,17,148004240000,0.148004,World Bank WDI via World Federation of Exchanges
1995,Thailand,THA,East Asia & Pacific,0.140278,#F59E0B,18,140277690000,0.140278,World Bank WDI via World Federation of Exchanges
1995,Belgium,BEL,Europe & Central Asia,0.101422,#84CC16,19,101422290000,0.101422,World Bank WDI via World Federation of Exchanges
1995,Mexico,MEX,Latin America & Caribbean,0.090694,#38BDF8,20,90693960000,0.090694,World Bank WDI via World Federation of Exchanges
1995,Chile,CHL,Latin America & Caribbean,0.072928,#818CF8,21,72927720000,0.072928,World Bank WDI via World Federation of Exchanges
1995,Indonesia,IDN,East Asia & Pacific,0.066585,#A78BFA,22,66584940000,0.066585,World Bank WDI via World Federation of Exchanges
1995,Denmark,DNK,Europe & Central Asia,0.056222,#F97316,23,56221940000,0.056222,World Bank WDI via World Federation of Exchanges
1995,Norway,NOR,Europe & Central Asia,0.044587,#F97316,24,44586980000,0.044587,World Bank WDI via World Federation of Exchanges
1995,Argentina,ARG,Latin America & Caribbean,0.037784,#2DD4BF,25,37783780000,0.037784,World Bank WDI via World Federation of Exchanges
1995,Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",0.036509,#FB7185,26,36508720000,0.036509,World Bank WDI via World Federation of Exchanges
1995,New Zealand,NZL,East Asia & Pacific,0.031373,#38BDF8,27,31373000000,0.031373,World Bank WDI via World Federation of Exchanges
1995,Austria,AUT,Europe & Central Asia,0.030617,#38BDF8,28,30617340000,0.030617,World Bank WDI via World Federation of Exchanges
1995,Luxembourg,LUX,Europe & Central Asia,0.030426,#EF4444,29,30426440000,0.030426,World Bank WDI via World Federation of Exchanges
1995,Finland,FIN,Europe & Central Asia,0.028918,#E879F9,30,28918430000,0.028918,World Bank WDI via World Federation of Exchanges
1995,Turkiye,TUR,Europe & Central Asia,0.020772,#F97316,31,20771720000,0.020772,World Bank WDI via World Federation of Exchanges
1995,Kuwait,KWT,"Middle East, North Africa, Afghanistan & Pakistan",0.012970,#FB7185,32,12970260000,0.012970,World Bank WDI via World Federation of Exchanges
1995,Pakistan,PAK,"Middle East, North Africa, Afghanistan & Pakistan",0.009459,#60A5FA,33,9459210000,0.009459,World Bank WDI via World Federation of Exchanges
1995,Czechia,CZE,Europe & Central Asia,0.009186,#94A3B8,34,9185670000,0.009186,World Bank WDI via World Federation of Exchanges
1995,"Iran, Islamic Rep.",IRN,"Middle East, North Africa, Afghanistan & Pakistan",0.009162,#FACC15,35,9161700000,0.009162,World Bank WDI via World Federation of Exchanges
1995,Nigeria,NGA,Sub-Saharan Africa,0.007777,#FB7185,36,7777200000,0.007777,World Bank WDI via World Federation of Exchanges
