year,name,code,flag,region,currency,value,rank,color,source
2010,Iceland,ISL,🇮🇸,Europe,ISK,122.2418,6,#0EA5E9,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Japan,JPN,🇯🇵,Asia,JPY,87.7799,7,#FB7185,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Czechia,CZE,🇨🇿,Europe,CZK,19.0983,8,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Mexico,MEX,🇲🇽,Americas,MXN,12.6360,9,#2DD4BF,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Estonia,EST,🇪🇪,Europe,EEK,11.8068,10,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Sweden,SWE,🇸🇪,Europe,SEK,7.207524,11,#FDE047,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Norway,NOR,🇳🇴,Europe,NOK,6.044167,12,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Denmark,DNK,🇩🇰,Europe,DKK,5.624075,13,#14B8A6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Israel,ISR,🇮🇱,Middle East,ILS,3.738975,14,#6366F1,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Poland,POL,🇵🇱,Europe,PLN,3.015300,15,#E11D48,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Lithuania,LTU,🇱🇹,Europe,LTL,2.606333,16,#F59E0B,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Turkiye,TUR,🇹🇷,Europe/Asia,TRY,1.502849,17,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,New Zealand,NZL,🇳🇿,Oceania,NZD,1.387834,18,#7DD3FC,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Australia,AUS,🇦🇺,Oceania,AUD,1.090159,19,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Switzerland,CHE,🇨🇭,Europe,CHF,1.042906,20,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Canada,CAN,🇨🇦,Americas,CAD,1.030113,21,#60A5FA,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,United States,USA,🇺🇸,Americas,USD,1.000000,22,#22D3EE,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Austria,AUT,🇦🇹,Europe,EUR,0.754309,23,#F43F5E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Belgium,BEL,🇧🇪,Europe,EUR,0.754309,24,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Finland,FIN,🇫🇮,Europe,EUR,0.754309,25,#84CC16,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,France,FRA,🇫🇷,Europe,EUR,0.754309,26,#3B82F6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Germany,DEU,🇩🇪,Europe,EUR,0.754309,27,#EAB308,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Greece,GRC,🇬🇷,Europe,EUR,0.754309,28,#06B6D4,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Ireland,IRL,🇮🇪,Europe,EUR,0.754309,29,#10B981,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Italy,ITA,🇮🇹,Europe,EUR,0.754309,30,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Luxembourg,LUX,🇱🇺,Europe,EUR,0.754309,31,#A3E635,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Netherlands,NLD,🇳🇱,Europe,EUR,0.754309,32,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Portugal,PRT,🇵🇹,Europe,EUR,0.754309,33,#16A34A,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Slovak Republic,SVK,🇸🇰,Europe,EUR,0.754309,34,#2563EB,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Slovenia,SVN,🇸🇮,Europe,EUR,0.754309,35,#65A30D,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Spain,ESP,🇪🇸,Europe,EUR,0.754309,36,#FBBF24,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,United Kingdom,GBR,🇬🇧,Europe,GBP,0.647179,37,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2010,Latvia,LVA,🇱🇻,Europe,LVL,0.530475,38,#DC2626,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Colombia,COL,🇨🇴,Americas,COP,1848.02,1,#FACC15,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,South Korea,KOR,🇰🇷,Asia,KRW,1108.23,2,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Costa Rica,CRI,🇨🇷,Americas,CRC,505.6642,3,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Chile,CHL,🇨🇱,Americas,CLP,483.6675,4,#EF4444,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Hungary,HUN,🇭🇺,Europe,HUF,201.0550,5,#EC4899,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Iceland,ISL,🇮🇸,Europe,ISK,115.9540,6,#0EA5E9,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Japan,JPN,🇯🇵,Asia,JPY,79.8070,7,#FB7185,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Czechia,CZE,🇨🇿,Europe,CZK,17.6959,8,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Mexico,MEX,🇲🇽,Americas,MXN,12.4233,9,#2DD4BF,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Sweden,SWE,🇸🇪,Europe,SEK,6.493543,10,#FDE047,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Norway,NOR,🇳🇴,Europe,NOK,5.604607,11,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Denmark,DNK,🇩🇰,Europe,DKK,5.368712,12,#14B8A6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Israel,ISR,🇮🇱,Middle East,ILS,3.578129,13,#6366F1,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Poland,POL,🇵🇱,Europe,PLN,2.962848,14,#E11D48,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Lithuania,LTU,🇱🇹,Europe,LTL,2.481100,15,#F59E0B,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Turkiye,TUR,🇹🇷,Europe/Asia,TRY,1.674955,16,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,New Zealand,NZL,🇳🇿,Oceania,NZD,1.265811,17,#7DD3FC,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,United States,USA,🇺🇸,Americas,USD,1.000000,18,#22D3EE,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Canada,CAN,🇨🇦,Americas,CAD,0.989258,19,#60A5FA,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Australia,AUS,🇦🇺,Oceania,AUD,0.969463,20,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Switzerland,CHE,🇨🇭,Europe,CHF,0.888042,21,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Austria,AUT,🇦🇹,Europe,EUR,0.718414,22,#F43F5E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Belgium,BEL,🇧🇪,Europe,EUR,0.718414,23,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Estonia,EST,🇪🇪,Europe,EUR,0.718414,24,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Finland,FIN,🇫🇮,Europe,EUR,0.718414,25,#84CC16,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,France,FRA,🇫🇷,Europe,EUR,0.718414,26,#3B82F6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Germany,DEU,🇩🇪,Europe,EUR,0.718414,27,#EAB308,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Greece,GRC,🇬🇷,Europe,EUR,0.718414,28,#06B6D4,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Ireland,IRL,🇮🇪,Europe,EUR,0.718414,29,#10B981,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Italy,ITA,🇮🇹,Europe,EUR,0.718414,30,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Luxembourg,LUX,🇱🇺,Europe,EUR,0.718414,31,#A3E635,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Netherlands,NLD,🇳🇱,Europe,EUR,0.718414,32,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Portugal,PRT,🇵🇹,Europe,EUR,0.718414,33,#16A34A,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Slovak Republic,SVK,🇸🇰,Europe,EUR,0.718414,34,#2563EB,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Slovenia,SVN,🇸🇮,Europe,EUR,0.718414,35,#65A30D,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Spain,ESP,🇪🇸,Europe,EUR,0.718414,36,#FBBF24,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,United Kingdom,GBR,🇬🇧,Europe,GBP,0.624141,37,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2011,Latvia,LVA,🇱🇻,Europe,LVL,0.501233,38,#DC2626,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Colombia,COL,🇨🇴,Americas,COP,1798.01,1,#FACC15,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,South Korea,KOR,🇰🇷,Asia,KRW,1126.81,2,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Costa Rica,CRI,🇨🇷,Americas,CRC,502.9015,3,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Chile,CHL,🇨🇱,Americas,CLP,486.4713,4,#EF4444,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Hungary,HUN,🇭🇺,Europe,HUF,225.1042,5,#EC4899,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Iceland,ISL,🇮🇸,Europe,ISK,125.0828,6,#0EA5E9,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Japan,JPN,🇯🇵,Asia,JPY,79.7905,7,#FB7185,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Czechia,CZE,🇨🇿,Europe,CZK,19.5775,8,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Mexico,MEX,🇲🇽,Americas,MXN,13.1695,9,#2DD4BF,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Sweden,SWE,🇸🇪,Europe,SEK,6.775016,10,#FDE047,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Norway,NOR,🇳🇴,Europe,NOK,5.817500,11,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Denmark,DNK,🇩🇰,Europe,DKK,5.792476,12,#14B8A6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Israel,ISR,🇮🇱,Middle East,ILS,3.855922,13,#6366F1,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Poland,POL,🇵🇱,Europe,PLN,3.256542,14,#E11D48,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Lithuania,LTU,🇱🇹,Europe,LTL,2.686292,15,#F59E0B,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Turkiye,TUR,🇹🇷,Europe/Asia,TRY,1.796001,16,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,New Zealand,NZL,🇳🇿,Oceania,NZD,1.234284,17,#7DD3FC,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,United States,USA,🇺🇸,Americas,USD,1.000000,18,#22D3EE,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Canada,CAN,🇨🇦,Americas,CAD,0.999365,19,#60A5FA,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Australia,AUS,🇦🇺,Oceania,AUD,0.965801,20,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Switzerland,CHE,🇨🇭,Europe,CHF,0.937684,21,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Austria,AUT,🇦🇹,Europe,EUR,0.778338,22,#F43F5E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Belgium,BEL,🇧🇪,Europe,EUR,0.778338,23,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Estonia,EST,🇪🇪,Europe,EUR,0.778338,24,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Finland,FIN,🇫🇮,Europe,EUR,0.778338,25,#84CC16,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,France,FRA,🇫🇷,Europe,EUR,0.778338,26,#3B82F6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Germany,DEU,🇩🇪,Europe,EUR,0.778338,27,#EAB308,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Greece,GRC,🇬🇷,Europe,EUR,0.778338,28,#06B6D4,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Ireland,IRL,🇮🇪,Europe,EUR,0.778338,29,#10B981,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Italy,ITA,🇮🇹,Europe,EUR,0.778338,30,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Luxembourg,LUX,🇱🇺,Europe,EUR,0.778338,31,#A3E635,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Netherlands,NLD,🇳🇱,Europe,EUR,0.778338,32,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Portugal,PRT,🇵🇹,Europe,EUR,0.778338,33,#16A34A,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Slovak Republic,SVK,🇸🇰,Europe,EUR,0.778338,34,#2563EB,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Slovenia,SVN,🇸🇮,Europe,EUR,0.778338,35,#65A30D,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Spain,ESP,🇪🇸,Europe,EUR,0.778338,36,#FBBF24,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,United Kingdom,GBR,🇬🇧,Europe,GBP,0.633047,37,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2012,Latvia,LVA,🇱🇻,Europe,LVL,0.546875,38,#DC2626,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Colombia,COL,🇨🇴,Americas,COP,1868.89,1,#FACC15,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,South Korea,KOR,🇰🇷,Asia,KRW,1094.98,2,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Costa Rica,CRI,🇨🇷,Americas,CRC,499.7668,3,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Chile,CHL,🇨🇱,Americas,CLP,495.2729,4,#EF4444,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Hungary,HUN,🇭🇺,Europe,HUF,223.6950,5,#EC4899,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Iceland,ISL,🇮🇸,Europe,ISK,122.1791,6,#0EA5E9,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Japan,JPN,🇯🇵,Asia,JPY,97.5957,7,#FB7185,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Czechia,CZE,🇨🇿,Europe,CZK,19.5706,8,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Mexico,MEX,🇲🇽,Americas,MXN,12.7720,9,#2DD4BF,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Sweden,SWE,🇸🇪,Europe,SEK,6.513972,10,#FDE047,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Norway,NOR,🇳🇴,Europe,NOK,5.875000,11,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Denmark,DNK,🇩🇰,Europe,DKK,5.616312,12,#14B8A6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Israel,ISR,🇮🇱,Middle East,ILS,3.610758,13,#6366F1,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Poland,POL,🇵🇱,Europe,PLN,3.160617,14,#E11D48,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Lithuania,LTU,🇱🇹,Europe,LTL,2.601008,15,#F59E0B,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Turkiye,TUR,🇹🇷,Europe/Asia,TRY,1.903768,16,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,New Zealand,NZL,🇳🇿,Oceania,NZD,1.219408,17,#7DD3FC,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Australia,AUS,🇦🇺,Oceania,AUD,1.035843,18,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Canada,CAN,🇨🇦,Americas,CAD,1.030137,19,#60A5FA,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,United States,USA,🇺🇸,Americas,USD,1.000000,20,#22D3EE,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Switzerland,CHE,🇨🇭,Europe,CHF,0.926904,21,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Austria,AUT,🇦🇹,Europe,EUR,0.752945,22,#F43F5E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Belgium,BEL,🇧🇪,Europe,EUR,0.752945,23,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Estonia,EST,🇪🇪,Europe,EUR,0.752945,24,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Finland,FIN,🇫🇮,Europe,EUR,0.752945,25,#84CC16,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,France,FRA,🇫🇷,Europe,EUR,0.752945,26,#3B82F6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Germany,DEU,🇩🇪,Europe,EUR,0.752945,27,#EAB308,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Greece,GRC,🇬🇷,Europe,EUR,0.752945,28,#06B6D4,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Ireland,IRL,🇮🇪,Europe,EUR,0.752945,29,#10B981,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Italy,ITA,🇮🇹,Europe,EUR,0.752945,30,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Luxembourg,LUX,🇱🇺,Europe,EUR,0.752945,31,#A3E635,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Netherlands,NLD,🇳🇱,Europe,EUR,0.752945,32,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Portugal,PRT,🇵🇹,Europe,EUR,0.752945,33,#16A34A,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Slovak Republic,SVK,🇸🇰,Europe,EUR,0.752945,34,#2563EB,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Slovenia,SVN,🇸🇮,Europe,EUR,0.752945,35,#65A30D,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Spain,ESP,🇪🇸,Europe,EUR,0.752945,36,#FBBF24,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,United Kingdom,GBR,🇬🇧,Europe,GBP,0.639661,37,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2013,Latvia,LVA,🇱🇻,Europe,LVL,0.529392,38,#DC2626,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Colombia,COL,🇨🇴,Americas,COP,2001.11,1,#FACC15,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,South Korea,KOR,🇰🇷,Asia,KRW,1052.84,2,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Chile,CHL,🇨🇱,Americas,CLP,570.3482,3,#EF4444,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Costa Rica,CRI,🇨🇷,Americas,CRC,538.3172,4,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Hungary,HUN,🇭🇺,Europe,HUF,232.6017,5,#EC4899,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Iceland,ISL,🇮🇸,Europe,ISK,116.7674,6,#0EA5E9,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Japan,JPN,🇯🇵,Asia,JPY,105.9448,7,#FB7185,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Czechia,CZE,🇨🇿,Europe,CZK,20.7575,8,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Mexico,MEX,🇲🇽,Americas,MXN,13.2925,9,#2DD4BF,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Sweden,SWE,🇸🇪,Europe,SEK,6.860785,10,#FDE047,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Norway,NOR,🇳🇴,Europe,NOK,6.301667,11,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Denmark,DNK,🇩🇰,Europe,DKK,5.612467,12,#14B8A6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Israel,ISR,🇮🇱,Middle East,ILS,3.577925,13,#6366F1,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Poland,POL,🇵🇱,Europe,PLN,3.154542,14,#E11D48,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Lithuania,LTU,🇱🇹,Europe,LTL,2.600292,15,#F59E0B,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Turkiye,TUR,🇹🇷,Europe/Asia,TRY,2.188542,16,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,New Zealand,NZL,🇳🇿,Oceania,NZD,1.205433,17,#7DD3FC,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Australia,AUS,🇦🇺,Oceania,AUD,1.109363,18,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Canada,CAN,🇨🇦,Americas,CAD,1.104747,19,#60A5FA,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,United States,USA,🇺🇸,Americas,USD,1.000000,20,#22D3EE,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Switzerland,CHE,🇨🇭,Europe,CHF,0.916151,21,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Austria,AUT,🇦🇹,Europe,EUR,0.752728,22,#F43F5E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Belgium,BEL,🇧🇪,Europe,EUR,0.752728,23,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Estonia,EST,🇪🇪,Europe,EUR,0.752728,24,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Finland,FIN,🇫🇮,Europe,EUR,0.752728,25,#84CC16,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,France,FRA,🇫🇷,Europe,EUR,0.752728,26,#3B82F6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Germany,DEU,🇩🇪,Europe,EUR,0.752728,27,#EAB308,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Greece,GRC,🇬🇷,Europe,EUR,0.752728,28,#06B6D4,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Ireland,IRL,🇮🇪,Europe,EUR,0.752728,29,#10B981,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Italy,ITA,🇮🇹,Europe,EUR,0.752728,30,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Latvia,LVA,🇱🇻,Europe,EUR,0.752728,31,#DC2626,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Luxembourg,LUX,🇱🇺,Europe,EUR,0.752728,32,#A3E635,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Netherlands,NLD,🇳🇱,Europe,EUR,0.752728,33,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Portugal,PRT,🇵🇹,Europe,EUR,0.752728,34,#16A34A,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Slovak Republic,SVK,🇸🇰,Europe,EUR,0.752728,35,#2563EB,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Slovenia,SVN,🇸🇮,Europe,EUR,0.752728,36,#65A30D,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,Spain,ESP,🇪🇸,Europe,EUR,0.752728,37,#FBBF24,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2014,United Kingdom,GBR,🇬🇧,Europe,GBP,0.607730,38,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Colombia,COL,🇨🇴,Americas,COP,2741.78,1,#FACC15,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,South Korea,KOR,🇰🇷,Asia,KRW,1130.95,2,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Chile,CHL,🇨🇱,Americas,CLP,654.1241,3,#EF4444,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Costa Rica,CRI,🇨🇷,Americas,CRC,534.5658,4,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Hungary,HUN,🇭🇺,Europe,HUF,279.3325,5,#EC4899,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Iceland,ISL,🇮🇸,Europe,ISK,131.9187,6,#0EA5E9,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Japan,JPN,🇯🇵,Asia,JPY,121.0440,7,#FB7185,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Czechia,CZE,🇨🇿,Europe,CZK,24.5987,8,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Mexico,MEX,🇲🇽,Americas,MXN,15.8483,9,#2DD4BF,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Sweden,SWE,🇸🇪,Europe,SEK,8.434841,10,#FDE047,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Norway,NOR,🇳🇴,Europe,NOK,8.064167,11,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Denmark,DNK,🇩🇰,Europe,DKK,6.727907,12,#14B8A6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Israel,ISR,🇮🇱,Middle East,ILS,3.886833,13,#6366F1,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Poland,POL,🇵🇱,Europe,PLN,3.769500,14,#E11D48,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Turkiye,TUR,🇹🇷,Europe/Asia,TRY,2.720009,15,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,New Zealand,NZL,🇳🇿,Oceania,NZD,1.433975,16,#7DD3FC,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Australia,AUS,🇦🇺,Oceania,AUD,1.331090,17,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Canada,CAN,🇨🇦,Americas,CAD,1.278786,18,#60A5FA,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,United States,USA,🇺🇸,Americas,USD,1.000000,19,#22D3EE,"World Bank PA.NUS.FCRF, annual average official exchange rate"
