date,year,quarter,month,name,code,region,value,rank,color,flag,worldCupWins
2007-12-17,2007,4,12,Argentina,ARG,CONMEBOL,1523,1,#6EC6FF,ARG,3
2007-12-17,2007,4,12,Brazil,BRA,CONMEBOL,1502,2,#FFE45C,BRA,5
2007-12-17,2007,4,12,Italy,ITA,UEFA,1498,3,#31D07D,ITA,4
2007-12-17,2007,4,12,Spain,ESP,UEFA,1349,4,#FF4B3E,ESP,1
2007-12-17,2007,4,12,Germany,GER,UEFA,1298,5,#FFCC33,GER,4
2007-12-17,2007,4,12,Czech Republic,CZE,UEFA,1290,6,#2F80ED,CZE,0
2007-12-17,2007,4,12,France,FRA,UEFA,1243,7,#4D7CFF,FRA,2
2007-12-17,2007,4,12,Portugal,POR,UEFA,1241,8,#34D399,POR,0
2008-03-12,2008,1,03,Argentina,ARG,CONMEBOL,1556,1,#6EC6FF,ARG,3
2008-03-12,2008,1,03,Brazil,BRA,CONMEBOL,1514,2,#FFE45C,BRA,5
2008-03-12,2008,1,03,Italy,ITA,UEFA,1505,3,#31D07D,ITA,4
2008-03-12,2008,1,03,Spain,ESP,UEFA,1355,4,#FF4B3E,ESP,1
2008-03-12,2008,1,03,Germany,GER,UEFA,1294,5,#FFCC33,GER,4
2008-03-12,2008,1,03,Czech Republic,CZE,UEFA,1253,6,#2F80ED,CZE,0
2008-03-12,2008,1,03,France,FRA,UEFA,1234,7,#4D7CFF,FRA,2
2008-03-12,2008,1,03,Portugal,POR,UEFA,1206,8,#34D399,POR,0
2008-06-04,2008,2,06,Argentina,ARG,CONMEBOL,1559,1,#6EC6FF,ARG,3
2008-06-04,2008,2,06,Brazil,BRA,CONMEBOL,1513,2,#FFE45C,BRA,5
2008-06-04,2008,2,06,Italy,ITA,UEFA,1424,3,#31D07D,ITA,4
2008-06-04,2008,2,06,Spain,ESP,UEFA,1303,4,#FF4B3E,ESP,1
2008-06-04,2008,2,06,Germany,GER,UEFA,1274,5,#FFCC33,GER,4
2008-06-04,2008,2,06,Czech Republic,CZE,UEFA,1246,6,#2F80ED,CZE,0
2008-06-04,2008,2,06,France,FRA,UEFA,1143,7,#4D7CFF,FRA,2
2008-06-04,2008,2,06,Greece,GRE,UEFA,1133,8,#B445E3,GRE,0
2008-09-03,2008,3,09,Spain,ESP,UEFA,1565,1,#FF4B3E,ESP,1
2008-09-03,2008,3,09,Italy,ITA,UEFA,1339,2,#31D07D,ITA,4
2008-09-03,2008,3,09,Germany,GER,UEFA,1329,3,#FFCC33,GER,4
2008-09-03,2008,3,09,Netherlands,NED,UEFA,1295,4,#FF8A3D,NED,0
2008-09-03,2008,3,09,Croatia,CRO,UEFA,1266,5,#FF5D5D,CRO,0
2008-09-03,2008,3,09,Brazil,BRA,CONMEBOL,1252,6,#FFE45C,BRA,5
2008-09-03,2008,3,09,Argentina,ARG,CONMEBOL,1230,7,#6EC6FF,ARG,3
2008-09-03,2008,3,09,Czech Republic,CZE,UEFA,1134,8,#2F80ED,CZE,0
2008-12-17,2008,4,12,Spain,ESP,UEFA,1663,1,#FF4B3E,ESP,1
2008-12-17,2008,4,12,Germany,GER,UEFA,1381,2,#FFCC33,GER,4
2008-12-17,2008,4,12,Netherlands,NED,UEFA,1338,3,#FF8A3D,NED,0
2008-12-17,2008,4,12,Italy,ITA,UEFA,1326,4,#31D07D,ITA,4
2008-12-17,2008,4,12,Brazil,BRA,CONMEBOL,1246,5,#FFE45C,BRA,5
2008-12-17,2008,4,12,Argentina,ARG,CONMEBOL,1180,6,#6EC6FF,ARG,3
2008-12-17,2008,4,12,Croatia,CRO,UEFA,1142,7,#FF5D5D,CRO,0
2008-12-17,2008,4,12,England,ENG,UEFA,1115,8,#F7F7F7,ENG,1
2009-03-11,2009,1,03,Spain,ESP,UEFA,1666,1,#FF4B3E,ESP,1
2009-03-11,2009,1,03,Germany,GER,UEFA,1366,2,#FFCC33,GER,4
2009-03-11,2009,1,03,Netherlands,NED,UEFA,1317,3,#FF8A3D,NED,0
2009-03-11,2009,1,03,Italy,ITA,UEFA,1284,4,#31D07D,ITA,4
2009-03-11,2009,1,03,Brazil,BRA,CONMEBOL,1260,5,#FFE45C,BRA,5
2009-03-11,2009,1,03,Argentina,ARG,CONMEBOL,1219,6,#6EC6FF,ARG,3
2009-03-11,2009,1,03,Croatia,CRO,UEFA,1169,7,#FF5D5D,CRO,0
2009-03-11,2009,1,03,Russia,RUS,UEFA,1128,8,#45E3AE,RUS,0
2009-06-03,2009,2,06,Spain,ESP,UEFA,1761,1,#FF4B3E,ESP,1
2009-06-03,2009,2,06,Netherlands,NED,UEFA,1442,2,#FF8A3D,NED,0
2009-06-03,2009,2,06,Germany,GER,UEFA,1378,3,#FFCC33,GER,4
2009-06-03,2009,2,06,Italy,ITA,UEFA,1292,4,#31D07D,ITA,4
2009-06-03,2009,2,06,Brazil,BRA,CONMEBOL,1288,5,#FFE45C,BRA,5
2009-06-03,2009,2,06,England,ENG,UEFA,1225,6,#F7F7F7,ENG,1
2009-06-03,2009,2,06,Argentina,ARG,CONMEBOL,1203,7,#6EC6FF,ARG,3
2009-06-03,2009,2,06,Croatia,CRO,UEFA,1200,8,#FF5D5D,CRO,0
2009-09-02,2009,3,09,Brazil,BRA,CONMEBOL,1604,1,#FFE45C,BRA,5
2009-09-02,2009,3,09,Spain,ESP,UEFA,1588,2,#FF4B3E,ESP,1
2009-09-02,2009,3,09,Netherlands,NED,UEFA,1376,3,#FF8A3D,NED,0
2009-09-02,2009,3,09,Germany,GER,UEFA,1186,4,#FFCC33,GER,4
2009-09-02,2009,3,09,Italy,ITA,UEFA,1186,4,#31D07D,ITA,4
2009-09-02,2009,3,09,Russia,RUS,UEFA,1129,6,#45E3AE,RUS,0
2009-09-02,2009,3,09,England,ENG,UEFA,1127,7,#F7F7F7,ENG,1
2009-09-02,2009,3,09,Argentina,ARG,CONMEBOL,1113,8,#6EC6FF,ARG,3
2009-12-16,2009,4,12,Spain,ESP,UEFA,1627,1,#FF4B3E,ESP,1
2009-12-16,2009,4,12,Brazil,BRA,CONMEBOL,1568,2,#FFE45C,BRA,5
2009-12-16,2009,4,12,Netherlands,NED,UEFA,1288,3,#FF8A3D,NED,0
2009-12-16,2009,4,12,Italy,ITA,UEFA,1209,4,#31D07D,ITA,4
2009-12-16,2009,4,12,Portugal,POR,UEFA,1176,5,#34D399,POR,0
2009-12-16,2009,4,12,Germany,GER,UEFA,1173,6,#FFCC33,GER,4
2009-12-16,2009,4,12,France,FRA,UEFA,1117,7,#4D7CFF,FRA,2
2009-12-16,2009,4,12,Argentina,ARG,CONMEBOL,1085,8,#6EC6FF,ARG,3
2010-03-31,2010,1,03,Spain,ESP,UEFA,1602,1,#FF4B3E,ESP,1
2010-03-31,2010,1,03,Brazil,BRA,CONMEBOL,1589,2,#FFE45C,BRA,5
2010-03-31,2010,1,03,Netherlands,NED,UEFA,1261,3,#FF8A3D,NED,0
2010-03-31,2010,1,03,Portugal,POR,UEFA,1214,4,#34D399,POR,0
2010-03-31,2010,1,03,Italy,ITA,UEFA,1183,5,#31D07D,ITA,4
2010-03-31,2010,1,03,Germany,GER,UEFA,1157,6,#FFCC33,GER,4
2010-03-31,2010,1,03,England,ENG,UEFA,1120,7,#F7F7F7,ENG,1
2010-03-31,2010,1,03,France,FRA,UEFA,1077,8,#4D7CFF,FRA,2
2010-05-26,2010,2,05,Brazil,BRA,CONMEBOL,1611,1,#FFE45C,BRA,5
2010-05-26,2010,2,05,Spain,ESP,UEFA,1565,2,#FF4B3E,ESP,1
2010-05-26,2010,2,05,Portugal,POR,UEFA,1249,3,#34D399,POR,0
2010-05-26,2010,2,05,Netherlands,NED,UEFA,1231,4,#FF8A3D,NED,0
2010-05-26,2010,2,05,Italy,ITA,UEFA,1184,5,#31D07D,ITA,4
2010-05-26,2010,2,05,Germany,GER,UEFA,1082,6,#FFCC33,GER,4
2010-05-26,2010,2,05,Argentina,ARG,CONMEBOL,1076,7,#6EC6FF,ARG,3
2010-05-26,2010,2,05,England,ENG,UEFA,1068,8,#F7F7F7,ENG,1
2010-09-15,2010,3,09,Spain,ESP,UEFA,1824,1,#FF4B3E,ESP,1
2010-09-15,2010,3,09,Netherlands,NED,UEFA,1663,2,#FF8A3D,NED,0
2010-09-15,2010,3,09,Germany,GER,UEFA,1490,3,#FFCC33,GER,4
2010-09-15,2010,3,09,Brazil,BRA,CONMEBOL,1480,4,#FFE45C,BRA,5
2010-09-15,2010,3,09,Argentina,ARG,CONMEBOL,1351,5,#6EC6FF,ARG,3
2010-09-15,2010,3,09,England,ENG,UEFA,1191,6,#F7F7F7,ENG,1
2010-09-15,2010,3,09,Uruguay,URU,CONMEBOL,1182,7,#77C8FF,URU,2
2010-09-15,2010,3,09,Portugal,POR,UEFA,1049,8,#34D399,POR,0
2010-12-15,2010,4,12,Spain,ESP,UEFA,1887,1,#FF4B3E,ESP,1
2010-12-15,2010,4,12,Netherlands,NED,UEFA,1723,2,#FF8A3D,NED,0
2010-12-15,2010,4,12,Germany,GER,UEFA,1485,3,#FFCC33,GER,4
2010-12-15,2010,4,12,Brazil,BRA,CONMEBOL,1446,4,#FFE45C,BRA,5
2010-12-15,2010,4,12,Argentina,ARG,CONMEBOL,1338,5,#6EC6FF,ARG,3
2010-12-15,2010,4,12,England,ENG,UEFA,1195,6,#F7F7F7,ENG,1
2010-12-15,2010,4,12,Uruguay,URU,CONMEBOL,1153,7,#77C8FF,URU,2
2010-12-15,2010,4,12,Portugal,POR,UEFA,1090,8,#34D399,POR,0
2011-03-09,2011,1,03,Spain,ESP,UEFA,1880,1,#FF4B3E,ESP,1
2011-03-09,2011,1,03,Netherlands,NED,UEFA,1730,2,#FF8A3D,NED,0
2011-03-09,2011,1,03,Germany,GER,UEFA,1486,3,#FFCC33,GER,4
2011-03-09,2011,1,03,Argentina,ARG,CONMEBOL,1412,4,#6EC6FF,ARG,3
2011-03-09,2011,1,03,Brazil,BRA,CONMEBOL,1411,5,#FFE45C,BRA,5
2011-03-09,2011,1,03,England,ENG,UEFA,1212,6,#F7F7F7,ENG,1
2011-03-09,2011,1,03,Uruguay,URU,CONMEBOL,1172,7,#77C8FF,URU,2
2011-03-09,2011,1,03,Croatia,CRO,UEFA,1071,8,#FF5D5D,CRO,0
2011-06-29,2011,2,06,Spain,ESP,UEFA,1871,1,#FF4B3E,ESP,1
2011-06-29,2011,2,06,Netherlands,NED,UEFA,1661,2,#FF8A3D,NED,0
2011-06-29,2011,2,06,Germany,GER,UEFA,1417,3,#FFCC33,GER,4
2011-06-29,2011,2,06,England,ENG,UEFA,1146,4,#F7F7F7,ENG,1
2011-06-29,2011,2,06,Brazil,BRA,CONMEBOL,1131,5,#FFE45C,BRA,5
2011-06-29,2011,2,06,Italy,ITA,UEFA,1059,6,#31D07D,ITA,4
2011-06-29,2011,2,06,Portugal,POR,UEFA,1046,7,#34D399,POR,0
2011-06-29,2011,2,06,Croatia,CRO,UEFA,1033,8,#FF5D5D,CRO,0
2011-09-21,2011,3,09,Spain,ESP,UEFA,1605,1,#FF4B3E,ESP,1
2011-09-21,2011,3,09,Netherlands,NED,UEFA,1571,2,#FF8A3D,NED,0
2011-09-21,2011,3,09,Germany,GER,UEFA,1290,3,#FFCC33,GER,4
2011-09-21,2011,3,09,Uruguay,URU,CONMEBOL,1184,4,#77C8FF,URU,2
2011-09-21,2011,3,09,Portugal,POR,UEFA,1158,5,#34D399,POR,0
2011-09-21,2011,3,09,Italy,ITA,UEFA,1142,6,#31D07D,ITA,4
2011-09-21,2011,3,09,Brazil,BRA,CONMEBOL,1132,7,#FFE45C,BRA,5
2011-09-21,2011,3,09,England,ENG,UEFA,1089,8,#F7F7F7,ENG,1
2011-12-21,2011,4,12,Spain,ESP,UEFA,1564,1,#FF4B3E,ESP,1
2011-12-21,2011,4,12,Netherlands,NED,UEFA,1365,2,#FF8A3D,NED,0
2011-12-21,2011,4,12,Germany,GER,UEFA,1345,3,#FFCC33,GER,4
2011-12-21,2011,4,12,Uruguay,URU,CONMEBOL,1309,4,#77C8FF,URU,2
2011-12-21,2011,4,12,England,ENG,UEFA,1173,5,#F7F7F7,ENG,1
2011-12-21,2011,4,12,Brazil,BRA,CONMEBOL,1143,6,#FFE45C,BRA,5
2011-12-21,2011,4,12,Portugal,POR,UEFA,1100,7,#34D399,POR,0
2011-12-21,2011,4,12,Croatia,CRO,UEFA,1091,8,#FF5D5D,CRO,0
2012-03-07,2012,1,03,Spain,ESP,UEFA,1561,1,#FF4B3E,ESP,1
2012-03-07,2012,1,03,Netherlands,NED,UEFA,1379,2,#FF8A3D,NED,0
2012-03-07,2012,1,03,Germany,GER,UEFA,1332,3,#FFCC33,GER,4
2012-03-07,2012,1,03,Uruguay,URU,CONMEBOL,1289,4,#77C8FF,URU,2
2012-03-07,2012,1,03,Brazil,BRA,CONMEBOL,1157,5,#FFE45C,BRA,5
2012-03-07,2012,1,03,England,ENG,UEFA,1121,6,#F7F7F7,ENG,1
2012-03-07,2012,1,03,Portugal,POR,UEFA,1106,7,#34D399,POR,0
2012-03-07,2012,1,03,Argentina,ARG,CONMEBOL,1102,8,#6EC6FF,ARG,3
2012-06-06,2012,2,06,Spain,ESP,UEFA,1456,1,#FF4B3E,ESP,1
2012-06-06,2012,2,06,Uruguay,URU,CONMEBOL,1292,2,#77C8FF,URU,2
2012-06-06,2012,2,06,Germany,GER,UEFA,1288,3,#FFCC33,GER,4
2012-06-06,2012,2,06,Netherlands,NED,UEFA,1234,4,#FF8A3D,NED,0
2012-06-06,2012,2,06,Brazil,BRA,CONMEBOL,1155,5,#FFE45C,BRA,5
2012-06-06,2012,2,06,England,ENG,UEFA,1145,6,#F7F7F7,ENG,1
2012-06-06,2012,2,06,Argentina,ARG,CONMEBOL,1137,7,#6EC6FF,ARG,3
2012-06-06,2012,2,06,Croatia,CRO,UEFA,1053,8,#FF5D5D,CRO,0
2012-09-05,2012,3,09,Spain,ESP,UEFA,1617,1,#FF4B3E,ESP,1
2012-09-05,2012,3,09,Germany,GER,UEFA,1437,2,#FFCC33,GER,4
2012-09-05,2012,3,09,England,ENG,UEFA,1274,3,#F7F7F7,ENG,1
2012-09-05,2012,3,09,Portugal,POR,UEFA,1232,4,#34D399,POR,0
2012-09-05,2012,3,09,Uruguay,URU,CONMEBOL,1217,5,#77C8FF,URU,2
2012-09-05,2012,3,09,Italy,ITA,UEFA,1174,6,#31D07D,ITA,4
2012-09-05,2012,3,09,Argentina,ARG,CONMEBOL,1121,7,#6EC6FF,ARG,3
2012-09-05,2012,3,09,Netherlands,NED,UEFA,1044,8,#FF8A3D,NED,0
2012-12-19,2012,4,12,Spain,ESP,UEFA,1606,1,#FF4B3E,ESP,1
2012-12-19,2012,4,12,Germany,GER,UEFA,1437,2,#FFCC33,GER,4
2012-12-19,2012,4,12,Argentina,ARG,CONMEBOL,1290,3,#6EC6FF,ARG,3
2012-12-19,2012,4,12,Italy,ITA,UEFA,1165,4,#31D07D,ITA,4
2012-12-19,2012,4,12,Colombia,COL,CONMEBOL,1164,5,#FFD84D,COL,0
2012-12-19,2012,4,12,England,ENG,UEFA,1151,6,#F7F7F7,ENG,1
2012-12-19,2012,4,12,Portugal,POR,UEFA,1144,7,#34D399,POR,0
2012-12-19,2012,4,12,Netherlands,NED,UEFA,1124,8,#FF8A3D,NED,0
2013-03-14,2013,1,03,Spain,ESP,UEFA,1610,1,#FF4B3E,ESP,1
2013-03-14,2013,1,03,Germany,GER,UEFA,1473,2,#FFCC33,GER,4
2013-03-14,2013,1,03,Argentina,ARG,CONMEBOL,1309,3,#6EC6FF,ARG,3
2013-03-14,2013,1,03,England,ENG,UEFA,1174,4,#F7F7F7,ENG,1
2013-03-14,2013,1,03,Italy,ITA,UEFA,1173,5,#31D07D,ITA,4
2013-03-14,2013,1,03,Colombia,COL,CONMEBOL,1159,6,#FFD84D,COL,0
2013-03-14,2013,1,03,Portugal,POR,UEFA,1133,7,#34D399,POR,0
2013-03-14,2013,1,03,Netherlands,NED,UEFA,1106,8,#FF8A3D,NED,0
2013-06-06,2013,2,06,Spain,ESP,UEFA,1614,1,#FF4B3E,ESP,1
2013-06-06,2013,2,06,Germany,GER,UEFA,1416,2,#FFCC33,GER,4
2013-06-06,2013,2,06,Argentina,ARG,CONMEBOL,1287,3,#6EC6FF,ARG,3
2013-06-06,2013,2,06,Croatia,CRO,UEFA,1222,4,#FF5D5D,CRO,0
2013-06-06,2013,2,06,Netherlands,NED,UEFA,1158,5,#FF8A3D,NED,0
2013-06-06,2013,2,06,Portugal,POR,UEFA,1137,6,#34D399,POR,0
2013-06-06,2013,2,06,Colombia,COL,CONMEBOL,1123,7,#FFD84D,COL,0
2013-06-06,2013,2,06,Italy,ITA,UEFA,1097,8,#31D07D,ITA,4
2013-09-12,2013,3,09,Spain,ESP,UEFA,1514,1,#FF4B3E,ESP,1
2013-09-12,2013,3,09,Argentina,ARG,CONMEBOL,1263,2,#6EC6FF,ARG,3
2013-09-12,2013,3,09,Germany,GER,UEFA,1261,3,#FFCC33,GER,4
2013-09-12,2013,3,09,Italy,ITA,UEFA,1199,4,#31D07D,ITA,4
2013-09-12,2013,3,09,Colombia,COL,CONMEBOL,1180,5,#FFD84D,COL,0
2013-09-12,2013,3,09,Belgium,BEL,UEFA,1159,6,#FFE15A,BEL,0
2013-09-12,2013,3,09,Uruguay,URU,CONMEBOL,1126,7,#77C8FF,URU,2
2013-09-12,2013,3,09,Brazil,BRA,CONMEBOL,1067,8,#FFE45C,BRA,5
2013-12-19,2013,4,12,Spain,ESP,UEFA,1507,1,#FF4B3E,ESP,1
2013-12-19,2013,4,12,Germany,GER,UEFA,1318,2,#FFCC33,GER,4
2013-12-19,2013,4,12,Argentina,ARG,CONMEBOL,1251,3,#6EC6FF,ARG,3
2013-12-19,2013,4,12,Colombia,COL,CONMEBOL,1200,4,#FFD84D,COL,0
2013-12-19,2013,4,12,Portugal,POR,UEFA,1172,5,#34D399,POR,0
2013-12-19,2013,4,12,Uruguay,URU,CONMEBOL,1132,6,#77C8FF,URU,2
2013-12-19,2013,4,12,Italy,ITA,UEFA,1120,7,#31D07D,ITA,4
2013-12-19,2013,4,12,Switzerland,SUI,UEFA,1113,8,#E39745,SUI,0
2014-03-13,2014,1,03,Spain,ESP,UEFA,1510,1,#FF4B3E,ESP,1
2014-03-13,2014,1,03,Germany,GER,UEFA,1336,2,#FFCC33,GER,4
2014-03-13,2014,1,03,Argentina,ARG,CONMEBOL,1234,3,#6EC6FF,ARG,3
2014-03-13,2014,1,03,Portugal,POR,UEFA,1199,4,#34D399,POR,0
2014-03-13,2014,1,03,Colombia,COL,CONMEBOL,1183,5,#FFD84D,COL,0
2014-03-13,2014,1,03,Uruguay,URU,CONMEBOL,1126,6,#77C8FF,URU,2
2014-03-13,2014,1,03,Switzerland,SUI,UEFA,1123,7,#E39745,SUI,0
2014-03-13,2014,1,03,Italy,ITA,UEFA,1112,8,#31D07D,ITA,4
2014-06-05,2014,2,06,Spain,ESP,UEFA,1485,1,#FF4B3E,ESP,1
2014-06-05,2014,2,06,Germany,GER,UEFA,1300,2,#FFCC33,GER,4
2014-06-05,2014,2,06,Brazil,BRA,CONMEBOL,1242,3,#FFE45C,BRA,5
2014-06-05,2014,2,06,Portugal,POR,UEFA,1189,4,#34D399,POR,0
2014-06-05,2014,2,06,Argentina,ARG,CONMEBOL,1175,5,#6EC6FF,ARG,3
2014-06-05,2014,2,06,Switzerland,SUI,UEFA,1149,6,#E39745,SUI,0
2014-06-05,2014,2,06,Uruguay,URU,CONMEBOL,1147,7,#77C8FF,URU,2
2014-06-05,2014,2,06,Colombia,COL,CONMEBOL,1137,8,#FFD84D,COL,0
2014-09-18,2014,3,09,Germany,GER,UEFA,1765,1,#FFCC33,GER,4
2014-09-18,2014,3,09,Argentina,ARG,CONMEBOL,1631,2,#6EC6FF,ARG,3
2014-09-18,2014,3,09,Colombia,COL,CONMEBOL,1488,3,#FFD84D,COL,0
2014-09-18,2014,3,09,Netherlands,NED,UEFA,1456,4,#FF8A3D,NED,0
2014-09-18,2014,3,09,Belgium,BEL,UEFA,1444,5,#FFE15A,BEL,0
2014-09-18,2014,3,09,Brazil,BRA,CONMEBOL,1291,6,#FFE45C,BRA,5
2014-09-18,2014,3,09,Uruguay,URU,CONMEBOL,1243,7,#77C8FF,URU,2
2014-09-18,2014,3,09,Spain,ESP,UEFA,1228,8,#FF4B3E,ESP,1
2014-12-18,2014,4,12,Germany,GER,UEFA,1725,1,#FFCC33,GER,4
2014-12-18,2014,4,12,Argentina,ARG,CONMEBOL,1538,2,#6EC6FF,ARG,3
2014-12-18,2014,4,12,Colombia,COL,CONMEBOL,1450,3,#FFD84D,COL,0
2014-12-18,2014,4,12,Belgium,BEL,UEFA,1417,4,#FFE15A,BEL,0
2014-12-18,2014,4,12,Netherlands,NED,UEFA,1374,5,#FF8A3D,NED,0
2014-12-18,2014,4,12,Brazil,BRA,CONMEBOL,1316,6,#FFE45C,BRA,5
2014-12-18,2014,4,12,Portugal,POR,UEFA,1160,7,#34D399,POR,0
2014-12-18,2014,4,12,France,FRA,UEFA,1160,7,#4D7CFF,FRA,2
2015-03-12,2015,1,03,Germany,GER,UEFA,1770,1,#FFCC33,GER,4
2015-03-12,2015,1,03,Argentina,ARG,CONMEBOL,1577,2,#6EC6FF,ARG,3
2015-03-12,2015,1,03,Colombia,COL,CONMEBOL,1499,3,#FFD84D,COL,0
2015-03-12,2015,1,03,Belgium,BEL,UEFA,1471,4,#FFE15A,BEL,0
2015-03-12,2015,1,03,Netherlands,NED,UEFA,1415,5,#FF8A3D,NED,0
2015-03-12,2015,1,03,Brazil,BRA,CONMEBOL,1348,6,#FFE45C,BRA,5
2015-03-12,2015,1,03,Portugal,POR,UEFA,1191,7,#34D399,POR,0
2015-03-12,2015,1,03,France,FRA,UEFA,1180,8,#4D7CFF,FRA,2
2015-06-04,2015,2,06,Germany,GER,UEFA,1775,1,#FFCC33,GER,4
2015-06-04,2015,2,06,Belgium,BEL,UEFA,1509,2,#FFE15A,BEL,0
2015-06-04,2015,2,06,Argentina,ARG,CONMEBOL,1496,3,#6EC6FF,ARG,3
2015-06-04,2015,2,06,Colombia,COL,CONMEBOL,1435,4,#FFD84D,COL,0
2015-06-04,2015,2,06,Brazil,BRA,CONMEBOL,1392,5,#FFE45C,BRA,5
2015-06-04,2015,2,06,Netherlands,NED,UEFA,1378,6,#FF8A3D,NED,0
2015-06-04,2015,2,06,Portugal,POR,UEFA,1229,7,#34D399,POR,0
2015-06-04,2015,2,06,Uruguay,URU,CONMEBOL,1183,8,#77C8FF,URU,2
2015-09-03,2015,3,09,Argentina,ARG,CONMEBOL,1442,1,#6EC6FF,ARG,3
2015-09-03,2015,3,09,Belgium,BEL,UEFA,1269,2,#FFE15A,BEL,0
2015-09-03,2015,3,09,Germany,GER,UEFA,1248,3,#FFCC33,GER,4
2015-09-03,2015,3,09,Colombia,COL,CONMEBOL,1224,4,#FFD84D,COL,0
2015-09-03,2015,3,09,Brazil,BRA,CONMEBOL,1209,5,#FFE45C,BRA,5
2015-09-03,2015,3,09,Portugal,POR,UEFA,1186,6,#34D399,POR,0
2015-09-03,2015,3,09,Romania,ROU,UEFA,1176,7,#E34584,ROU,0
2015-09-03,2015,3,09,Chile,CHI,CONMEBOL,1149,8,#8FE345,CHI,0
2015-12-03,2015,4,12,Belgium,BEL,UEFA,1494,1,#FFE15A,BEL,0
2015-12-03,2015,4,12,Argentina,ARG,CONMEBOL,1455,2,#6EC6FF,ARG,3
2015-12-03,2015,4,12,Spain,ESP,UEFA,1370,3,#FF4B3E,ESP,1
2015-12-03,2015,4,12,Germany,GER,UEFA,1347,4,#FFCC33,GER,4
2015-12-03,2015,4,12,Chile,CHI,CONMEBOL,1273,5,#8FE345,CHI,0
2015-12-03,2015,4,12,Brazil,BRA,CONMEBOL,1251,6,#FFE45C,BRA,5
2015-12-03,2015,4,12,Portugal,POR,UEFA,1219,7,#34D399,POR,0
2015-12-03,2015,4,12,Colombia,COL,CONMEBOL,1211,8,#FFD84D,COL,0
2016-03-03,2016,1,03,Belgium,BEL,UEFA,1506,1,#FFE15A,BEL,0
2016-03-03,2016,1,03,Argentina,ARG,CONMEBOL,1457,2,#6EC6FF,ARG,3
2016-03-03,2016,1,03,Spain,ESP,UEFA,1374,3,#FF4B3E,ESP,1
2016-03-03,2016,1,03,Germany,GER,UEFA,1355,4,#FFCC33,GER,4
2016-03-03,2016,1,03,Chile,CHI,CONMEBOL,1307,5,#8FE345,CHI,0
2016-03-03,2016,1,03,Brazil,BRA,CONMEBOL,1254,6,#FFE45C,BRA,5
2016-03-03,2016,1,03,Portugal,POR,UEFA,1234,7,#34D399,POR,0
2016-03-03,2016,1,03,Colombia,COL,CONMEBOL,1215,8,#FFD84D,COL,0
2016-06-02,2016,2,06,Argentina,ARG,CONMEBOL,1503,1,#6EC6FF,ARG,3
2016-06-02,2016,2,06,Belgium,BEL,UEFA,1384,2,#FFE15A,BEL,0
2016-06-02,2016,2,06,Colombia,COL,CONMEBOL,1328,3,#FFD84D,COL,0
2016-06-02,2016,2,06,Germany,GER,UEFA,1310,4,#FFCC33,GER,4
2016-06-02,2016,2,06,Chile,CHI,CONMEBOL,1293,5,#8FE345,CHI,0
2016-06-02,2016,2,06,Spain,ESP,UEFA,1267,6,#FF4B3E,ESP,1
2016-06-02,2016,2,06,Brazil,BRA,CONMEBOL,1257,7,#FFE45C,BRA,5
2016-06-02,2016,2,06,Portugal,POR,UEFA,1181,8,#34D399,POR,0
2016-09-15,2016,3,09,Argentina,ARG,CONMEBOL,1646,1,#6EC6FF,ARG,3
2016-09-15,2016,3,09,Belgium,BEL,UEFA,1369,2,#FFE15A,BEL,0
2016-09-15,2016,3,09,Germany,GER,UEFA,1347,3,#FFCC33,GER,4
2016-09-15,2016,3,09,Colombia,COL,CONMEBOL,1323,4,#FFD84D,COL,0
2016-09-15,2016,3,09,Brazil,BRA,CONMEBOL,1323,4,#FFE45C,BRA,5
2016-09-15,2016,3,09,Chile,CHI,CONMEBOL,1284,6,#8FE345,CHI,0
2016-09-15,2016,3,09,Portugal,POR,UEFA,1228,7,#34D399,POR,0
2016-09-15,2016,3,09,France,FRA,UEFA,1188,8,#4D7CFF,FRA,2
2016-12-22,2016,4,12,Argentina,ARG,CONMEBOL,1634,1,#6EC6FF,ARG,3
2016-12-22,2016,4,12,Brazil,BRA,CONMEBOL,1544,2,#FFE45C,BRA,5
2016-12-22,2016,4,12,Germany,GER,UEFA,1433,3,#FFCC33,GER,4
2016-12-22,2016,4,12,Chile,CHI,CONMEBOL,1404,4,#8FE345,CHI,0
2016-12-22,2016,4,12,Belgium,BEL,UEFA,1368,5,#FFE15A,BEL,0
2016-12-22,2016,4,12,Colombia,COL,CONMEBOL,1345,6,#FFD84D,COL,0
2016-12-22,2016,4,12,France,FRA,UEFA,1305,7,#4D7CFF,FRA,2
2016-12-22,2016,4,12,Portugal,POR,UEFA,1229,8,#34D399,POR,0
2017-03-09,2017,1,03,Argentina,ARG,CONMEBOL,1644,1,#6EC6FF,ARG,3
2017-03-09,2017,1,03,Brazil,BRA,CONMEBOL,1534,2,#FFE45C,BRA,5
2017-03-09,2017,1,03,Germany,GER,UEFA,1443,3,#FFCC33,GER,4
2017-03-09,2017,1,03,Chile,CHI,CONMEBOL,1389,4,#8FE345,CHI,0
2017-03-09,2017,1,03,Belgium,BEL,UEFA,1379,5,#FFE15A,BEL,0
2017-03-09,2017,1,03,France,FRA,UEFA,1318,6,#4D7CFF,FRA,2
2017-03-09,2017,1,03,Colombia,COL,CONMEBOL,1312,7,#FFD84D,COL,0
2017-03-09,2017,1,03,Portugal,POR,UEFA,1240,8,#34D399,POR,0
