date,year,quarter,month,name,code,region,value,rank,color,flag,worldCupWins
1993-11-19,1993,4,11,Republic of Ireland,IRL,UEFA,54,13,#E3CB45,IRL,0
1993-11-19,1993,4,11,Russia,RUS,UEFA,52,14,#45E3AE,RUS,0
1993-11-19,1993,4,11,France,FRA,UEFA,52,15,#4D7CFF,FRA,2
1993-11-19,1993,4,11,Nigeria,NGA,CAF,52,16,#45D9E3,NGA,0
1993-11-19,1993,4,11,Mexico,MEX,CONCACAF,51,17,#20C997,MEX,0
1993-11-19,1993,4,11,Uruguay,URU,CONMEBOL,51,18,#77C8FF,URU,2
1993-11-19,1993,4,11,Czechoslovakia,TCH,UEFA,50,19,#C1E345,TCH,0
1993-11-19,1993,4,11,Portugal,POR,UEFA,49,20,#34D399,POR,0
1993-11-19,1993,4,11,Colombia,COL,CONMEBOL,49,21,#FFD84D,COL,0
1993-11-19,1993,4,11,Belgium,BEL,UEFA,47,22,#FFE15A,BEL,0
1993-11-19,1993,4,11,Bulgaria,BUL,UEFA,46,23,#7245E3,BUL,0
1993-11-19,1993,4,11,Cameroon,CMR,CAF,46,24,#6F45E3,CMR,0
1993-11-19,1993,4,11,Scotland,SCO,UEFA,45,25,#45B1E3,SCO,0
1993-11-19,1993,4,11,Poland,POL,UEFA,45,26,#45A1E3,POL,0
1993-11-19,1993,4,11,USA,USA,CONCACAF,45,27,#4DA3FF,USA,0
1993-11-19,1993,4,11,Wales,WAL,UEFA,44,28,#E37445,WAL,0
1993-11-19,1993,4,11,Zambia,ZAM,CAF,44,29,#E37F45,ZAM,0
1993-11-19,1993,4,11,Morocco,MAR,CAF,44,30,#45E36A,MAR,0
1993-11-19,1993,4,11,Egypt,EGY,CAF,43,31,#45B1E3,EGY,0
1993-11-19,1993,4,11,Greece,GRE,UEFA,42,32,#B445E3,GRE,0
1993-11-19,1993,4,11,Algeria,ALG,CAF,42,33,#8FE345,ALG,0
1993-11-19,1993,4,11,Côte d'Ivoire,CIV,CAF,41,34,#45E36F,CIV,0
1993-11-19,1993,4,11,Austria,AUT,UEFA,41,35,#E38445,AUT,0
1993-11-19,1993,4,11,Tunisia,TUN,CAF,40,36,#A645E3,TUN,0
1993-11-19,1993,4,11,Costa Rica,CRC,CONCACAF,39,37,#E3A445,CRC,0
1993-11-19,1993,4,11,Saudi Arabia,KSA,AFC,38,38,#45C1E3,KSA,0
1993-11-19,1993,4,11,Korea Republic,KOR,AFC,38,39,#9EE345,KOR,0
1993-11-19,1993,4,11,Honduras,HON,CONCACAF,38,40,#B1E345,HON,0
1993-12-23,1993,4,12,Germany,GER,UEFA,59,1,#FFCC33,GER,4
1993-12-23,1993,4,12,Italy,ITA,UEFA,59,2,#31D07D,ITA,4
1993-12-23,1993,4,12,Brazil,BRA,CONMEBOL,59,3,#FFE45C,BRA,5
1993-12-23,1993,4,12,Norway,NOR,UEFA,58,4,#97E345,NOR,0
1993-12-23,1993,4,12,Spain,ESP,UEFA,57,5,#FF4B3E,ESP,1
1993-12-23,1993,4,12,Denmark,DEN,UEFA,57,6,#5245E3,DEN,0
1993-12-23,1993,4,12,Netherlands,NED,UEFA,57,7,#FF8A3D,NED,0
1993-12-23,1993,4,12,Argentina,ARG,CONMEBOL,55,8,#6EC6FF,ARG,3
1993-12-23,1993,4,12,Sweden,SWE,UEFA,55,9,#97E345,SWE,0
1993-12-23,1993,4,12,Republic of Ireland,IRL,UEFA,54,10,#E3CB45,IRL,0
1993-12-23,1993,4,12,England,ENG,UEFA,54,11,#F7F7F7,ENG,1
1993-12-23,1993,4,12,Switzerland,SUI,UEFA,54,12,#E39745,SUI,0
1993-12-23,1993,4,12,Romania,ROU,UEFA,52,13,#E34584,ROU,0
1993-12-23,1993,4,12,Russia,RUS,UEFA,52,14,#45E3AE,RUS,0
1993-12-23,1993,4,12,France,FRA,UEFA,52,15,#4D7CFF,FRA,2
1993-12-23,1993,4,12,Mexico,MEX,CONCACAF,51,16,#20C997,MEX,0
1993-12-23,1993,4,12,Uruguay,URU,CONMEBOL,51,17,#77C8FF,URU,2
1993-12-23,1993,4,12,Nigeria,NGA,CAF,51,18,#45D9E3,NGA,0
1993-12-23,1993,4,12,Czechoslovakia,TCH,UEFA,49,19,#C1E345,TCH,0
1993-12-23,1993,4,12,Portugal,POR,UEFA,49,20,#34D399,POR,0
1993-12-23,1993,4,12,Colombia,COL,CONMEBOL,48,21,#FFD84D,COL,0
1993-12-23,1993,4,12,USA,USA,CONCACAF,46,22,#4DA3FF,USA,0
1993-12-23,1993,4,12,Cameroon,CMR,CAF,46,23,#6F45E3,CMR,0
1993-12-23,1993,4,12,Scotland,SCO,UEFA,45,24,#45B1E3,SCO,0
1993-12-23,1993,4,12,Belgium,BEL,UEFA,45,25,#FFE15A,BEL,0
1993-12-23,1993,4,12,Egypt,EGY,CAF,45,26,#45B1E3,EGY,0
1993-12-23,1993,4,12,Zambia,ZAM,CAF,45,27,#E37F45,ZAM,0
1993-12-23,1993,4,12,Poland,POL,UEFA,45,28,#45A1E3,POL,0
1993-12-23,1993,4,12,Wales,WAL,UEFA,44,29,#E37445,WAL,0
1993-12-23,1993,4,12,Morocco,MAR,CAF,44,30,#45E36A,MAR,0
1993-12-23,1993,4,12,Bulgaria,BUL,UEFA,44,31,#7245E3,BUL,0
1993-12-23,1993,4,12,Tunisia,TUN,CAF,43,32,#A645E3,TUN,0
1993-12-23,1993,4,12,Côte d'Ivoire,CIV,CAF,42,33,#45E36F,CIV,0
1993-12-23,1993,4,12,Greece,GRE,UEFA,42,34,#B445E3,GRE,0
1993-12-23,1993,4,12,Algeria,ALG,CAF,42,35,#8FE345,ALG,0
1993-12-23,1993,4,12,Austria,AUT,UEFA,40,36,#E38445,AUT,0
1993-12-23,1993,4,12,Ghana,GHA,CAF,40,37,#E34599,GHA,0
1993-12-23,1993,4,12,Saudi Arabia,KSA,AFC,39,38,#45C1E3,KSA,0
1993-12-23,1993,4,12,Northern Ireland,NIR,UEFA,38,39,#8145E3,NIR,0
1993-12-23,1993,4,12,Honduras,HON,CONCACAF,38,40,#B1E345,HON,0
1994-02-15,1994,1,02,Germany,GER,UEFA,59,1,#FFCC33,GER,4
1994-02-15,1994,1,02,Brazil,BRA,CONMEBOL,58,2,#FFE45C,BRA,5
1994-02-15,1994,1,02,Netherlands,NED,UEFA,57,3,#FF8A3D,NED,0
1994-02-15,1994,1,02,Denmark,DEN,UEFA,57,4,#5245E3,DEN,0
1994-02-15,1994,1,02,Norway,NOR,UEFA,57,5,#97E345,NOR,0
1994-02-15,1994,1,02,Spain,ESP,UEFA,57,6,#FF4B3E,ESP,1
1994-02-15,1994,1,02,Italy,ITA,UEFA,57,7,#31D07D,ITA,4
1994-02-15,1994,1,02,Switzerland,SUI,UEFA,56,8,#E39745,SUI,0
1994-02-15,1994,1,02,Argentina,ARG,CONMEBOL,55,9,#6EC6FF,ARG,3
1994-02-15,1994,1,02,Sweden,SWE,UEFA,54,10,#97E345,SWE,0
1994-02-15,1994,1,02,Republic of Ireland,IRL,UEFA,54,11,#E3CB45,IRL,0
1994-02-15,1994,1,02,England,ENG,UEFA,54,12,#F7F7F7,ENG,1
1994-02-15,1994,1,02,Russia,RUS,UEFA,53,13,#45E3AE,RUS,0
1994-02-15,1994,1,02,France,FRA,UEFA,52,14,#4D7CFF,FRA,2
1994-02-15,1994,1,02,Nigeria,NGA,CAF,51,15,#45D9E3,NGA,0
1994-02-15,1994,1,02,Uruguay,URU,CONMEBOL,51,16,#77C8FF,URU,2
1994-02-15,1994,1,02,Mexico,MEX,CONCACAF,51,17,#20C997,MEX,0
1994-02-15,1994,1,02,Romania,ROU,UEFA,50,18,#E34584,ROU,0
1994-02-15,1994,1,02,Portugal,POR,UEFA,49,19,#34D399,POR,0
1994-02-15,1994,1,02,Colombia,COL,CONMEBOL,49,20,#FFD84D,COL,0
1994-02-15,1994,1,02,USA,USA,CONCACAF,47,21,#4DA3FF,USA,0
1994-02-15,1994,1,02,Egypt,EGY,CAF,46,22,#45B1E3,EGY,0
1994-02-15,1994,1,02,Bulgaria,BUL,UEFA,45,23,#7245E3,BUL,0
1994-02-15,1994,1,02,Poland,POL,UEFA,45,24,#45A1E3,POL,0
1994-02-15,1994,1,02,Scotland,SCO,UEFA,45,25,#45B1E3,SCO,0
1994-02-15,1994,1,02,Belgium,BEL,UEFA,44,26,#FFE15A,BEL,0
1994-02-15,1994,1,02,Wales,WAL,UEFA,44,27,#E37445,WAL,0
1994-02-15,1994,1,02,Morocco,MAR,CAF,44,28,#45E36A,MAR,0
1994-02-15,1994,1,02,Cameroon,CMR,CAF,44,29,#6F45E3,CMR,0
1994-02-15,1994,1,02,Zambia,ZAM,CAF,43,30,#E37F45,ZAM,0
1994-02-15,1994,1,02,Côte d'Ivoire,CIV,CAF,42,31,#45E36F,CIV,0
1994-02-15,1994,1,02,Greece,GRE,UEFA,42,32,#B445E3,GRE,0
1994-02-15,1994,1,02,Tunisia,TUN,CAF,41,33,#A645E3,TUN,0
1994-02-15,1994,1,02,Austria,AUT,UEFA,40,34,#E38445,AUT,0
1994-02-15,1994,1,02,Ghana,GHA,CAF,39,35,#E34599,GHA,0
1994-02-15,1994,1,02,Saudi Arabia,KSA,AFC,39,36,#45C1E3,KSA,0
1994-02-15,1994,1,02,Algeria,ALG,CAF,39,37,#8FE345,ALG,0
1994-02-15,1994,1,02,Northern Ireland,NIR,UEFA,38,38,#8145E3,NIR,0
1994-02-15,1994,1,02,Costa Rica,CRC,CONCACAF,38,39,#E3A445,CRC,0
1994-02-15,1994,1,02,Honduras,HON,CONCACAF,38,40,#B1E345,HON,0
1994-03-15,1994,1,03,Germany,GER,UEFA,59,1,#FFCC33,GER,4
1994-03-15,1994,1,03,Brazil,BRA,CONMEBOL,58,2,#FFE45C,BRA,5
1994-03-15,1994,1,03,Norway,NOR,UEFA,58,3,#97E345,NOR,0
1994-03-15,1994,1,03,Denmark,DEN,UEFA,57,4,#5245E3,DEN,0
1994-03-15,1994,1,03,Switzerland,SUI,UEFA,56,5,#E39745,SUI,0
1994-03-15,1994,1,03,Spain,ESP,UEFA,56,6,#FF4B3E,ESP,1
1994-03-15,1994,1,03,Sweden,SWE,UEFA,55,7,#97E345,SWE,0
1994-03-15,1994,1,03,Argentina,ARG,CONMEBOL,55,8,#6EC6FF,ARG,3
1994-03-15,1994,1,03,Netherlands,NED,UEFA,55,9,#FF8A3D,NED,0
1994-03-15,1994,1,03,Romania,ROU,UEFA,54,10,#E34584,ROU,0
1994-03-15,1994,1,03,Italy,ITA,UEFA,54,11,#31D07D,ITA,4
1994-03-15,1994,1,03,England,ENG,UEFA,54,12,#F7F7F7,ENG,1
1994-03-15,1994,1,03,Republic of Ireland,IRL,UEFA,53,13,#E3CB45,IRL,0
1994-03-15,1994,1,03,Mexico,MEX,CONCACAF,52,14,#20C997,MEX,0
1994-03-15,1994,1,03,France,FRA,UEFA,52,15,#4D7CFF,FRA,2
1994-03-15,1994,1,03,Russia,RUS,UEFA,52,16,#45E3AE,RUS,0
1994-03-15,1994,1,03,Uruguay,URU,CONMEBOL,51,17,#77C8FF,URU,2
1994-03-15,1994,1,03,Nigeria,NGA,CAF,50,18,#45D9E3,NGA,0
1994-03-15,1994,1,03,Portugal,POR,UEFA,49,19,#34D399,POR,0
1994-03-15,1994,1,03,Colombia,COL,CONMEBOL,49,20,#FFD84D,COL,0
1994-03-15,1994,1,03,USA,USA,CONCACAF,47,21,#4DA3FF,USA,0
1994-03-15,1994,1,03,Zambia,ZAM,CAF,45,22,#E37F45,ZAM,0
1994-03-15,1994,1,03,Bulgaria,BUL,UEFA,45,23,#7245E3,BUL,0
1994-03-15,1994,1,03,Poland,POL,UEFA,45,24,#45A1E3,POL,0
1994-03-15,1994,1,03,Egypt,EGY,CAF,44,25,#45B1E3,EGY,0
1994-03-15,1994,1,03,Cameroon,CMR,CAF,44,26,#6F45E3,CMR,0
1994-03-15,1994,1,03,Wales,WAL,UEFA,44,27,#E37445,WAL,0
1994-03-15,1994,1,03,Côte d'Ivoire,CIV,CAF,44,28,#45E36F,CIV,0
1994-03-15,1994,1,03,Morocco,MAR,CAF,44,29,#45E36A,MAR,0
1994-03-15,1994,1,03,Scotland,SCO,UEFA,42,30,#45B1E3,SCO,0
1994-03-15,1994,1,03,Ghana,GHA,CAF,41,31,#E34599,GHA,0
1994-03-15,1994,1,03,Tunisia,TUN,CAF,41,32,#A645E3,TUN,0
